// Incomplete, bruteforced from opcodes-791-1583.txt and opcodes-793-1527.txt
push_var,570
pop_var,47
push_varbit,408
pop_varbit,358
push_constant_string,858
branch,926
branch_not,439
branch_equals,575
branch_less_than,784
branch_greater_than,553
branch_less_than_or_equals,402
branch_greater_than_or_equals,155
push_int_local,16
pop_int_local,839
push_string_local,863
pop_string_local,705
join_string,510
pop_int_discard,87
pop_string_discard,20
gosub_with_params,251
define_array,128
push_array_int,754
pop_array_int,185
switch,961
push_long_local,360
long_branch_not,765
cc_create,1003
cc_delete,489
cc_deleteall,354
if_sendtofront,581
if_sendtoback,652
cc_sendtofront,862
cc_sendtoback,413
if_resume_pausebutton,928
baseidkit,531
basecolour,626
setobj,1058
cc_setposition,992
cc_setsize,790
cc_sethide,1115
cc_setaspect,938
cc_setnoclickthrough,578
cc_setscrollpos,717
cc_setcolour,853
cc_setfill,622
cc_settrans,904
cc_setlinewid,746
cc_setgraphic,2
cc_set2dangle,692
cc_settiling,1018
cc_setmodel,50
cc_setmodelangle,159
cc_setmodelanim,1036
cc_setmodelorthog,565
cc_settext,164
cc_settextfont,901
cc_settextalign,252
cc_settextshadow,1030
cc_setoutline,390
cc_setgraphicshadow,838
cc_setvflip,825
cc_sethflip,363
cc_setscrollsize,737
cc_setalpha,933
cc_setmodelzoom,307
cc_setlinedirection,365
cc_setmaxlines,960
cc_setparam_int,633
cc_setparam_string,244
cc_setretex,100
cc_setparam,534
cc_setclickmask,755
cc_setobject,680
cc_setnpchead,710
cc_setplayerhead_self,665
cc_setnpcmodel,483
cc_setobject_nonum,1008
cc_setlinkfriend,83
cc_setobject_wearcol,776
cc_setplayermodel_self,645
cc_setobject_alwaysnum,542
cc_setop,775
cc_setdraggable,149
cc_setdragrenderbehaviour,1072
cc_setdragdeadzone,530
cc_setdragdeadtime,1031
cc_setopbase,997
cc_settargetverb,875
cc_clearops,196
cc_settargetcursors,417
cc_setopcursor,815
cc_setpausetext,101
cc_settargetopcursor,574
cc_setopkey,561
cc_setoptkey,74
cc_setopkeyignoreheld,260
cc_setoptkeyignoreheld,1016
cc_setmouseovercursor,713
cc_setonclick,697
cc_setonhold,445
cc_setonrelease,918
cc_setonmouseover,52
cc_setonmouseleave,421
cc_setondrag,816
cc_setontargetleave,698
cc_setonvartransmit,974
cc_setontimer,203
cc_setonop,760
cc_setondragcomplete,813
cc_setonmouserepeat,814
cc_setoninvtransmit,53
cc_setonstattransmit,624
cc_setontargetenter,947
cc_setonscrollwheel,45
cc_setonmisctransmit,985
cc_setonvarctransmit,1052
cc_setonvarcstrtransmit,998
cc_clearscripthooks,1122
if_setposition,92
if_setsize,1109
if_sethide,730
if_setnoclickthrough,280
if_setscrollpos,478
if_setcolour,1096
if_setfill,586
if_settrans,539
if_setgraphic,634
if_set2dangle,700
if_settiling,709
if_setmodel,112
if_setmodelangle,642
if_setmodelanim,881
if_setmodeltint,17
if_settext,1011
if_settextfont,376
if_settextalign,735
if_settextshadow,193
if_settextantimacro,1028
if_setoutline,650
if_setgraphicshadow,824
if_setvflip,720
if_sethflip,543
if_setscrollsize,764
if_setmodelzoom,306
if_setlinedirection,1017
if_setmaxlines,313
if_setparam_int,299
if_setrecol,480
if_setretex,840
if_setclickmask,475
if_setobject,584
if_setnpchead,690
if_setnpcmodel,772
if_setobject_nonum,971
if_setplayermodel_self,466
if_setobject_alwaysnum,90
if_setop,1009
if_setdraggable,107
if_setdragrenderbehaviour,459
if_setopbase,8
if_settargetverb,1138
if_clearops,589
if_settargetcursors,636
if_setopcursor,257
if_setpausetext,468
if_setopchar,486
if_setopkey,10
if_setoptkey,449
if_setopkeyrate,316
if_setmouseovercursor,883
if_setonclick,888
if_setonhold,33
if_setonrelease,1032
if_setonmouseover,891
if_setonmouseleave,550
if_setondrag,500
if_setontargetleave,925
if_setonvartransmit,61
if_setontimer,734
if_setonop,172
if_setondragcomplete,978
if_setonclickrepeat,314
if_setonmouserepeat,1062
if_setoninvtransmit,779
if_setonstattransmit,102
if_setontargetenter,320
if_setonscrollwheel,113
if_setonchattransmit,619
if_setonkey,769
if_setonfriendtransmit,258
if_setonclantransmit,914
if_setonmisctransmit,788
if_setondialogabort,1007
if_setonsubchange,833
if_setonstocktransmit,719
if_setoncamfinished,110
if_setonresize,13
if_setonvarctransmit,49
if_setonvarcstrtransmit,422
if_setonclansettingstransmit,118
if_setonclanchanneltransmit,406
if_setonvarclantransmit,186
if_clearscripthooks,942
if_callonresize,547
if_npc_setcustombodymodel,1020
cc_npc_setcustomrecol,94
mes,1129
return,324
if_close,175
resume_countdialog,767
resume_namedialog,470
resume_stringdialog,281
opplayer,135
resume_objdialog,7
cc_dragpickup,30
if_opensubclient,924
if_closesubclient,868
mes_typed,745
setup_messagebox,577
resume_hsldialog,957
resume_clanforumqfcdialog,104
sound_synth,29
sound_jingle,616
sound_vorbis_volume,1023
sound_speech_volume,145
sound_vorbis_rate,836
email_validation_add_new_address,681
friend_setrank,993
friend_setnotes,683
friend_add,1049
friend_del,797
ignore_add,525
ignore_del,1
ignore_setnotes,82
clan_kickuser,722
clan_joinchat,39
clan_leavechat,975
ignore_add_temp,537
activeclanchannel_kickuser,253
chat_setfilter,591
chat_sendabusereport,917
chat_setmode,602
chat_sendpublic,750
chat_sendprivate,264
activechatphrase_prepare,189
activechatphrase_send,278
activechatphrase_sendprivate,165
activechatphrase_sendclan,781
activechatphrase_setdynamicint,651
activechatphrase_setdynamicobj,953
activechatphrase_sendclanchannel_affined,209
activechatphrase_sendclanchannel_listened,608
worldmap_3dview_enable,668
worldmap_3dview_disable,976
worldmap_3dview_setloddistance,503
worldmap_setcategorypriority,809
worldmap_3dview_settextfont,742
worldmap_disabletextsize,246
worldmap_disabletype,1064
worldmap_setzoom,176
worldmap_setmap,611
worldmap_jumptosourcecoord,1080
worldmap_jumptodisplaycoord,520
worldmap_setmap_coord_override,948
worldmap_flashelementcategory,441
worldmap_disableelementcategory,12
worldmap_closemap,851
setwindowmode,874
setdefaultwindowmode,337
openurl,148
spline_new,886
spline_addpoint,944
quit,590
openurl_nologin,604
writeconsole,526
formatminimenu,1097
setdefaultcursors,876
sethardcodedopcursors,673
notify_accountcreated,1040
notify_accountcreatestarted,447
openurl_shim,897
cam_moveto,106
cam_lookat,115
cam_movealong,436
cam_reset,658
cam_forceangle,905
cam_inc_x,1006
cam_dec_x,679
cam_inc_y,676
cam_dec_y,654
cam_followcoord,464
cam_smoothreset,703
cam2_setlookatmode,768
cam2_setpositionmode,789
cam2_setdepthplanes,736
cam2_setfieldofview,1108
cam2_setlookatpoint_point,631
cam2_setpositionpoint_point,397
cam2_setlookatentity_player,822
cam2_setlookatentity_npc,109
cam2_setpositionentity_player,343
cam2_setpositionentity_npc,812
cam2_setfieldofviewscreen,348
cam2_removealleffects,256
cam2_setlookatacceleration_axis,263
cam2_setpositionacceleration_axis,819
cam2_setlookatmaxspeed_axis,68
cam2_setpositionmaxspeed_axis,867
cam2_setcollisionmode,625
cam2_updateeffect_ztilt,220
cam2_setlinearmovementmode,1005
cam2_setspringproperties,233
cam2_setpositionangularinterpolation,382
cam2_enable,915
cam2_setsnapdistances,162
cam2_resetsnapdistances,669
login_continue,873
login_resetreply,796
resend_uid_passport_request,865
create_availablerequest,188
create_name_availablerequest,156
create_suggest_name_request,728
create_createrequest,592
create_connectrequest,234
create_step_reached,1033
lobby_entergame,443
lobby_enterlobby,197
lobby_leavelobby,248
create_setunder13,1068
login_cancel,573
lobby_enterlobby_social_network,419
detail_brightness,1139
detail_removeroofs_option,1053
detail_grounddecor_on,274
detail_flickering_on,407
detail_spotshadows_on,694
detail_hardshadows,1075
detail_lightdetail_high,147
detail_waterdetail_high,623
detail_fog_on,1111
detail_antialiasing,617
detail_antialiasing_quality,1095
detail_stereo,457
detail_soundvol,473
detail_musicvol,347
detail_bgsoundvol,795
detail_particles,1048
detail_antialiasing_default,701
detail_buildarea,527
detail_bloom,187
detail_customcursors,91
detail_idleanims,787
detail_groundblending,870
detail_toolkit,65
detail_toolkit_default,89
detail_cpuusage,937
detail_texturing,497
detail_maxscreensize,55
detail_speechvol,259
detail_loginvol,533
detail_loadingscreentype,799
detail_drawdistance,949
detail_skydetail,311
viewport_setfov,740
viewport_setzoom,266
viewport_clampfov,1094
worldlist_sort,31
worldlist_pingworlds,782
force_interface_drag,922
cancel_interface_drag,150
autosetup_sethigh,859
autosetup_setmedium,936
autosetup_setlow,966
autosetup_setmin,177
autosetup_setcustom,761
autosetup_blackflaglast,1025
video_advert_force_remove,0
video_advert_allow_skip,184
boost_advert_launch,4
bug_report,1087
array_sort,879
cc_find,1013
if_find,638
cc_getx,84
cc_gety,235
cc_getwidth,892
cc_getheight,99
cc_gethide,579
cc_getlayer,777
cc_getparentlayer,144
