// Incomplete, bruteforced from opcodes-869-1416.txt
push_var,984
pop_var,271
push_varbit,867
pop_varbit,664
push_constant_string,165
branch,713
branch_not,671
branch_equals,221
branch_less_than,18
branch_greater_than,382
branch_less_than_or_equals,554
branch_greater_than_or_equals,1087
push_int_local,791
pop_int_local,675
push_string_local,195
pop_string_local,954
join_string,361
pop_int_discard,8
pop_string_discard,769
gosub_with_params,569
define_array,216
push_array_int,4
pop_array_int,685
switch,99
push_long_local,2
long_branch_not,421
cc_create,1062
cc_delete,692
cc_deleteall,72
if_sendtofront,314
if_sendtoback,244
cc_sendtofront,100
cc_sendtoback,595
if_resume_pausebutton,1177
cc_resume_pausebutton,594
baseidkit,940
basecolour,1143
setobj,59
cc_setposition,712
cc_setsize,912
cc_sethide,262
cc_setaspect,939
cc_setnoclickthrough,1102
cc_setscrollpos,78
cc_setcolour,1243
cc_setfill,623
cc_settrans,1051
cc_setlinewid,288
cc_setgraphic,781
cc_set2dangle,858
cc_settiling,103
cc_setmodel,1238
cc_setmodelangle,260
cc_setmodelanim,1231
cc_settext,323
cc_settextfont,853
cc_settextalign,142
cc_settextshadow,770
cc_setoutline,144
cc_setgraphicshadow,759
cc_setvflip,1069
cc_sethflip,487
cc_setscrollsize,108
cc_setalpha,706
cc_setmodelzoom,1259
cc_setlinedirection,86
cc_setmaxlines,178
cc_setparam_int,158
cc_setparam_string,1090
cc_setretex,742
cc_setparam,232
cc_setclickmask,1128
cc_setobject,441
cc_setnpchead,499
cc_setplayerhead_self,1001
cc_setnpcmodel,982
cc_setobject_nonum,1245
cc_setlinkfriend,496
cc_setlinkfriendchat,507
cc_setlinkplayergroup,358
cc_setlinkactiveclanchannel,906
cc_resetlinkplayer,762
cc_setobject_wearcol,1202
cc_setplayermodel_self,528
cc_setobject_alwaysnum,618
cc_setop,553
cc_setdraggable,523
cc_setdragrenderbehaviour,1103
cc_setdragdeadzone,454
cc_setdragdeadtime,291
cc_setopbase,318
cc_settargetverb,453
cc_clearops,436
cc_settargetcursors,19
cc_setopcursor,621
cc_setpausetext,127
cc_settargetopcursor,11
cc_setopkey,203
cc_setoptkey,483
cc_setopkeyrate,855
cc_setopkeyignoreheld,188
cc_setoptkeyignoreheld,951
cc_setmouseovercursor,1127
cc_setonclick,23
cc_setonhold,194
cc_setonrelease,128
cc_setonmouseover,617
cc_setonmouseleave,717
cc_setondrag,697
cc_setontargetleave,21
cc_setonvartransmit,1192
cc_setontimer,1155
cc_setonop,107
cc_setondragcomplete,426
cc_setonclickrepeat,588
cc_setonmouserepeat,1182
cc_setoninvtransmit,693
cc_setonstattransmit,646
cc_setontargetenter,134
cc_setonscrollwheel,432
cc_setonmisctransmit,1234
cc_setonvarctransmit,1065
cc_setonvarcstrtransmit,924
cc_clearscripthooks,312
if_setposition,1160
if_setsize,696
if_sethide,43
if_setnoclickthrough,229
if_setscrollpos,574
if_setcolour,1092
if_setfill,1049
if_settrans,25
if_setgraphic,958
if_set2dangle,995
if_settiling,162
if_setmodel,132
if_setmodelangle,473
if_setmodelanim,455
if_setmodelorthog,1124
if_setmodeltint,1061
if_setmodellighting,679
if_settext,754
if_settextfont,74
if_settextalign,153
if_settextshadow,1035
if_settextantimacro,376
if_setoutline,148
if_setgraphicshadow,659
if_setvflip,560
if_sethflip,751
if_setscrollsize,877
if_setmodelzoom,519
if_setlinedirection,319
if_setmaxlines,83
if_setparam_int,1026
if_setparam_string,256
if_setrecol,1251
if_setretex,139
if_setclickmask,966
if_setobject,894
if_setnpchead,921
if_setnpcmodel,386
if_setobject_nonum,427
if_setplayermodel_self,445
if_setobject_alwaysnum,629
if_setop,1228
if_setdraggable,1098
if_setdragrenderbehaviour,684
if_setdragdeadzone,240
if_setdragdeadtime,608
if_setopbase,438
if_settargetverb,193
if_clearops,1149
if_settargetcursors,231
if_setopcursor,1131
if_setpausetext,1130
if_setopkey,304
if_setoptkey,316
if_setopkeyrate,907
if_setmouseovercursor,592
if_setonclick,884
if_setonhold,69
if_setonrelease,321
if_setonmouseover,737
if_setonmouseleave,189
if_setondrag,845
if_setontargetleave,514
if_setonvartransmit,1121
if_setontimer,424
if_setonop,485
if_setondragcomplete,451
if_setonclickrepeat,678
if_setonmouserepeat,1126
if_setoninvtransmit,353
if_setonstattransmit,1109
if_setontargetenter,922
if_setonscrollwheel,281
if_setonchattransmit,879
if_setonkey,1237
if_setonfriendtransmit,332
if_setonclantransmit,688
if_setonmisctransmit,542
if_setondialogabort,780
if_setonsubchange,637
if_setonstocktransmit,166
if_setoncamfinished,1236
if_setonresize,481
if_setonvarctransmit,35
if_setonvarcstrtransmit,728
if_setonclansettingstransmit,976
if_setonclanchanneltransmit,3
if_setonvarclantransmit,411
if_setonplayergrouptransmit,1211
if_setonplayergroupvarptransmit,351
if_setoncameraupdatetransmit,333
if_clearscripthooks,1086
if_callonresize,1141
if_npc_setcustombodymodel,235
if_npc_setcustomrecol,546
cc_npc_setcustomrecol,375
mes,469
return,773
if_close,12
resume_countdialog,1089
resume_namedialog,280
resume_stringdialog,204
abort_dialog,994
opplayer,722
resume_objdialog,677
cc_dragpickup,1178
if_opensubclient,1153
if_closesubclient,530
mes_typed,585
setup_messagebox,102
resume_hsldialog,237
resume_clanforumqfcdialog,303
sound_synth,350
sound_synth_volume,648
sound_jingle_volume,964
sound_vorbis_volume,492
sound_speech_volume,729
sound_vorbis_rate,557
email_validation_add_new_address,515
friend_setrank,174
friend_setnotes,793
friend_add,631
friend_del,63
ignore_add,13
ignore_del,423
ignore_setnotes,710
clan_kickuser,942
clan_joinchat,1191
clan_leavechat,541
ignore_add_temp,1170
activeclanchannel_kickuser,422
chat_setfilter,324
chat_sendabusereport,925
chat_setmode,933
chat_sendpublic,494
chat_sendprivate,566
activechatphrase_prepare,1052
activechatphrase_send,300
activechatphrase_sendprivate,656
activechatphrase_setdynamicint,744
activechatphrase_setdynamicobj,604
worldmap_3dview_enable,810
worldmap_3dview_disable,404
worldmap_3dview_setloddistance,911
worldmap_setcategorypriority,1147
worldmap_3dview_settextfont,896
worldmap_disabletextsize,133
worldmap_disabletype,833
worldmap_setzoom,856
worldmap_setmap,938
worldmap_jumptosourcecoord,170
worldmap_jumptodisplaycoord,66
worldmap_setmap_coord_override,1068
worldmap_flashelementcategory,809
worldmap_disableelementcategory,1119
worldmap_closemap,409
setwindowmode,348
setdefaultwindowmode,1248
openurl,581
urlencode,548
spline_new,57
spline_addpoint,534
quit,676
openurl_nologin,872
formatminimenu,761
setdefaultcursors,58
sethardcodedopcursors,1187
notify_accountcreated,1085
notify_accountcreatestarted,383
openurl_shim,367
cam_moveto,159
cam_lookat,93
cam_movealong,650
cam_reset,814
cam_forceangle,562
cam_inc_x,889
cam_dec_x,239
cam_inc_y,226
cam_dec_y,442
cam_followcoord,760
cam_smoothreset,613
cam2_setlookatmode,119
cam2_setpositionmode,341
cam2_setdepthplanes,1050
cam2_setfieldofview,667
cam2_setlookatpoint_point,410
cam2_setpositionpoint_point,1233
cam2_getpositionpoint_point,408
cam2_setlookatentity_player,936
cam2_setlookatentity_npc,649
cam2_setpositionentity_player,482
cam2_setpositionentity_npc,620
cam2_setfieldofviewscreen,787
cam2_removealleffects,860
cam2_setlookatacceleration_axis,929
cam2_setpositionacceleration_axis,493
cam2_setlookatmaxspeed_axis,1074
cam2_setpositionmaxspeed_axis,412
cam2_setcollisionmode,362
cam2_setpositionpointcollision,734
cam2_updateeffect_ztilt,491
cam2_setlinearmovementmode,417
cam2_setspringproperties,795
cam2_setpositionangularinterpolation,50
cam2_enable,298
cam2_setsnapdistances,340
cam2_resetsnapdistances,640
cam2_setlookatorientation_vector,114
cam2_setlookatorientation_xrotation,1013
cam2_setlookatorientation_yrotation,172
cam2_setlookatorientation_xmovement,32
cam2_setlookatorientation_zmovement,818
cam2_setlookatorientation_maxdistanceclamping,556
login_continue,1196
login_resetreply,733
resend_uid_passport_request,1058
create_availablerequest,827
create_name_availablerequest,841
create_suggest_name_request,110
create_createrequest,64
create_connectrequest,611
create_step_reached,276
lobby_entergame,947
lobby_enterlobby,299
lobby_leavelobby,224
create_setunder13,1165
login_cancel,9
