// Incomplete, bruteforced from opcodes-799-1515.txt and opcodes-800-572.txt
push_var,609
pop_var,1027
push_varbit,1026
pop_varbit,1062
push_constant_string,176
branch,666
branch_not,1037
branch_equals,761
branch_less_than,237
branch_greater_than,285
branch_less_than_or_equals,181
branch_greater_than_or_equals,901
push_int_local,1122
pop_int_local,404
push_string_local,143
pop_string_local,851
join_string,643
pop_int_discard,712
pop_string_discard,961
gosub_with_params,179
define_array,49
push_array_int,456
pop_array_int,509
switch,971
push_long_local,1003
long_branch_not,610
cc_create,195
cc_delete,580
cc_deleteall,30
if_sendtofront,1039
if_sendtoback,955
cc_sendtofront,1018
cc_sendtoback,973
if_resume_pausebutton,157
baseidkit,913
basecolour,786
setobj,1097
cc_setposition,872
cc_setsize,344
cc_sethide,272
cc_setaspect,875
cc_setnoclickthrough,1013
cc_setscrollpos,891
cc_setcolour,942
cc_setfill,1001
cc_settrans,1042
cc_setlinewid,731
cc_setgraphic,838
cc_set2dangle,923
cc_settiling,525
cc_setmodel,810
cc_setmodelangle,35
cc_setmodelanim,1069
cc_setmodelorthog,51
cc_settext,571
cc_settextfont,68
cc_settextalign,744
cc_settextshadow,482
cc_setoutline,524
cc_setgraphicshadow,722
cc_setvflip,568
cc_sethflip,986
cc_setscrollsize,411
cc_setalpha,1080
cc_setmodelzoom,48
cc_setlinedirection,378
cc_setmaxlines,940
cc_setparam_int,221
cc_setparam_string,598
cc_setretex,558
cc_setparam,785
cc_setclickmask,770
cc_setobject,322
cc_setnpchead,125
cc_setplayerhead_self,454
cc_setnpcmodel,715
cc_setobject_nonum,563
cc_setlinkfriend,504
cc_setobject_wearcol,133
cc_setplayermodel_self,1092
cc_setobject_alwaysnum,260
cc_setop,740
cc_setdraggable,11
cc_setdragrenderbehaviour,1071
cc_setdragdeadzone,831
cc_setdragdeadtime,397
cc_setopbase,450
cc_settargetverb,514
cc_clearops,1081
cc_settargetcursors,964
cc_setopcursor,497
cc_setpausetext,342
cc_settargetopcursor,710
cc_setopkey,1002
cc_setoptkey,767
cc_setopkeyrate,490
cc_setopkeyignoreheld,970
cc_setoptkeyignoreheld,689
cc_setmouseovercursor,262
cc_setonclick,82
cc_setonhold,680
cc_setonrelease,1079
cc_setonmouseover,736
cc_setonmouseleave,1
cc_setondrag,351
cc_setontargetleave,343
cc_setonvartransmit,193
cc_setontimer,162
cc_setonop,173
cc_setondragcomplete,633
cc_setonmouserepeat,294
cc_setoninvtransmit,916
cc_setonstattransmit,265
cc_setontargetenter,505
cc_setonscrollwheel,611
cc_setonmisctransmit,1005
cc_setonvarctransmit,374
cc_setonvarcstrtransmit,604
cc_clearscripthooks,142
if_setposition,843
if_setsize,784
if_sethide,126
if_setnoclickthrough,599
if_setscrollpos,269
if_setcolour,1047
if_setfill,605
if_settrans,532
if_setgraphic,364
if_set2dangle,1112
if_settiling,62
if_setmodel,912
if_setmodelangle,273
if_setmodelanim,511
if_setmodeltint,1139
if_setmodellighting,201
if_settext,954
if_settextfont,327
if_settextalign,726
if_settextshadow,857
if_settextantimacro,261
if_setoutline,692
if_setgraphicshadow,315
if_setvflip,822
if_sethflip,400
if_setscrollsize,727
if_setmodelzoom,648
if_setlinedirection,440
if_setmaxlines,1016
if_setparam_int,887
if_setrecol,3
if_setretex,216
if_setclickmask,113
if_setobject,52
if_setnpchead,160
if_setnpcmodel,890
if_setobject_nonum,874
if_setplayermodel_self,1102
if_setobject_alwaysnum,417
if_setop,1103
if_setdraggable,1133
if_setdragrenderbehaviour,863
if_setopbase,587
if_settargetverb,493
if_clearops,380
if_settargetcursors,579
if_setopcursor,637
if_setpausetext,897
if_setopchar,480
if_setopkey,520
if_setoptkey,471
if_setopkeyrate,687
if_setmouseovercursor,106
if_setonclick,596
if_setonhold,22
if_setonrelease,724
if_setonmouseover,481
if_setonmouseleave,474
if_setondrag,409
if_setontargetleave,235
if_setonvartransmit,248
if_setontimer,369
if_setonop,764
if_setondragcomplete,741
if_setonclickrepeat,328
if_setonmouserepeat,829
if_setoninvtransmit,790
if_setonstattransmit,996
if_setontargetenter,60
if_setonscrollwheel,908
if_setonchattransmit,1098
if_setonkey,353
if_setonfriendtransmit,779
if_setonclantransmit,653
if_setonmisctransmit,373
if_setondialogabort,1015
if_setonsubchange,329
if_setonstocktransmit,407
if_setoncamfinished,80
if_setonresize,693
if_setonvarctransmit,879
if_setonvarcstrtransmit,898
if_setonclansettingstransmit,555
if_setonclanchanneltransmit,266
if_setonvarclantransmit,753
if_clearscripthooks,180
if_callonresize,489
if_npc_setcustombodymodel,259
cc_npc_setcustomrecol,634
mes,882
return,367
if_close,574
resume_countdialog,944
resume_namedialog,919
resume_stringdialog,847
abort_dialog,836
opplayer,813
resume_objdialog,59
cc_dragpickup,714
if_opensubclient,698
if_closesubclient,995
mes_typed,249
setup_messagebox,95
resume_hsldialog,630
resume_clanforumqfcdialog,394
sound_synth,979
sound_jingle,983
sound_vorbis_volume,815
sound_speech_volume,198
sound_vorbis_rate,296
email_validation_add_new_address,199
friend_setrank,936
friend_setnotes,280
friend_add,206
friend_del,522
ignore_add,572
ignore_del,945
ignore_setnotes,41
clan_kickuser,402
clan_joinchat,258
clan_leavechat,29
ignore_add_temp,333
activeclanchannel_kickuser,412
chat_setfilter,501
chat_sendabusereport,517
chat_setmode,166
chat_sendpublic,713
chat_sendprivate,845
activechatphrase_prepare,921
activechatphrase_send,873
activechatphrase_sendprivate,686
activechatphrase_sendclan,349
activechatphrase_setdynamicint,679
activechatphrase_setdynamicobj,81
activechatphrase_sendclanchannel_affined,1023
activechatphrase_sendclanchannel_listened,337
worldmap_3dview_enable,134
worldmap_3dview_disable,528
worldmap_3dview_setloddistance,6
worldmap_setcategorypriority,1055
worldmap_3dview_settextfont,796
worldmap_disabletextsize,546
worldmap_disabletype,578
worldmap_setzoom,809
worldmap_setmap,326
worldmap_jumptosourcecoord,904
worldmap_jumptodisplaycoord,130
worldmap_setmap_coord_override,463
worldmap_flashelementcategory,207
worldmap_disableelementcategory,902
worldmap_closemap,931
setwindowmode,293
setdefaultwindowmode,895
openurl,1111
spline_new,438
spline_addpoint,640
quit,1043
openurl_nologin,576
writeconsole,256
formatminimenu,330
setdefaultcursors,538
sethardcodedopcursors,10
notify_accountcreated,225
notify_accountcreatestarted,33
openurl_shim,1074
cam_moveto,462
cam_lookat,274
cam_movealong,773
cam_reset,696
cam_forceangle,7
cam_inc_x,1000
cam_dec_x,1030
cam_inc_y,738
cam_dec_y,991
cam_followcoord,830
cam_smoothreset,1049
cam2_setlookatmode,577
cam2_setpositionmode,105
cam2_setdepthplanes,308
cam2_setfieldofview,583
cam2_setlookatpoint_point,58
cam2_setpositionpoint_point,564
cam2_setlookatentity_player,565
cam2_setlookatentity_npc,1009
cam2_setpositionentity_player,871
cam2_setpositionentity_npc,1014
cam2_setfieldofviewscreen,1110
cam2_removealleffects,172
cam2_setlookatacceleration_axis,854
cam2_setpositionacceleration_axis,948
