// Incomplete, bruteforced from opcodes-909-1176.txt and opcodes-910-1730.txt and opcodes-883-596.txt
push_var,1145
pop_var,1399
push_varbit,645
pop_varbit,799
push_constant_string,894
branch,773
branch_not,290
branch_equals,96
branch_less_than,482
branch_greater_than,987
branch_less_than_or_equals,623
branch_greater_than_or_equals,515
push_int_local,294
pop_int_local,976
push_string_local,1150
pop_string_local,267
join_string,359
pop_int_discard,881
pop_string_discard,1057
gosub_with_params,26
define_array,1163
push_array_int,501
pop_array_int,806
switch,677
push_long_local,599
long_branch_not,1369
cc_create,173
cc_delete,1294
cc_deleteall,757
if_sendtofront,201
if_sendtoback,902
cc_sendtofront,139
cc_sendtoback,1237
if_resume_pausebutton,222
cc_resume_pausebutton,313
baseidkit,109
basecolour,273
setobj,195
cc_setposition,794
cc_setsize,57
cc_sethide,903
cc_setaspect,1074
cc_setnoclickthrough,842
cc_setscrollpos,36
cc_setcolour,388
cc_setfill,695
cc_settrans,979
cc_setlinewid,897
cc_setgraphic,1073
cc_set2dangle,1189
cc_settiling,1045
cc_setmodel,157
cc_setmodelangle,1292
cc_setmodelanim,327
cc_settext,54
cc_settextfont,846
cc_settextalign,1337
cc_settextshadow,711
cc_setoutline,1339
cc_setgraphicshadow,1330
cc_setvflip,74
cc_sethflip,1212
cc_setscrollsize,1183
cc_setalpha,101
cc_setmodelzoom,1355
cc_setlinedirection,223
cc_setmaxlines,1331
cc_setparam_int,464
cc_setparam_string,634
cc_setretex,887
cc_setfontmono,783
cc_setparam,738
cc_setclickmask,1311
cc_setheld,134
cc_setobject,140
cc_setnpchead,1364
cc_setplayerhead_self,919
cc_setnpcmodel,475
cc_setobject_nonum,1088
cc_setlinkfriend,1408
cc_setlinkfriendchat,672
cc_setlinkplayergroup,916
cc_setlinkactiveclanchannel,669
cc_resetlinkplayer,53
cc_setobject_wearcol,394
cc_setplayermodel_self,1296
cc_setobject_alwaysnum,348
cc_setop,1024
cc_setdraggable,764
cc_setdragrenderbehaviour,51
cc_setdragdeadzone,1003
cc_setdragdeadtime,1196
cc_setopbase,1019
cc_settargetverb,642
cc_clearops,467
cc_settargetcursors,1214
cc_setopcursor,935
cc_setpausetext,1058
cc_settargetopcursor,189
cc_setopkey,345
cc_setoptkey,675
cc_setopkeyrate,56
cc_setopkeyignoreheld,138
cc_setoptkeyignoreheld,937
cc_setmouseovercursor,1027
cc_setonclick,447
cc_setonhold,402
cc_setonrelease,42
cc_setonmouseover,650
cc_setonmouseleave,337
cc_setondrag,559
cc_setontargetleave,352
cc_setonvartransmit,1301
cc_setontimer,814
cc_setonop,1263
cc_setondragcomplete,852
cc_setonclickrepeat,663
cc_setonmouserepeat,496
cc_setoninvtransmit,986
cc_setonstattransmit,908
cc_setontargetenter,1245
cc_setonscrollwheel,917
cc_setonmisctransmit,797
cc_setonresize,497
cc_setonvarctransmit,982
