// Incomplete, bruteforced from opcodes-794-1233.txt and opcodes-796-1038.txt and opcodes-795-513.txt
push_var,215
pop_var,897
push_varbit,252
pop_varbit,20
push_constant_string,957
branch,692
branch_not,401
branch_equals,66
branch_less_than,449
branch_greater_than,986
branch_less_than_or_equals,650
branch_greater_than_or_equals,996
push_int_local,1135
pop_int_local,716
push_string_local,460
pop_string_local,256
join_string,480
pop_int_discard,443
pop_string_discard,478
gosub_with_params,797
define_array,87
push_array_int,222
pop_array_int,352
switch,832
push_long_local,148
long_branch_not,358
cc_create,490
cc_delete,1011
cc_deleteall,416
if_sendtofront,675
if_sendtoback,659
cc_sendtofront,121
cc_sendtoback,1010
if_resume_pausebutton,79
baseidkit,486
basecolour,287
setobj,199
cc_setposition,57
cc_setsize,260
cc_sethide,389
cc_setaspect,494
cc_setnoclickthrough,550
cc_setscrollpos,491
cc_setcolour,746
cc_setfill,612
cc_settrans,683
cc_setlinewid,248
cc_setgraphic,195
cc_set2dangle,484
cc_settiling,742
cc_setmodel,900
cc_setmodelangle,739
cc_setmodelanim,1141
cc_setmodelorthog,1113
cc_settext,574
cc_settextfont,242
cc_settextalign,1045
cc_settextshadow,734
cc_setoutline,120
cc_setgraphicshadow,362
cc_setvflip,980
cc_sethflip,503
cc_setscrollsize,551
cc_setalpha,811
cc_setmodelzoom,147
cc_setlinedirection,506
cc_setmaxlines,577
cc_setparam_int,499
cc_setparam_string,1124
cc_setretex,1119
cc_setparam,1019
cc_setclickmask,396
cc_setobject,967
cc_setnpchead,736
cc_setplayerhead_self,329
cc_setnpcmodel,1129
cc_setobject_nonum,526
cc_setlinkfriend,392
cc_setobject_wearcol,759
cc_setplayermodel_self,41
cc_setobject_alwaysnum,791
cc_setop,1038
cc_setdraggable,544
cc_setdragrenderbehaviour,472
cc_setdragdeadzone,714
cc_setdragdeadtime,527
cc_setopbase,1070
cc_settargetverb,236
cc_clearops,1003
cc_settargetcursors,775
cc_setopcursor,85
cc_setpausetext,973
cc_settargetopcursor,153
cc_setopkey,158
cc_setoptkey,118
cc_setopkeyignoreheld,80
cc_setoptkeyignoreheld,1140
cc_setmouseovercursor,124
cc_setonclick,614
cc_setonhold,185
cc_setonrelease,1025
cc_setonmouseover,621
cc_setonmouseleave,624
cc_setondrag,887
cc_setontargetleave,331
cc_setonvartransmit,753
cc_setontimer,779
cc_setonop,1001
cc_setondragcomplete,376
cc_setonmouserepeat,275
cc_setoninvtransmit,795
cc_setonstattransmit,198
cc_setontargetenter,858
cc_setonscrollwheel,1069
cc_setonmisctransmit,825
cc_setonvarctransmit,680
cc_setonvarcstrtransmit,170
cc_clearscripthooks,465
if_setposition,92
if_setsize,1074
if_sethide,676
if_setnoclickthrough,1047
if_setscrollpos,833
if_setcolour,626
if_setfill,774
if_settrans,884
if_setgraphic,988
if_set2dangle,276
if_settiling,871
if_setmodel,162
if_setmodelangle,835
if_setmodelanim,1048
if_setmodeltint,179
if_settext,636
if_settextfont,418
if_settextalign,268
if_settextshadow,432
if_settextantimacro,272
if_setoutline,205
if_setgraphicshadow,462
if_setvflip,645
if_sethflip,882
if_setscrollsize,979
if_setmodelzoom,805
if_setlinedirection,853
if_setmaxlines,1060
if_setparam_int,173
if_setrecol,604
if_setretex,328
if_setclickmask,635
if_setobject,359
if_setnpchead,297
if_setnpcmodel,73
if_setobject_nonum,673
if_setplayermodel_self,430
if_setobject_alwaysnum,532
if_setop,1125
if_setdraggable,411
if_setdragrenderbehaviour,510
if_setopbase,923
if_settargetverb,415
if_clearops,597
if_settargetcursors,505
if_setopcursor,474
if_setpausetext,1097
if_setopchar,1015
if_setopkey,84
if_setoptkey,1063
if_setopkeyrate,792
if_setmouseovercursor,920
if_setonclick,727
if_setonhold,1016
if_setonrelease,587
if_setonmouseover,438
if_setonmouseleave,648
if_setondrag,915
if_setontargetleave,1081
if_setonvartransmit,310
if_setontimer,925
if_setonop,182
if_setondragcomplete,1105
if_setonclickrepeat,324
if_setonmouserepeat,356
if_setoninvtransmit,82
if_setonstattransmit,786
if_setontargetenter,582
if_setonscrollwheel,606
if_setonchattransmit,1086
if_setonkey,630
if_setonfriendtransmit,513
if_setonclantransmit,909
if_setonmisctransmit,308
if_setondialogabort,156
if_setonsubchange,603
if_setonstocktransmit,685
if_setoncamfinished,1121
if_setonresize,766
if_setonvarctransmit,306
if_setonvarcstrtransmit,316
if_setonclansettingstransmit,397
if_setonclanchanneltransmit,123
if_setonvarclantransmit,122
if_clearscripthooks,1091
if_callonresize,1018
if_npc_setcustombodymodel,856
cc_npc_setcustomrecol,327
mes,6
return,68
if_close,61
resume_countdialog,813
resume_namedialog,161
resume_stringdialog,627
opplayer,793
resume_objdialog,176
cc_dragpickup,395
if_opensubclient,325
if_closesubclient,102
mes_typed,652
setup_messagebox,300
resume_hsldialog,10
resume_clanforumqfcdialog,1041
sound_synth,1107
sound_jingle,558
sound_vorbis_volume,463
sound_speech_volume,622
sound_vorbis_rate,540
email_validation_add_new_address,895
friend_setrank,337
friend_setnotes,615
friend_add,347
friend_del,757
ignore_add,1022
ignore_del,404
ignore_setnotes,414
clan_kickuser,393
clan_joinchat,584
clan_leavechat,341
ignore_add_temp,1090
activeclanchannel_kickuser,426
chat_setfilter,758
chat_sendabusereport,373
chat_setmode,71
chat_sendpublic,546
chat_sendprivate,67
activechatphrase_prepare,566
activechatphrase_send,1128
activechatphrase_sendprivate,439
activechatphrase_sendclan,954
activechatphrase_setdynamicint,86
activechatphrase_setdynamicobj,481
activechatphrase_sendclanchannel_affined,1023
activechatphrase_sendclanchannel_listened,725
worldmap_3dview_enable,1131
worldmap_3dview_disable,1142
worldmap_3dview_setloddistance,696
worldmap_setcategorypriority,819
worldmap_3dview_settextfont,452
worldmap_disabletextsize,391
worldmap_disabletype,744
worldmap_setzoom,249
worldmap_setmap,838
worldmap_jumptosourcecoord,471
worldmap_jumptodisplaycoord,509
worldmap_setmap_coord_override,1068
worldmap_flashelementcategory,186
worldmap_disableelementcategory,295
worldmap_closemap,1123
setwindowmode,1
setdefaultwindowmode,63
openurl,146
spline_new,1101
spline_addpoint,731
quit,303
openurl_nologin,1134
writeconsole,1014
formatminimenu,273
setdefaultcursors,109
sethardcodedopcursors,745
notify_accountcreated,831
notify_accountcreatestarted,229
openurl_shim,293
