// Incomplete, bruteforced from opcodes-861-497.txt and opcodes-865-1924.txt
push_var,916
pop_var,379
push_varbit,838
pop_varbit,314
push_constant_string,594
branch,1065
branch_not,1222
branch_equals,993
branch_less_than,115
branch_greater_than,331
branch_less_than_or_equals,639
branch_greater_than_or_equals,1144
push_int_local,735
pop_int_local,1018
push_string_local,551
pop_string_local,183
join_string,880
pop_int_discard,504
pop_string_discard,289
gosub_with_params,591
define_array,338
push_array_int,113
pop_array_int,1130
switch,1051
push_long_local,1026
long_branch_not,299
cc_create,1173
cc_delete,312
cc_deleteall,871
if_sendtofront,377
if_sendtoback,727
cc_sendtofront,66
cc_sendtoback,216
if_resume_pausebutton,990
cc_resume_pausebutton,1097
baseidkit,211
basecolour,284
setobj,561
cc_setposition,999
cc_setsize,256
cc_sethide,761
cc_setaspect,726
cc_setnoclickthrough,1246
cc_setscrollpos,810
cc_setcolour,37
cc_setfill,962
cc_settrans,856
cc_setlinewid,341
cc_setgraphic,486
cc_set2dangle,427
cc_settiling,1216
cc_setmodel,644
cc_setmodelangle,325
cc_setmodelanim,1117
cc_setmodelorthog,913
cc_settext,510
cc_settextfont,715
cc_settextalign,877
cc_settextshadow,141
cc_setoutline,310
cc_setgraphicshadow,914
cc_setvflip,617
cc_sethflip,1136
cc_setscrollsize,712
cc_setalpha,966
cc_setmodelzoom,1122
cc_setlinedirection,547
cc_setmaxlines,1205
cc_setparam_int,1071
cc_setparam_string,981
cc_setretex,898
cc_setparam,902
cc_setclickmask,129
cc_setobject,467
cc_setnpchead,970
cc_setplayerhead_self,854
cc_setnpcmodel,706
cc_setobject_nonum,790
cc_setlinkfriend,27
cc_setlinkfriendchat,41
cc_setlinkplayergroup,564
cc_setlinkactiveclanchannel,1188
cc_resetlinkplayer,68
cc_setobject_wearcol,1224
cc_setplayermodel_self,67
cc_setobject_alwaysnum,1185
cc_setop,743
cc_setdraggable,1048
cc_setdragrenderbehaviour,60
cc_setdragdeadzone,1046
cc_setdragdeadtime,588
cc_setopbase,1176
cc_settargetverb,616
cc_clearops,1004
cc_settargetcursors,1123
cc_setopcursor,1184
cc_setpausetext,800
