// Incomplete, bruteforced from opcodes-881-984.txt and opcodes-910-1730.txt
push_var,685
pop_var,427
push_varbit,936
pop_varbit,173
push_constant_string,1050
branch,789
branch_not,637
branch_equals,1232
branch_less_than,522
branch_greater_than,1226
branch_less_than_or_equals,102
branch_greater_than_or_equals,436
push_int_local,989
pop_int_local,1261
push_string_local,824
pop_string_local,435
join_string,1102
pop_int_discard,1214
pop_string_discard,713
gosub_with_params,498
define_array,503
push_array_int,255
pop_array_int,322
switch,225
push_long_local,93
long_branch_not,1074
cc_create,257
cc_delete,714
cc_deleteall,1112
if_sendtofront,665
if_sendtoback,1161
cc_sendtofront,1245
cc_sendtoback,793
if_resume_pausebutton,613
cc_resume_pausebutton,53
baseidkit,303
basecolour,656
setobj,1023
cc_setposition,1169
cc_setsize,1013
cc_sethide,1025
cc_setaspect,674
cc_setnoclickthrough,555
cc_setscrollpos,262
cc_setcolour,526
cc_setfill,599
cc_settrans,690
cc_setlinewid,189
cc_setgraphic,128
cc_set2dangle,362
cc_settiling,1155
cc_setmodel,198
cc_setmodelangle,1258
cc_setmodelanim,445
cc_settext,801
cc_settextfont,1235
cc_settextalign,428
cc_settextshadow,265
cc_setoutline,1107
cc_setgraphicshadow,214
cc_setvflip,340
cc_sethflip,309
cc_setscrollsize,224
cc_setalpha,371
cc_setmodelzoom,550
cc_setlinedirection,170
cc_setmaxlines,84
cc_setparam_int,521
cc_setparam_string,249
cc_setretex,847
cc_setfontmono,634
cc_setparam,758
cc_setclickmask,707
cc_setobject,3
cc_setnpchead,1268
cc_setplayerhead_self,358
cc_setnpcmodel,1228
cc_setobject_nonum,735
cc_setlinkfriend,34
cc_setlinkfriendchat,638
cc_setlinkplayergroup,554
cc_setlinkactiveclanchannel,1152
cc_resetlinkplayer,1212
cc_setobject_wearcol,850
cc_setplayermodel_self,1097
cc_setobject_alwaysnum,741
cc_setop,586
cc_setdraggable,983
cc_setdragrenderbehaviour,149
cc_setdragdeadzone,694
cc_setdragdeadtime,118
cc_setopbase,846
cc_settargetverb,880
cc_clearops,512
cc_settargetcursors,226
cc_setopcursor,58
cc_setpausetext,650
cc_settargetopcursor,99
cc_setopkey,450
cc_setoptkey,778
cc_setopkeyrate,39
