// Incomplete, bruteforced from opcodes-910-1730.txt
activeclansettings_getaffinedjoinruneday,860
activeclanchannel_find_listened,595
activeclanchannel_find_affined,344
activeclanchannel_getclanname,1220
activeclanchannel_getrankkick,1337
activeclanchannel_getranktalk,28
activeclanchannel_getusercount,281
activeclanchannel_getuserdisplayname,1123
activeclanchannel_getuserrank,1297
activeclanchannel_getuserworld,1363
activeclanchannel_getuserslot,891
activeclanchannel_getsorteduserslot,43
clanprofile_find,1207
stockmarket_getoffertype,451
stockmarket_getofferitem,928
stockmarket_getofferprice,71
stockmarket_getoffercount,340
stockmarket_getoffercompletedcount,452
stockmarket_getoffercompletedgold,1021
stockmarket_isofferempty,722
stockmarket_isofferfinished,1328
stockmarket_isofferadding,1208
add,87
sub,923
multiply,1156
divide,1010
random,1389
randominc,712
interpolate,69
addpercent,516
setbit,420
clearbit,653
testbit,1174
modulo,486
pow,798
invpow,902
and,303
or,1034
min,1305
max,27
scale,786
bitcount,629
setbit_range,1197
clearbit_range,747
getbit_range,947
sin,660
cos,1067
abs,376
random_sound_pitch,713
hsvtorgb,656
not,795
append_num,1372
append,315
get_col_tag,1281
lowercase,1354
fromdate,1041
tostring,937
compare,1391
paraheight,250
parawidth,1353
paraline,510
text_switch,1231
escape,5
append_char,288
char_isprintable,34
char_isalphanumeric,374
char_isnumeric,890
string_length,100
substring,1257
removetags,416
string_indexof_char,111
string_indexof_string,936
char_tolowercase,837
char_touppercase,816
tostring_localised,260
stringwidth,1107
string_distance,1256
format_datetime_from_minutes,145
clanforumqfc_tostring,658
oc_name,1276
oc_iop,768
oc_cost,1285
oc_stackable,1324
oc_category,975
oc_hasvarobj,489
oc_cert,1304
oc_uncert,596
oc_wearpos,1140
oc_wearpos2,1419
oc_members,814
oc_param,156
oc_icursor,448
oc_find,1248
oc_findnext,723
oc_minimenu_colour,970
oc_tradeable,1287
oc_placeholder,893
nc_param,1103
lc_param,1112
struct_param,1181
seqlength,583
bas_getanim_ready,551
chat_getfilter_public,301
chat_gethistory_byuid,86
chat_lastuid,679
chat_clear,1277
chat_getfilter_private,131
chat_playername,758
chat_getfilter_trade,1068
chat_getnextuid,4
chat_getprevuid,1247
chat_playername_unfiltered,160
chatcat_getdesc,1075
chatcat_getsubcatcount,1118
chatcat_getsubcat,1388
chatcat_getphrasecount,1314
chatcat_getphrase,402
chatphrase_gettext,53
chatphrase_getautoresponsecount,1022
chatphrase_getautoresponse,396
chatcat_getsubcatshortcut,1135
chatphrase_getdynamiccommandcount,496
chatphrase_getdynamiccommand,709
chatphrase_getdynamiccommandparam_enum,0
chatphrase_find,1093
chatphrase_findnext,1365
keyheld_alt,538
keyheld_ctrl,1090
keyheld_shift,517
fullscreen_enter,9
fullscreen_modecount,789
fullscreen_getmode,300
fullscreen_lastmode,698
getwindowmode,381
getdefaultwindowmode,377
spline_length,771
minimenuopen,282
getclipboard,346
has_html5,432
has_nxt,1029
clienttype,447
cam_getangle_xa,942
cam_getangle_ya,358
cam2_getcontrolmode,1180
cam2_getlookatmode,1415
cam2_getpositionmode,166
cam2_getpositionentity_angleoffsets,1311
cam2_addeffect_shake,151
cam2_addeffect_ztilt,555
cam2_isenabled,1242
login_reply,1111
login_hoptime,191
login_ban_duration,671
create_reply,12
create_email_validate_reply,228
create_name_validate_reply,750
create_suggest_name_reply,958
create_connect_reply,872
login_disallowresult,1252
lobby_entergamereply,913
lobby_enterlobbyreply,625
userflowflags,89
create_under13,207
login_last_transfer_reply,585
login_inprogress,298
login_queue_position,267
login_disallowtrigger,1099
login_accountappeal,1088
viewport_geteffectivesize,407
viewport_getzoom,751
date_minutes,449
date_runeday,1409
date_runeday_fromdate,1013
date_isleapyear,424
date_runeday_todate,587
date_minutes_fromruneday,726
worldlist_fetch,957
worldlist_start,378
worldlist_next,413
worldlist_switch,404
worldlist_specific,84
worldlist_specific_thisworld,590
if_gettop,608
mec_text,984
mec_category,955
mec_param,333
userdetail_quickchat,554
userdetail_lobby_membership,552
userdetail_lobby_unreadmessages,240
userdetail_lobby_lastloginday,1157
userdetail_lobby_emailstatus,1176
userdetail_lobby_ccexpiry,935
userdetail_lobby_graceexpiry,1077
userdetail_dob,1178
userdetail_lobby_playage,8
autosetup_dosetup,800
autosetup_getlevel,869
video_advert_play,1104
video_advert_has_finished,129
get_npc_vislevel,752
get_entity_screen_position,1282
if_get_gamescreen,1101
if_set_gamescreen_enabled,1296
get_entity_overlay_height,1223
get_npc_stat,535
is_npc_active,417
is_targeted_entity,745
npc_type,330
get_loc_screen_position,870
get_obj_screen_position,619
get_loc_overlay_height,453
get_obj_overlay_height,45
get_loc_bounding_box,993
get_obj_bounding_box,883
get_entity_bounding_box,419
quest_getname,766
quest_getsortname,47
quest_type,1219
quest_getdifficulty,979
quest_getmembers,44
quest_points,818
quest_questreq_count,339
quest_questreq,1228
quest_pointsreq,133
quest_statreq_count,193
quest_statreq_stat,1355
quest_statreq_level,334
quest_started,183
quest_finished,360
quest_param,1414
sound_group_start,3
sound_group_stop,259
sound_vorbis_volume_rate_group,57
preload_percent,832
shader_preload_throttle,852
fps_stats,481
worldmap_3dview_active,373
worldmap_3dview_getcoordfine,806
worldmap_getzoom,1331
worldmap_getmap,633
worldmap_getmapname,272
worldmap_getsize,540
worldmap_getdisplayposition,898
worldmap_getconfigorigin,774
worldmap_getconfigbounds,598
worldmap_listelement_start,1333
worldmap_listelement_next,1146
worldmap_coordinmap,285
worldmap_getconfigzoom,1263
worldmap_isloaded,1194
worldmap_getdisplaycoord,202
worldmap_getdisableelements,908
worldmap_getcurrentmap,780
player_group_find,1170
player_group_member_count,1203
player_group_member_get_same_world_var,1164
player_group_member_get_rank,1370
player_group_member_get_team,530
player_group_member_get_last_seen_node_id,903
player_group_member_get_status,218
player_group_member_is_online,912
player_group_member_get_displayname,1405
player_group_member_is_owner,1403
player_group_banned_count,882
player_group_banned_get_displayname,348
player_group_get_displayname,915
player_group_get_max_size,1265
player_group_get_overall_status,504
player_group_get_owner_slot,1147
ttv_login,65
ttv_login_getstate,1348
ttv_logout,812
ttv_library_getstate,868
ttv_library_request,997
ttv_stream_getstate,1069
ttv_stream_start,476
ttv_stream_stop,435
ttv_stream_settitle,92
ttv_stream_getviewers,959
ttv_stream_getquality,1234
ttv_chat_sendmessage,372
ttv_webcam_supported,342
ttv_webcam_getdevice_count,763
ttv_webcam_getdevice_byindex,128
ttv_webcam_getdevice_byuniquename,1196
ttv_webcam_getcap_count,916
ttv_webcam_getcap_byindex,680
ttv_webcam_getcap_byuniqueid,859
ttv_webcam_start,302
ttv_webcam_stop,678
ttv_webcam_flip,185
ttv_livestreams_update,415
ttv_livestreams_getstream_start,364
ttv_livestreams_getstream_next,1216
ttv_hasprerequisites,803
os_ismac,319
os_iswindows,600
os_islinux,541
os_physicalmemorysize,1399
os_driver_outdated,618
os_driver_vendor,385
telemetry_get_group_count,299
telemetry_get_group_index,1064
telemetry_get_group_id,269
telemetry_get_row_count,30
telemetry_get_row_index,213
telemetry_get_row_id,885
telemetry_is_row_pinned,317
telemetry_get_column_count,146
telemetry_get_column_index,26
telemetry_get_column_id,922
telemetry_get_grid_value,739
db_find,234
db_find_with_count,76
db_findnext,388
db_getfield,655
db_getfieldcount,211
detail_brightness,1291
detail_removeroofs_option,79
detail_grounddecor_on,1127
detail_flickering_on,121
detail_spotshadows_on,443
detail_hardshadows,152
detail_shadowquality,194
detail_lightdetail_high,944
detail_waterdetail_high,283
detail_fog_on,1150
detail_antialiasing,987
detail_antialiasing_quality,140
detail_stereo,1416
detail_soundvol,1330
detail_musicvol,704
detail_bgsoundvol,1083
detail_removeroofs_option_override,1195
detail_particles,1325
detail_antialiasing_default,650
detail_buildarea,466
detail_bloom,1267
detail_customcursors,1379
detail_idleanims,735
detail_groundblending,1251
detail_toolkit,1095
detail_toolkit_default,1020
detail_cpuusage,497
detail_texturing,58
detail_maxscreensize,879
detail_speechvol,556
detail_loginvol,710
detail_loadingscreentype,54
detail_drawdistance,1072
detail_skydetail,719
detailget_brightness,83
detailget_removeroofs_option,1383
detailget_grounddecor_on,983
detailget_flickering_on,261
detailget_spotshadows_on,179
detailget_hardshadows,1329
detailget_shadowquality,75
detailget_lightdetail_high,350
detailget_waterdetail_high,96
detailget_fog_on,118
detailget_antialiasing,1
detailget_antialiasing_quality,705
detailget_stereo,586
detailget_soundvol,482
detailget_musicvol,1054
detailget_bgsoundvol,601
detailget_particles,565
detailget_antialiasing_default,480
detailget_bloom,1028
detailget_idleanims,1341
detailget_groundblending,382
detailget_toolkit,1151
detailget_toolkit_default,29
detailget_cpuusage,534
detailget_texturing,1347
detailget_maxscreensize,895
detailget_speechvol,1211
detailget_loginvol,921
detailget_safemode,511
detailget_chosesafemode,1182
detailget_skydetail,572
detailget_drawdistance,1334
detailcanmod_grounddecor,503
detailcanmod_spotshadows,523
detailcanmod_hardshadows,109
detailcanmod_shadowquality,36
detailcanmod_waterdetail,1115
detailcanmod_antialiasing,981
detailcanmod_antialiasing_quality,410
detailcanmod_particles,778
detailcanmod_buildarea,239
detailcanmod_bloom,1249
detailcanmod_groundblending,265
detailcanmod_texturing,173
detailcanmod_maxscreensize,1322
detailcanmod_toolkit_default,1144
detailcanmod_skydetail,607
detailcanset_grounddecor,1210
detailcanset_hardshadows,309
detailcanset_shadowquality,663
detailcanset_waterdetail,703
detailcanset_antialiasing_quality,180
detailcanset_particles,848
detailcanset_buildarea,95
detailcanset_bloom,728
detailcanset_texturing,425
detailcanset_maxscreensize,335
detailcanset_skydetail,159
detail_lightingquality,1071
detail_antialiasingmode,18
detail_ambientocclusion,1300
detail_reflections,212
detail_vsync,762
detail_anisotropicfiltering,1401
detail_volumetriclighting,664
detail_maxforegroundfps,10
detail_maxbackgroundfps,184
detail_dof,1381
detailget_lightingquality,354
detailget_antialiasingmode,977
detailget_ambientocclusion,777
detailget_reflections,1091
detailget_vsync,939
detailget_anisotropicfiltering,560
detailget_volumetriclighting,136
detailget_maxforegroundfps,692
detailget_maxbackgroundfps,1042
detailcanmod_lightingquality,237
detailcanmod_antialiasingmode,1191
detailcanmod_ambientocclusion,478
detailcanmod_reflections,791
detailcanmod_vsync,614
detailcanmod_anisotropicfiltering,165
detailcanmod_volumetriclighting,1031
detailcanmod_maxforegroundfps,1092
detailcanmod_maxbackgroundfps,787
detailcanset_lightingquality,638
detailcanset_antialiasingmode,991
detailcanset_ambientocclusion,1106
detailcanset_reflections,1259
detailcanset_vsync,61
detailcanset_anisotropicfiltering,1326
detailcanset_volumetriclighting,102
detailcanset_maxforegroundfps,775
detailcanset_maxbackgroundfps,39
autosetup_setultra,755
unknown_command_7,1189
unknown_command_8,1344
autosetup_dosetupstatus,222
unknown_command_15,639
unknown_command_16,1335
unknown_command_17,627
unknown_command_18,606
unknown_command_19,231
unknown_command_20,884
cc_setswipeunknown1,1018
cc_setswipeunknown2,280
cc_setswipeflags,1413
cc_setswipedeadtime,460
cc_setswipedeadzone,473
if_setonswipevertical,37
if_setonswipehorizontal,1160
if_setonswipecomplete,1397
unknown_command_21,1206
if_setonpinchvertical,1262
if_setonpinchhorizontal,1377
if_setpinchdeadzone,1266
if_setpinchflags,1361
unknown_command_26,1226
minimenu_close,1214
unknown_command_27,188
unknown_command_28,1133
unknown_command_29,630
unknown_command_34,363
unknown_command_35,220
unknown_command_36,1298
interface_setpickingradius,325
unknown_command_38,592
unknown_command_39,509
battery_ischarging,1045
battery_getlevelpercent,901
window_getinsets,268
if_setsubtractinsets,1015
unknown_command_40,397
show_software_license,233
marketing_init,1037
marketing_sendevent,967
notifications_init,810
notifications_opensettings,477
openurlraw,63
shop_opencategories,1026
notifications_sendgroupedlocal,1221
notifications_cancellocal,161
setwalkmarker,566
unknown_command_45,919
