// Incomplete, bruteforced from opcodes-775-463.txt and opcodes-776-608.txt and opcodes-742-544.txt
push_var,401
pop_var,534
push_varbit,882
pop_varbit,926
push_constant_string,85
branch,510
branch_not,13
branch_equals,3
branch_less_than,1006
branch_greater_than,244
branch_less_than_or_equals,1020
branch_greater_than_or_equals,275
push_int_local,68
pop_int_local,764
push_string_local,891
pop_string_local,653
join_string,91
pop_int_discard,815
pop_string_discard,762
gosub_with_params,17
define_array,720
push_array_int,840
pop_array_int,872
switch,874
push_long_local,887
long_branch_not,789
cc_create,694
cc_delete,905
cc_deleteall,717
if_sendtofront,113
if_sendtoback,15
cc_sendtofront,511
cc_sendtoback,435
if_resume_pausebutton,719
baseidkit,822
basecolour,98
setobj,339
cc_setposition,1023
cc_setsize,451
cc_sethide,622
cc_setaspect,25
cc_setnoclickthrough,221
cc_setscrollpos,1008
cc_setcolour,640
cc_setfill,379
cc_settrans,150
cc_setlinewid,374
cc_setgraphic,48
cc_set2dangle,209
cc_settiling,351
cc_setmodel,610
cc_setmodelangle,276
cc_setmodelanim,142
cc_setmodelorthog,679
cc_settext,494
cc_settextfont,97
cc_settextalign,1119
cc_settextshadow,864
cc_setoutline,672
cc_setgraphicshadow,712
cc_setvflip,135
cc_sethflip,908
cc_setscrollsize,793
cc_setalpha,509
cc_setmodelzoom,928
cc_setlinedirection,428
cc_setmaxlines,313
cc_setparam_int,159
cc_setparam_string,532
cc_setretex,333
cc_setparam,223
cc_setclickmask,325
cc_setobject,345
cc_setnpchead,514
cc_setplayerhead_self,931
cc_setnpcmodel,932
cc_setobject_nonum,916
cc_setlinkfriend,89
cc_setobject_wearcol,910
cc_setplayermodel_self,1117
cc_setobject_alwaysnum,260
cc_setop,849
cc_setdraggable,486
cc_setdragrenderbehaviour,836
cc_setdragdeadzone,743
cc_setdragdeadtime,690
cc_setopbase,138
cc_settargetverb,281
cc_clearops,472
cc_settargetcursors,169
cc_setopcursor,238
cc_setpausetext,408
cc_settargetopcursor,488
cc_setopkey,227
cc_setoptkey,492
cc_setopkeyignoreheld,1091
cc_setoptkeyignoreheld,735
cc_setmouseovercursor,884
cc_setonclick,407
cc_setonhold,596
cc_setonrelease,1068
cc_setonmouseover,329
cc_setonmouseleave,111
cc_setondrag,286
cc_setontargetleave,112
cc_setonvartransmit,968
cc_setontimer,468
cc_setonop,463
cc_setondragcomplete,604
cc_setonmouserepeat,804
cc_setoninvtransmit,438
cc_setonstattransmit,748
cc_setontargetenter,695
cc_setonscrollwheel,207
cc_setonmisctransmit,460
cc_setonvarctransmit,248
cc_setonvarcstrtransmit,490
cc_clearscripthooks,1088
if_setposition,1054
if_setsize,229
if_sethide,410
if_setnoclickthrough,667
if_setscrollpos,769
if_setcolour,564
if_setfill,341
if_settrans,1116
if_setgraphic,523
if_set2dangle,753
if_settiling,443
if_setmodel,553
if_setmodelangle,1074
if_setmodelanim,659
if_setmodeltint,264
if_settext,326
if_settextfont,964
if_settextalign,211
if_settextshadow,466
if_settextantimacro,288
if_setoutline,65
if_setgraphicshadow,469
if_setvflip,937
if_sethflip,378
if_setscrollsize,53
if_setmodelzoom,372
if_setlinedirection,821
if_setmaxlines,152
if_setparam_int,766
if_setrecol,297
if_setretex,74
if_setclickmask,405
if_setobject,989
if_setnpchead,918
if_setplayerhead_self,635
if_setnpcmodel,850
if_setobject_nonum,894
if_setplayermodel_self,366
if_setobject_alwaysnum,873
if_setop,744
if_setdraggable,404
if_setopbase,1021
if_settargetverb,562
if_clearops,639
if_settargetcursors,779
if_setopcursor,409
if_setpausetext,749
if_setopchar,147
if_setopkey,543
if_setopkeyrate,1077
if_setmouseovercursor,877
if_setonclick,167
if_setonhold,997
if_setonrelease,673
if_setonmouseover,213
if_setonmouseleave,1111
if_setondrag,706
if_setontargetleave,392
if_setonvartransmit,185
if_setontimer,1095
if_setonop,618
if_setondragcomplete,47
if_setonclickrepeat,1089
if_setonmouserepeat,601
if_setoninvtransmit,79
if_setonstattransmit,496
if_setontargetenter,412
if_setonscrollwheel,1025
if_setonchattransmit,530
if_setonkey,413
if_setonfriendtransmit,541
if_setonclantransmit,96
if_setonmisctransmit,271
if_setondialogabort,919
if_setonsubchange,666
if_setonstocktransmit,693
if_setoncamfinished,1080
if_setonresize,637
if_setonvarctransmit,344
if_setonvarcstrtransmit,588
if_setonclansettingstransmit,118
if_setonclanchanneltransmit,561
if_setonvarclantransmit,951
if_clearscripthooks,880
if_callonresize,37
if_npc_setcustombodymodel,256
cc_npc_setcustomrecol,862
mes,630
return,338
if_close,737
resume_countdialog,681
resume_namedialog,598
resume_stringdialog,715
opplayer,1015
resume_objdialog,442
cc_dragpickup,161
if_opensubclient,684
if_closesubclient,127
mes_typed,1022
setup_messagebox,90
resume_hsldialog,538
resume_clanforumqfcdialog,266
sound_synth,976
sound_jingle,119
sound_vorbis_volume,28
sound_vorbis_rate,419
email_validation_add_new_address,436
friend_setrank,359
friend_add,500
friend_del,1030
ignore_add,254
ignore_del,278
clan_kickuser,845
clan_joinchat,349
clan_leavechat,51
ignore_add_temp,853
activeclanchannel_kickuser,121
chat_setfilter,803
chat_sendabusereport,137
chat_setmode,677
chat_sendpublic,641
chat_sendprivate,658
activechatphrase_prepare,433
activechatphrase_send,1061
activechatphrase_sendprivate,44
activechatphrase_sendclan,66
activechatphrase_setdynamicint,565
activechatphrase_setdynamicobj,535
activechatphrase_sendclanchannel_affined,181
activechatphrase_sendclanchannel_listened,1083
worldmap_3dview_enable,986
worldmap_3dview_setloddistance,566
