// Incomplete, bruteforced from opcodes-869-1416.txt
push_var,829
pop_var,683
push_varbit,839
pop_varbit,1260
push_constant_string,655
branch,878
branch_not,15
branch_equals,83
branch_less_than,194
branch_greater_than,146
branch_less_than_or_equals,1089
branch_greater_than_or_equals,1084
push_int_local,122
pop_int_local,1192
push_string_local,431
pop_string_local,356
join_string,594
pop_int_discard,1148
pop_string_discard,381
gosub_with_params,935
define_array,512
push_array_int,137
pop_array_int,901
switch,1022
push_long_local,138
long_branch_not,938
cc_create,306
cc_delete,660
cc_deleteall,54
if_sendtofront,215
if_sendtoback,735
cc_sendtofront,948
cc_sendtoback,1096
if_resume_pausebutton,153
cc_resume_pausebutton,239
baseidkit,108
basecolour,188
setobj,1031
cc_setposition,552
cc_setsize,530
cc_sethide,1246
cc_setaspect,592
cc_setnoclickthrough,1149
cc_setscrollpos,929
cc_setcolour,7
cc_setfill,1225
cc_settrans,716
cc_setlinewid,1122
cc_setgraphic,514
cc_set2dangle,1243
cc_settiling,93
cc_setmodel,656
cc_setmodelangle,1190
cc_setmodelanim,581
cc_settext,1188
cc_settextfont,887
cc_settextalign,143
cc_settextshadow,579
cc_setoutline,699
cc_setgraphicshadow,89
cc_setvflip,473
cc_sethflip,169
cc_setscrollsize,721
cc_setalpha,558
cc_setmodelzoom,1197
cc_setlinedirection,567
cc_setmaxlines,312
cc_setparam_int,344
cc_setparam_string,875
cc_setretex,1215
cc_setparam,201
cc_setclickmask,11
cc_setobject,399
cc_setnpchead,84
cc_setplayerhead_self,537
cc_setnpcmodel,672
cc_setobject_nonum,868
cc_setlinkfriend,528
cc_setlinkfriendchat,469
cc_setlinkplayergroup,175
cc_setlinkactiveclanchannel,625
cc_resetlinkplayer,347
cc_setobject_wearcol,924
cc_setplayermodel_self,1151
cc_setobject_alwaysnum,1007
cc_setop,1043
cc_setdraggable,526
cc_setdragrenderbehaviour,793
cc_setdragdeadzone,441
cc_setdragdeadtime,403
cc_setopbase,923
cc_settargetverb,298
cc_clearops,1101
cc_settargetcursors,511
cc_setopcursor,1245
cc_setpausetext,1202
cc_settargetopcursor,150
cc_setopkey,430
cc_setoptkey,243
cc_setopkeyrate,435
cc_setopkeyignoreheld,540
cc_setoptkeyignoreheld,196
cc_setmouseovercursor,436
cc_setonclick,861
cc_setonhold,438
cc_setonrelease,379
cc_setonmouseover,554
cc_setonmouseleave,1178
cc_setondrag,419
cc_setontargetleave,507
cc_setonvartransmit,967
cc_setontimer,178
cc_setonop,595
cc_setondragcomplete,613
cc_setonclickrepeat,647
cc_setonmouserepeat,1213
cc_setoninvtransmit,971
cc_setonstattransmit,388
cc_setontargetenter,680
cc_setonscrollwheel,384
cc_setonmisctransmit,489
cc_setonvarctransmit,993
cc_setonvarcstrtransmit,1216
cc_clearscripthooks,223
if_setposition,857
if_setsize,1050
if_sethide,635
if_setnoclickthrough,100
if_setscrollpos,1023
if_setcolour,156
if_setfill,727
if_settrans,999
if_setgraphic,962
if_set2dangle,1060
if_settiling,1046
if_setmodel,354
if_setmodelangle,638
if_setmodelanim,826
if_setmodelorthog,321
if_setmodeltint,1121
if_setmodellighting,1039
if_settext,313
if_settextfont,111
if_settextalign,1115
if_settextshadow,283
if_settextantimacro,789
if_setoutline,912
if_setgraphicshadow,888
if_setvflip,1083
if_sethflip,688
if_setscrollsize,782
if_setmodelzoom,939
if_setlinedirection,1139
if_setmaxlines,319
if_setparam_int,455
if_setparam_string,575
if_setrecol,1034
if_setretex,236
if_setclickmask,1258
if_setobject,198
if_setnpchead,240
if_setnpcmodel,5
if_setobject_nonum,1157
if_setplayermodel_self,203
if_setobject_alwaysnum,689
if_setop,653
if_setdraggable,35
if_setdragrenderbehaviour,992
if_setdragdeadzone,956
if_setdragdeadtime,301
if_setopbase,48
if_settargetverb,1147
if_clearops,404
if_settargetcursors,155
if_setopcursor,1114
if_setpausetext,788
if_setopkey,453
if_setoptkey,409
if_setopkeyrate,224
if_setmouseovercursor,487
if_setonclick,1154
if_setonhold,749
if_setonrelease,475
if_setonmouseover,105
if_setonmouseleave,1164
if_setondrag,517
if_setontargetleave,641
if_setonvartransmit,177
if_setontimer,791
if_setonop,288
if_setondragcomplete,250
if_setonclickrepeat,1125
if_setonmouserepeat,66
if_setoninvtransmit,1155
if_setonstattransmit,34
if_setontargetenter,1063
if_setonscrollwheel,858
if_setonchattransmit,919
if_setonkey,447
if_setonfriendtransmit,212
if_setonclantransmit,1001
if_setonmisctransmit,99
if_setondialogabort,899
if_setonsubchange,348
if_setonstocktransmit,445
if_setoncamfinished,478
if_setonresize,610
if_setonvarctransmit,969
if_setonvarcstrtransmit,406
if_setonclansettingstransmit,67
if_setonclanchanneltransmit,1112
if_setonvarclantransmit,225
if_setonplayergrouptransmit,500
if_setonplayergroupvarptransmit,1021
if_setoncameraupdatetransmit,539
if_clearscripthooks,360
if_callonresize,214
if_npc_setcustombodymodel,652
if_npc_setcustomrecol,709
cc_npc_setcustomrecol,286
mes,1093
return,740
if_close,1
resume_countdialog,130
resume_namedialog,36
resume_stringdialog,639
abort_dialog,1166
opplayer,848
resume_objdialog,611
cc_dragpickup,477
if_opensubclient,717
if_closesubclient,966
mes_typed,844
setup_messagebox,605
resume_hsldialog,1102
