// Incomplete, bruteforced from opcodes-795-513.txt and opcodes-796-1038.txt and opcodes-797-539.txt
push_var,268
pop_var,957
push_varbit,843
pop_varbit,576
push_constant_string,1091
branch,394
branch_not,366
branch_equals,907
branch_less_than,325
branch_greater_than,769
branch_less_than_or_equals,633
branch_greater_than_or_equals,1097
push_int_local,326
pop_int_local,679
push_string_local,931
pop_string_local,401
join_string,997
pop_int_discard,468
pop_string_discard,1002
gosub_with_params,642
define_array,1101
push_array_int,915
pop_array_int,818
switch,434
push_long_local,414
long_branch_not,327
cc_create,710
cc_delete,788
cc_deleteall,554
if_sendtofront,557
if_sendtoback,149
cc_sendtofront,1100
cc_sendtoback,130
if_resume_pausebutton,9
baseidkit,1051
basecolour,536
setobj,397
cc_setposition,964
cc_setsize,778
cc_sethide,754
cc_setaspect,5
cc_setnoclickthrough,781
cc_setscrollpos,819
cc_setcolour,344
cc_setfill,937
cc_settrans,373
cc_setlinewid,575
cc_setgraphic,1086
cc_set2dangle,242
cc_settiling,125
cc_setmodel,684
cc_setmodelangle,766
cc_setmodelanim,517
cc_setmodelorthog,122
cc_settext,836
cc_settextfont,484
cc_settextalign,52
cc_settextshadow,452
cc_setoutline,735
cc_setgraphicshadow,678
cc_setvflip,109
cc_sethflip,498
cc_setscrollsize,1050
cc_setalpha,853
cc_setmodelzoom,102
cc_setlinedirection,400
cc_setmaxlines,655
cc_setparam_int,1132
cc_setparam_string,186
cc_setretex,487
cc_setparam,884
cc_setclickmask,944
cc_setobject,657
cc_setnpchead,79
cc_setplayerhead_self,804
cc_setnpcmodel,1055
cc_setobject_nonum,35
cc_setlinkfriend,508
cc_setobject_wearcol,920
cc_setplayermodel_self,413
cc_setobject_alwaysnum,1000
cc_setop,220
cc_setdraggable,95
cc_setdragrenderbehaviour,930
cc_setdragdeadzone,680
cc_setdragdeadtime,425
cc_setopbase,500
cc_settargetverb,864
cc_clearops,407
cc_settargetcursors,1072
cc_setopcursor,234
cc_setpausetext,919
cc_settargetopcursor,479
cc_setopkey,927
cc_setoptkey,255
cc_setopkeyrate,50
cc_setopkeyignoreheld,178
cc_setoptkeyignoreheld,224
cc_setmouseovercursor,861
cc_setonclick,690
cc_setonhold,395
cc_setonrelease,624
cc_setonmouseover,494
cc_setonmouseleave,302
cc_setondrag,986
cc_setontargetleave,423
cc_setonvartransmit,449
cc_setontimer,491
cc_setonop,677
cc_setondragcomplete,903
cc_setonmouserepeat,730
cc_setoninvtransmit,584
cc_setonstattransmit,621
cc_setontargetenter,270
cc_setonscrollwheel,824
cc_setonmisctransmit,745
cc_setonvarctransmit,992
cc_setonvarcstrtransmit,443
cc_clearscripthooks,279
if_setposition,538
if_setsize,94
if_sethide,840
if_setnoclickthrough,420
if_setscrollpos,475
if_setcolour,779
if_setfill,908
if_settrans,65
if_setgraphic,209
if_set2dangle,353
if_settiling,312
if_setmodel,1116
if_setmodelangle,490
