// Incomplete, bruteforced from opcodes-876-498.txt and opcodes-910-1730.txt
push_var,784
pop_var,550
push_varbit,947
pop_varbit,505
push_constant_string,197
branch,53
branch_not,739
branch_equals,666
branch_less_than,500
branch_greater_than,899
branch_less_than_or_equals,1062
branch_greater_than_or_equals,877
push_int_local,760
pop_int_local,787
push_string_local,304
pop_string_local,944
join_string,1264
pop_int_discard,942
pop_string_discard,878
gosub_with_params,469
define_array,1085
push_array_int,663
pop_array_int,808
switch,195
push_long_local,992
long_branch_not,928
cc_create,46
cc_delete,1175
cc_deleteall,1007
if_sendtofront,737
if_sendtoback,282
cc_sendtofront,1147
cc_sendtoback,188
if_resume_pausebutton,546
cc_resume_pausebutton,589
baseidkit,644
basecolour,433
setobj,482
cc_setposition,186
cc_setsize,570
cc_sethide,477
cc_setaspect,1047
cc_setnoclickthrough,600
cc_setscrollpos,664
cc_setcolour,1141
cc_setfill,814
cc_settrans,489
cc_setlinewid,558
cc_setgraphic,1134
cc_set2dangle,668
cc_settiling,821
cc_setmodel,983
cc_setmodelangle,958
cc_setmodelanim,1263
cc_settext,594
cc_settextfont,1251
cc_settextalign,406
cc_settextshadow,650
cc_setoutline,278
cc_setgraphicshadow,464
cc_setvflip,431
cc_sethflip,860
cc_setscrollsize,311
cc_setalpha,422
cc_setmodelzoom,1135
cc_setlinedirection,1206
cc_setmaxlines,1015
cc_setparam_int,775
cc_setparam_string,333
cc_setretex,698
cc_setfontmono,667
cc_setparam,651
cc_setclickmask,1207
cc_setobject,298
cc_setnpchead,753
cc_setplayerhead_self,366
cc_setnpcmodel,463
cc_setobject_nonum,990
cc_setlinkfriend,551
cc_setlinkfriendchat,1122
cc_setlinkplayergroup,210
cc_setlinkactiveclanchannel,170
cc_resetlinkplayer,937
cc_setobject_wearcol,1108
cc_setplayermodel_self,1002
cc_setobject_alwaysnum,1220
cc_setop,1046
cc_setdraggable,67
cc_setdragrenderbehaviour,27
cc_setdragdeadzone,250
cc_setdragdeadtime,441
cc_setopbase,249
cc_settargetverb,939
cc_clearops,439
cc_settargetcursors,179
cc_setopcursor,152
cc_setpausetext,835
cc_settargetopcursor,553
cc_setopkey,460
cc_setoptkey,33
cc_setopkeyrate,389
cc_setopkeyignoreheld,909
cc_setoptkeyignoreheld,673
