// Incomplete, bruteforced from opcodes-797-539.txt and opcodes-798-467.txt and opcodes-799-1515.txt
push_var,519
pop_var,367
push_varbit,1143
pop_varbit,161
push_constant_string,487
branch,707
branch_not,743
branch_equals,574
branch_less_than,391
branch_greater_than,327
branch_less_than_or_equals,323
branch_greater_than_or_equals,903
push_int_local,500
pop_int_local,214
push_string_local,376
pop_string_local,649
join_string,1012
pop_int_discard,345
pop_string_discard,159
gosub_with_params,336
define_array,386
push_array_int,746
pop_array_int,772
switch,901
push_long_local,732
long_branch_not,196
cc_create,361
cc_delete,74
cc_deleteall,227
if_sendtofront,952
if_sendtoback,979
cc_sendtofront,267
cc_sendtoback,816
if_resume_pausebutton,407
baseidkit,87
basecolour,465
setobj,274
cc_setposition,413
cc_setsize,1134
cc_sethide,270
cc_setaspect,215
cc_setnoclickthrough,613
cc_setscrollpos,257
cc_setcolour,767
cc_setfill,421
cc_settrans,986
cc_setlinewid,641
cc_setgraphic,1109
cc_set2dangle,884
cc_settiling,193
cc_setmodel,849
cc_setmodelangle,412
cc_setmodelanim,493
cc_setmodelorthog,213
cc_settext,683
cc_settextfont,3
cc_settextalign,1066
cc_settextshadow,776
cc_setoutline,1092
cc_setgraphicshadow,392
cc_setvflip,431
cc_sethflip,989
cc_setscrollsize,834
cc_setalpha,690
cc_setmodelzoom,1024
cc_setlinedirection,56
cc_setmaxlines,22
cc_setparam_int,498
cc_setparam_string,847
cc_setretex,1075
cc_setparam,206
cc_setclickmask,715
cc_setobject,0
cc_setnpchead,798
cc_setplayerhead_self,710
cc_setnpcmodel,539
cc_setobject_nonum,821
cc_setlinkfriend,764
cc_setobject_wearcol,592
cc_setplayermodel_self,14
cc_setobject_alwaysnum,297
cc_setop,15
cc_setdraggable,1051
cc_setdragrenderbehaviour,1120
cc_setdragdeadzone,16
cc_setdragdeadtime,452
cc_setopbase,350
cc_settargetverb,879
cc_clearops,1010
cc_settargetcursors,62
cc_setopcursor,248
cc_setpausetext,251
cc_settargetopcursor,150
cc_setopkey,844
cc_setoptkey,189
cc_setopkeyrate,860
cc_setopkeyignoreheld,192
cc_setoptkeyignoreheld,696
cc_setmouseovercursor,761
cc_setonclick,293
cc_setonhold,451
cc_setonrelease,582
cc_setonmouseover,232
cc_setonmouseleave,247
cc_setondrag,54
cc_setontargetleave,306
cc_setonvartransmit,507
cc_setontimer,1131
cc_setonop,851
cc_setondragcomplete,599
cc_setonmouserepeat,1040
cc_setoninvtransmit,968
cc_setonstattransmit,880
cc_setontargetenter,1089
cc_setonscrollwheel,313
cc_setonmisctransmit,415
cc_setonvarctransmit,700
cc_setonvarcstrtransmit,932
cc_clearscripthooks,670
if_setposition,723
if_setsize,418
if_sethide,934
if_setnoclickthrough,234
if_setscrollpos,438
if_setcolour,405
if_setfill,243
if_settrans,384
if_setgraphic,285
if_set2dangle,344
if_settiling,489
if_setmodel,1029
if_setmodelangle,369
if_setmodelanim,105
if_setmodeltint,653
if_setmodellighting,339
if_settext,381
if_settextfont,83
if_settextalign,993
if_settextshadow,420
if_settextantimacro,277
if_setoutline,1077
if_setgraphicshadow,771
if_setvflip,506
if_sethflip,351
if_setscrollsize,899
if_setmodelzoom,831
if_setlinedirection,460
if_setmaxlines,1006
if_setparam_int,366
if_setrecol,661
if_setretex,342
if_setclickmask,1139
if_setobject,966
if_setnpchead,794
if_setnpcmodel,122
if_setobject_nonum,102
if_setplayermodel_self,1037
if_setobject_alwaysnum,517
if_setop,158
if_setdraggable,878
if_setdragrenderbehaviour,706
if_setopbase,1087
if_settargetverb,778
if_clearops,288
if_settargetcursors,742
if_setopcursor,1111
if_setpausetext,164
if_setopchar,924
if_setopkey,619
if_setoptkey,672
if_setopkeyrate,914
if_setmouseovercursor,139
if_setonclick,468
if_setonhold,725
if_setonrelease,559
if_setonmouseover,516
if_setonmouseleave,33
if_setondrag,142
if_setontargetleave,183
if_setonvartransmit,984
if_setontimer,1023
if_setonop,133
