// Incomplete, bruteforced from opcodes-780-770.txt and opcodes-783-1109.txt and opcodes-742-544.txt
push_var,172
pop_var,932
push_varbit,471
pop_varbit,823
push_constant_string,276
branch,896
branch_not,380
branch_equals,853
branch_less_than,421
branch_greater_than,331
branch_less_than_or_equals,694
branch_greater_than_or_equals,1074
push_int_local,40
pop_int_local,408
push_string_local,669
pop_string_local,886
join_string,4
pop_int_discard,833
pop_string_discard,1053
gosub_with_params,79
define_array,288
push_array_int,1046
pop_array_int,845
switch,157
push_long_local,808
long_branch_not,994
cc_create,743
cc_delete,89
cc_deleteall,820
if_sendtofront,904
if_sendtoback,156
cc_sendtofront,87
cc_sendtoback,953
if_resume_pausebutton,858
baseidkit,618
basecolour,996
setobj,383
cc_setposition,73
cc_setsize,847
cc_sethide,636
cc_setaspect,112
cc_setnoclickthrough,778
cc_setscrollpos,889
cc_setcolour,736
cc_setfill,1116
cc_settrans,178
cc_setlinewid,62
cc_setgraphic,1042
cc_set2dangle,549
cc_settiling,109
cc_setmodel,1010
cc_setmodelangle,52
cc_setmodelanim,433
cc_setmodelorthog,1028
cc_settext,353
cc_settextfont,355
cc_settextalign,341
cc_settextshadow,459
cc_setoutline,674
cc_setgraphicshadow,613
cc_setvflip,272
cc_sethflip,582
cc_setscrollsize,104
cc_setalpha,44
cc_setmodelzoom,285
cc_setlinedirection,419
cc_setmaxlines,693
cc_setparam_int,64
cc_setparam_string,48
cc_setretex,726
cc_setparam,913
cc_setclickmask,1078
cc_setobject,120
cc_setnpchead,278
cc_setplayerhead_self,326
cc_setnpcmodel,429
cc_setobject_nonum,262
cc_setlinkfriend,616
cc_setobject_wearcol,667
cc_setplayermodel_self,902
cc_setobject_alwaysnum,38
cc_setop,879
cc_setdraggable,173
cc_setdragrenderbehaviour,386
cc_setdragdeadzone,140
cc_setdragdeadtime,58
cc_setopbase,556
cc_settargetverb,935
cc_clearops,98
cc_settargetcursors,739
cc_setopcursor,647
cc_setpausetext,133
cc_settargetopcursor,924
cc_setopkey,201
cc_setoptkey,790
cc_setopkeyignoreheld,68
cc_setoptkeyignoreheld,1032
cc_setmouseovercursor,204
cc_setonclick,724
cc_setonhold,716
cc_setonrelease,29
cc_setonmouseover,1024
cc_setonmouseleave,581
cc_setondrag,302
cc_setontargetleave,559
cc_setonvartransmit,357
cc_setontimer,598
cc_setonop,737
cc_setondragcomplete,1107
cc_setonmouserepeat,1035
cc_setoninvtransmit,908
cc_setonstattransmit,844
cc_setontargetenter,1085
cc_setonscrollwheel,277
cc_setonmisctransmit,289
cc_setonvarctransmit,557
cc_setonvarcstrtransmit,325
cc_clearscripthooks,528
if_setposition,960
if_setsize,274
if_sethide,514
if_setnoclickthrough,1022
if_setscrollpos,691
if_setcolour,361
if_setfill,261
if_settrans,502
if_setgraphic,82
if_set2dangle,882
if_settiling,745
