// Incomplete, bruteforced from opcodes-796-1038.txt and opcodes-797-539.txt
push_var,809
pop_var,66
push_varbit,348
pop_varbit,951
push_constant_string,671
branch,60
branch_not,907
branch_equals,877
branch_less_than,1098
branch_greater_than,703
branch_less_than_or_equals,658
branch_greater_than_or_equals,977
push_int_local,1026
pop_int_local,450
push_string_local,598
pop_string_local,260
join_string,513
pop_int_discard,783
pop_string_discard,990
gosub_with_params,49
define_array,364
push_array_int,620
pop_array_int,415
switch,127
push_long_local,33
long_branch_not,1033
cc_create,1045
cc_delete,322
cc_deleteall,728
if_sendtofront,184
if_sendtoback,268
cc_sendtofront,522
cc_sendtoback,349
if_resume_pausebutton,398
baseidkit,208
basecolour,813
setobj,1111
cc_setposition,14
cc_setsize,109
cc_sethide,774
cc_setaspect,1136
cc_setnoclickthrough,953
cc_setscrollpos,380
cc_setcolour,981
cc_setfill,566
cc_settrans,543
cc_setlinewid,337
cc_setgraphic,7
cc_set2dangle,384
cc_settiling,644
cc_setmodel,305
cc_setmodelangle,895
cc_setmodelanim,830
cc_setmodelorthog,61
cc_settext,42
cc_settextfont,1109
cc_settextalign,656
cc_settextshadow,209
cc_setoutline,752
cc_setgraphicshadow,6
cc_setvflip,96
cc_sethflip,232
cc_setscrollsize,472
cc_setalpha,549
cc_setmodelzoom,727
cc_setlinedirection,534
cc_setmaxlines,588
cc_setparam_int,1063
cc_setparam_string,625
cc_setretex,1040
cc_setparam,434
cc_setclickmask,1132
cc_setobject,806
cc_setnpchead,531
cc_setplayerhead_self,437
cc_setnpcmodel,297
cc_setobject_nonum,603
cc_setlinkfriend,436
cc_setobject_wearcol,714
cc_setplayermodel_self,266
cc_setobject_alwaysnum,1133
cc_setop,1008
cc_setdraggable,601
cc_setdragrenderbehaviour,102
cc_setdragdeadzone,155
cc_setdragdeadtime,492
cc_setopbase,233
cc_settargetverb,637
cc_clearops,11
cc_settargetcursors,324
cc_setopcursor,589
cc_setpausetext,583
cc_settargetopcursor,396
cc_setopkey,993
cc_setoptkey,284
cc_setopkeyrate,506
cc_setopkeyignoreheld,641
cc_setoptkeyignoreheld,310
cc_setmouseovercursor,925
cc_setonclick,107
cc_setonhold,1068
cc_setonrelease,685
cc_setonmouseover,1027
cc_setonmouseleave,145
cc_setondrag,212
cc_setontargetleave,701
cc_setonvartransmit,939
cc_setontimer,796
cc_setonop,539
cc_setondragcomplete,672
cc_setonmouserepeat,290
cc_setoninvtransmit,763
cc_setonstattransmit,997
cc_setontargetenter,931
cc_setonscrollwheel,251
cc_setonmisctransmit,550
cc_setonvarctransmit,1022
cc_setonvarcstrtransmit,989
cc_clearscripthooks,970
if_setposition,420
if_setsize,10
if_sethide,590
if_setnoclickthrough,179
if_setscrollpos,304
if_setcolour,93
if_setfill,949
if_settrans,1013
if_setgraphic,559
if_set2dangle,812
if_settiling,320
if_setmodel,836
if_setmodelangle,932
if_setmodelanim,361
if_setmodeltint,254
if_setmodellighting,695
if_settext,187
if_settextfont,19
if_settextalign,916
if_settextshadow,9
if_settextantimacro,77
if_setoutline,768
if_setgraphicshadow,675
if_setvflip,362
if_sethflip,777
if_setscrollsize,99
if_setmodelzoom,1041
if_setlinedirection,580
if_setmaxlines,782
if_setparam_int,194
if_setrecol,498
if_setretex,444
if_setclickmask,581
if_setobject,677
if_setnpchead,765
if_setnpcmodel,582
if_setobject_nonum,541
if_setplayermodel_self,572
if_setobject_alwaysnum,803
if_setop,1059
if_setdraggable,59
if_setdragrenderbehaviour,834
if_setopbase,983
