// Incomplete, bruteforced from opcodes-788-465.txt and opcodes-789-1512.txt and opcodes-789-627.txt
push_var,117
pop_var,20
push_varbit,629
pop_varbit,307
push_constant_string,644
branch,661
branch_not,763
branch_equals,59
branch_less_than,1090
branch_greater_than,145
branch_less_than_or_equals,69
branch_greater_than_or_equals,518
push_int_local,582
pop_int_local,1048
push_string_local,811
pop_string_local,776
join_string,86
pop_int_discard,198
pop_string_discard,891
gosub_with_params,639
define_array,749
push_array_int,785
pop_array_int,335
switch,915
push_long_local,346
long_branch_not,471
cc_create,89
cc_delete,810
cc_deleteall,827
if_sendtofront,1008
if_sendtoback,256
cc_sendtofront,984
cc_sendtoback,507
if_resume_pausebutton,397
baseidkit,312
basecolour,70
setobj,616
cc_setposition,126
cc_setsize,100
cc_sethide,510
cc_setaspect,659
cc_setnoclickthrough,772
cc_setscrollpos,245
cc_setcolour,669
cc_setfill,479
cc_settrans,536
cc_setlinewid,487
cc_setgraphic,160
cc_set2dangle,361
cc_settiling,181
cc_setmodel,1033
cc_setmodelangle,15
cc_setmodelanim,844
cc_setmodelorthog,836
cc_settext,253
cc_settextfont,1118
cc_settextalign,618
cc_settextshadow,934
cc_setoutline,378
cc_setgraphicshadow,303
cc_setvflip,476
cc_sethflip,579
cc_setscrollsize,71
cc_setalpha,681
cc_setmodelzoom,808
cc_setlinedirection,1047
cc_setmaxlines,942
cc_setparam_int,794
cc_setparam_string,133
cc_setretex,135
cc_setparam,1027
cc_setclickmask,903
cc_setobject,139
cc_setnpchead,701
cc_setplayerhead_self,930
cc_setnpcmodel,851
cc_setobject_nonum,1086
cc_setlinkfriend,26
cc_setobject_wearcol,989
cc_setplayermodel_self,702
cc_setobject_alwaysnum,17
cc_setop,819
cc_setdraggable,568
cc_setdragrenderbehaviour,438
cc_setdragdeadzone,433
cc_setdragdeadtime,320
cc_setopbase,759
cc_settargetverb,7
cc_clearops,557
cc_settargetcursors,710
cc_setopcursor,709
cc_setpausetext,154
cc_settargetopcursor,580
cc_setopkey,148
cc_setoptkey,1016
cc_setopkeyignoreheld,293
cc_setoptkeyignoreheld,263
cc_setmouseovercursor,494
cc_setonclick,632
cc_setonhold,226
cc_setonrelease,190
cc_setonmouseover,288
cc_setonmouseleave,467
cc_setondrag,550
cc_setontargetleave,849
cc_setonvartransmit,949
cc_setontimer,858
cc_setonop,783
cc_setondragcomplete,796
cc_setonmouserepeat,657
cc_setoninvtransmit,640
cc_setonstattransmit,162
