// Incomplete, bruteforced from opcodes-783-1109.txt and opcodes-787-521.txt and opcodes-742-544.txt
sethardcodedopcursors,131
notify_accountcreated,271
notify_accountcreatestarted,324
openurl_shim,375
cam_moveto,269
cam_lookat,129
cam_movealong,1015
cam_reset,1109
cam_forceangle,1056
cam_inc_x,377
cam_dec_x,646
cam_inc_y,998
cam_dec_y,1054
cam_followcoord,139
cam_smoothreset,407
cam2_setlookatmode,195
cam2_setpositionmode,178
cam2_setdepthplanes,731
cam2_setfieldofview,420
cam2_setlookatpoint_point,507
cam2_setpositionpoint_point,762
cam2_setlookatentity_player,611
cam2_setpositionentity_player,526
cam2_setfieldofviewscreen,454
cam2_removealleffects,421
cam2_setlookatacceleration_axis,469
cam2_setpositionacceleration_axis,789
cam2_setlookatmaxspeed_axis,701
cam2_setpositionmaxspeed_axis,484
cam2_setcollisionmode,920
cam2_setlinearmovementmode,955
cam2_setspringproperties,751
cam2_setpositionangularinterpolation,26
cam2_enable,618
cam2_setsnapdistances,337
cam2_resetsnapdistances,610
login_continue,770
login_resetreply,414
resend_uid_passport_request,145
create_availablerequest,233
create_name_availablerequest,23
create_suggest_name_request,810
create_createrequest,345
create_connectrequest,307
create_step_reached,912
lobby_entergame,478
lobby_enterlobby,938
lobby_leavelobby,495
create_setunder13,213
login_cancel,447
lobby_enterlobby_social_network,1044
detail_brightness,1082
detail_removeroofs_option,687
detail_grounddecor_on,107
detail_flickering_on,1102
detail_spotshadows_on,728
detail_hardshadows,715
detail_lightdetail_high,1022
detail_waterdetail_high,443
detail_fog_on,22
detail_antialiasing,863
detail_antialiasing_quality,763
detail_stereo,331
detail_soundvol,124
detail_musicvol,1003
detail_bgsoundvol,487
detail_particles,967
detail_antialiasing_default,68
detail_bloom,351
detail_customcursors,653
detail_idleanims,904
detail_groundblending,303
detail_toolkit,322
detail_toolkit_default,629
detail_cpuusage,833
detail_texturing,101
detail_maxscreensize,905
detail_speechvol,340
detail_loginvol,428
detail_loadingscreentype,540
detail_drawdistance,588
detail_skydetail,173
viewport_setfov,541
viewport_setzoom,562
viewport_clampfov,947
worldlist_sort,978
worldlist_pingworlds,81
force_interface_drag,465
cancel_interface_drag,645
autosetup_sethigh,427
autosetup_setmedium,436
autosetup_setlow,573
autosetup_setmin,929
autosetup_setcustom,364
autosetup_blackflaglast,703
video_advert_force_remove,699
video_advert_allow_skip,142
boost_advert_launch,689
bug_report,896
array_sort,874
cc_find,153
if_find,738
cc_getx,759
cc_gety,343
cc_getwidth,176
cc_getheight,580
cc_gethide,59
cc_getlayer,171
cc_getparentlayer,83
cc_getcolour,583
cc_getscrollx,578
cc_getscrolly,314
cc_gettext,724
cc_getmodelzoom,105
cc_getmodelangle_x,40
cc_getmodelangle_z,312
cc_getmodelangle_y,191
cc_gettrans,87
cc_getmodelxof,903
cc_getmodelyof,966
cc_getgraphic,914
cc_param,643
cc_get2dangle,970
cc_getgraphicdimensions,400
cc_getfontmetrics,196
cc_getinvobject,183
cc_getinvcount,794
cc_getid,85
cc_gettargetmask,585
cc_getop,678
cc_getopbase,620
if_getx,461
if_gety,137
if_getwidth,67
if_getheight,489
if_gethide,169
if_getlayer,422
if_getparentlayer,221
if_getcolour,1097
if_getscrollx,814
if_getscrolly,661
if_gettext,1067
if_getscrollwidth,1063
if_getscrollheight,1007
if_getmodelzoom,577
if_getmodelangle_x,1065
if_getmodelangle_z,130
if_getmodelangle_y,223
if_gettrans,154
if_getmodelxof,1085
if_getmodelyof,248
if_getgraphic,24
if_get2dangle,921
if_getmodel,697
if_getgraphicdimensions,194
if_getfontmetrics,944
if_getinvobject,238
if_hassub,150
if_getnextsubid,930
if_hassubmodal,1031
if_hassuboverlay,488
if_gettargetmask,987
if_getop,283
if_getopbase,792
if_getcharindexatpos,890
if_getcharposatindex,311
clientclock,509
inv_getobj,506
inv_getnum,1093
inv_total,1101
inv_size,824
inv_stockbase,207
stat,43
stat_base,6
stat_visible_xp,709
stat_base_actual,811
stat_visible_xp_actual,1096
coord,846
coordx,897
coordy,804
coordz,505
coordx_fine,395
coordy_fine,933
coordz_fine,218
movecoord_fine,922
coord_gridtofine,948
map_members,589
map_preload,855
map_loadedpercent,601
invother_getobj,779
invother_getnum,546
staffmodlevel,418
reboottimer,72
map_world,38
runenergy_visible,532
runweight_visible,225
playermod,979
playermodlevel,237
playermember,279
comlevel_active,785
gender,456
map_quickchat,511
inv_freespace,329
inv_totalparam,830
map_lang,383
movecoord,492
applet_hasfocus,902
frombilling,557
get_mousex,901
get_mousey,501
get_active_minimenu_entry,1110
get_minimenu_length,821
npc_find_active_minimenu_entry,280
player_find_active_minimenu_entry,188
get_currentcursor,204
get_mousebuttons,21
get_minimenu_target,197
enum_string,844
enum,803
enum_hasoutput,564
enum_getoutputcount,850
enum_getreversecount,780
enum_getreverseindex,2
friend_count,263
friend_getname,521
friend_getworld,548
friend_getrank,533
friend_getworldflags,959
friend_test,935
friend_getworldname,972
clan_getchatdisplayname,1069
clan_getchatcount,462
clan_getchatusername,840
clan_getchatuserworld,483
clan_getchatuserrank,73
clan_getchatminkick,939
clan_getchatrank,504
ignore_count,688
ignore_getname,475
ignore_test,842
clan_isself,658
clan_getchatownername,513
clan_getchatuserworldname,425
friend_platform,1033
friend_getslotfromname,1075
playercountry,482
clan_getchatusername_unfiltered,1005
ignore_getname_unfiltered,870
friend_is_referrer,180
friend_is_referred,543
activeclansettings_find_listened,862
activeclansettings_find_affined,15
activeclansettings_getclanname,486
activeclansettings_getallowunaffined,1021
activeclansettings_getranktalk,796
activeclansettings_getrankkick,16
activeclansettings_getaffinedcount,174
activeclansettings_getaffineddisplayname,416
activeclansettings_getaffinedrank,474
activeclansettings_getbannedcount,1107
activeclansettings_getbanneddisplayname,432
activeclansettings_getcurrentowner_slot,708
activeclansettings_getaffinedslot,51
activeclansettings_getsortedaffinedslot,118
activeclanchannel_find_listened,627
activeclanchannel_find_affined,768
activeclanchannel_getclanname,241
activeclanchannel_getrankkick,266
activeclanchannel_getranktalk,1002
activeclanchannel_getusercount,924
activeclanchannel_getuserdisplayname,393
activeclanchannel_getuserrank,1035
activeclanchannel_getuserworld,791
activeclanchannel_getuserslot,815
activeclanchannel_getsorteduserslot,908
clanprofile_find,582
stockmarket_getoffertype,617
stockmarket_getofferitem,419
stockmarket_getofferprice,859
stockmarket_getoffercount,561
stockmarket_getoffercompletedcount,232
stockmarket_getoffercompletedgold,25
stockmarket_isofferempty,108
stockmarket_isofferfinished,898
stockmarket_isofferadding,385
add,1038
sub,891
multiply,332
divide,286
random,845
randominc,502
interpolate,1087
setbit,679
clearbit,11
testbit,786
modulo,47
pow,426
invpow,783
and,549
or,448
min,265
max,97
scale,943
random_sound_pitch,370
hsvtorgb,91
append_num,103
append,92
append_signnum,155
get_col_tag,749
lowercase,512
fromdate,603
tostring,637
compare,96
paraheight,531
parawidth,362
text_switch,5
escape,742
append_char,84
char_isprintable,499
char_isalphanumeric,568
char_isnumeric,417
string_length,974
substring,597
removetags,457
string_indexof_char,333
string_indexof_string,1095
char_tolowercase,166
char_touppercase,63
tostring_localised,133
stringwidth,110
string_distance,729
format_datetime_from_minutes,199
clanforumqfc_tostring,250
oc_name,717
oc_iop,605
oc_cost,875
oc_stackable,297
oc_category,852
oc_cert,984
oc_uncert,957
oc_wearpos,989
oc_wearpos2,298
oc_members,522
oc_param,712
oc_icursor,552
oc_find,913
oc_findnext,464
oc_minimenu_colour,45
nc_param,1068
struct_param,257
bas_getanim_ready,408
chat_gethistory_byuid,542
chat_getfilter_private,317
chat_playername,993
chat_getfilter_trade,165
chat_playername_unfiltered,78
chatcat_getdesc,832
chatcat_getsubcatcount,338
chatcat_getsubcat,1080
chatcat_getphrasecount,109
chatcat_getphrase,892
chatphrase_gettext,240
chatphrase_getautoresponsecount,247
chatphrase_getautoresponse,775
chatcat_getsubcatshortcut,4
chatphrase_getdynamiccommandcount,826
chatphrase_getdynamiccommand,160
chatphrase_getdynamiccommandparam_enum,835
chatphrase_find,86
chatphrase_findnext,135
keyheld_alt,384
keyheld_ctrl,809
keyheld_shift,405
worldmap_3dview_active,652
worldmap_3dview_getcoordfine,659
worldmap_getmap,206
worldmap_getmapname,848
worldmap_getsize,235
worldmap_getdisplayposition,675
worldmap_getconfigorigin,823
worldmap_getconfigbounds,13
worldmap_listelement_start,119
worldmap_listelement_next,1013
worldmap_coordinmap,1046
worldmap_getconfigzoom,554
worldmap_isloaded,625
worldmap_getdisplaycoord,93
worldmap_getdisableelements,168
worldmap_getcurrentmap,397
fullscreen_enter,838
fullscreen_modecount,323
fullscreen_getmode,599
fullscreen_lastmode,1123
getwindowmode,125
getdefaultwindowmode,8
spline_length,681
minimenuopen,1111
getclipboard,683
java_version_supported,753
has_html5,212
cam_getangle_xa,289
cam_getangle_ya,308
cam2_getcontrolmode,209
cam2_getlookatmode,879
cam2_getpositionmode,1115
cam2_getpositionentity_angleoffsets,268
cam2_addeffect_shake,952
cam2_isenabled,29
login_hoptime,181
login_ban_duration,940
create_reply,463
create_email_validate_reply,388
create_name_validate_reply,28
create_suggest_name_reply,449
create_connect_reply,917
login_disallowresult,527
lobby_entergamereply,1058
lobby_enterlobbyreply,663
has_signonkey,89
userflowflags,1049
create_under13,716
login_last_transfer_reply,90
login_inprogress,346
login_queue_position,594
login_disallowtrigger,737
login_accountappeal,256
detailget_brightness,918
detailget_removeroofs_option,841
detailget_grounddecor_on,736
detailget_flickering_on,865
detailget_spotshadows_on,37
detailget_hardshadows,695
detailget_lightdetail_high,450
detailget_waterdetail_high,839
detailget_fog_on,1106
detailget_antialiasing,928
detailget_antialiasing_quality,476
detailget_stereo,808
detailget_soundvol,74
detailget_musicvol,342
detailget_bgsoundvol,88
detailget_particles,36
detailget_antialiasing_default,309
detailget_bloom,32
detailget_idleanims,1081
detailget_groundblending,1025
detailget_toolkit,720
detailget_toolkit_default,503
detailget_cpuusage,722
detailget_texturing,818
detailget_maxscreensize,965
detailget_speechvol,216
detailget_loginvol,201
detailget_safemode,215
detailget_canchoosesafemode,94
detailget_chosesafemode,70
detailget_skydetail,886
detailget_drawdistance,1045
viewport_geteffectivesize,19
date_minutes,316
date_runeday,162
date_runeday_fromdate,732
date_runeday_todate,980
date_minutes_fromruneday,514
worldlist_fetch,558
worldlist_start,626
worldlist_next,17
worldlist_switch,1011
worldlist_specific,847
worldlist_specific_thisworld,761
mec_text,381
userdetail_quickchat,399
userdetail_lobby_membership,1012
userdetail_lobby_recoveryday,760
userdetail_lobby_unreadmessages,854
userdetail_lobby_lastloginday,586
userdetail_lobby_lastloginaddress,261
userdetail_lobby_emailstatus,1079
userdetail_lobby_ccexpiry,790
userdetail_lobby_graceexpiry,57
userdetail_dob,747
userdetail_lobby_playage,66
autosetup_dosetup,642
autosetup_getlevel,524
video_advert_play,657
video_advert_has_finished,1036
boost_advert_exists,336
boost_advert_available,926
detailcanmod_antialiasing_quality,630
detailcanmod_particles,1040
detailcanmod_maxscreensize,1051
detailcanmod_toolkit_default,851
detailcanmod_skydetail,348
detailcanset_antialiasing_quality,192
detailcanset_particles,723
detailcanset_maxscreensize,415
detailcanset_toolkit_default,430
detailcanset_skydetail,95
get_npc_vislevel,164
get_entity_screen_position,820
if_get_gamescreen,471
if_set_gamescreen_enabled,1077
get_entity_overlay_height,861
get_npc_stat,968
is_targeted_entity,996
npc_type,570
get_loc_screen_position,1053
get_obj_screen_position,319
get_loc_overlay_height,1118
get_obj_overlay_height,121
get_loc_bounding_box,193
get_obj_bounding_box,858
get_entity_bounding_box,977
quest_finished,1029
preload_percent,668
shader_preload_throttle,378
fps_stats,157
