// Incomplete, bruteforced from opcodes-877-1518.txt
push_var,494
pop_var,753
push_varbit,584
pop_varbit,410
push_constant_string,470
branch,1246
branch_not,621
branch_equals,1259
branch_less_than,1088
branch_greater_than,389
branch_less_than_or_equals,352
branch_greater_than_or_equals,270
push_int_local,504
pop_int_local,28
push_string_local,1116
pop_string_local,240
join_string,361
pop_int_discard,520
pop_string_discard,121
gosub_with_params,1089
define_array,852
push_array_int,328
pop_array_int,1032
switch,449
push_long_local,564
long_branch_not,66
cc_create,1058
cc_delete,601
cc_deleteall,877
if_sendtofront,239
if_sendtoback,364
cc_sendtofront,1072
cc_sendtoback,1043
if_resume_pausebutton,154
cc_resume_pausebutton,96
baseidkit,519
basecolour,466
setobj,738
cc_setposition,1016
cc_setsize,4
cc_sethide,133
cc_setaspect,509
cc_setnoclickthrough,1103
cc_setscrollpos,750
cc_setcolour,319
cc_setfill,128
cc_settrans,645
cc_setlinewid,646
cc_setgraphic,162
cc_set2dangle,141
cc_settiling,1096
cc_setmodel,747
cc_setmodelangle,1147
cc_setmodelanim,688
cc_settext,981
cc_settextfont,137
cc_settextalign,864
cc_settextshadow,563
cc_setoutline,984
cc_setgraphicshadow,1140
cc_setvflip,633
cc_sethflip,496
cc_setscrollsize,499
cc_setalpha,435
cc_setmodelzoom,800
cc_setlinedirection,1074
cc_setmaxlines,316
cc_setparam_int,3
cc_setparam_string,488
cc_setretex,569
cc_setfontmono,362
cc_setparam,894
cc_setclickmask,424
cc_setobject,944
cc_setnpchead,423
cc_setplayerhead_self,484
cc_setnpcmodel,821
cc_setobject_nonum,1134
cc_setlinkfriend,781
cc_setlinkfriendchat,689
cc_setlinkplayergroup,585
cc_setlinkactiveclanchannel,523
cc_resetlinkplayer,832
cc_setobject_wearcol,67
cc_setplayermodel_self,664
cc_setobject_alwaysnum,711
cc_setop,216
cc_setdraggable,608
cc_setdragrenderbehaviour,1099
cc_setdragdeadzone,1158
cc_setdragdeadtime,932
cc_setopbase,848
cc_settargetverb,786
cc_clearops,1237
cc_settargetcursors,982
cc_setopcursor,375
cc_setpausetext,69
cc_settargetopcursor,194
cc_setopkey,729
cc_setoptkey,677
cc_setopkeyrate,827
cc_setopkeyignoreheld,1081
cc_setoptkeyignoreheld,879
cc_setmouseovercursor,27
cc_setonclick,16
cc_setonhold,735
cc_setonrelease,1182
cc_setonmouseover,5
cc_setonmouseleave,714
cc_setondrag,82
cc_setontargetleave,497
cc_setonvartransmit,57
cc_setontimer,74
cc_setonop,760
cc_setondragcomplete,502
cc_setonclickrepeat,682
cc_setonmouserepeat,822
cc_setoninvtransmit,180
cc_setonstattransmit,1174
cc_setontargetenter,387
cc_setonscrollwheel,549
cc_setonmisctransmit,737
cc_setonvarctransmit,1144
cc_setonvarcstrtransmit,912
cc_clearscripthooks,1064
if_setposition,627
if_setsize,938
if_sethide,253
if_setnoclickthrough,751
if_setscrollpos,344
if_setcolour,409
if_setfill,1148
if_settrans,372
if_setgraphic,1236
if_set2dangle,437
if_settiling,1046
if_setmodel,456
if_setmodelangle,1177
if_setmodelanim,1034
if_setmodelorthog,100
if_setmodeltint,985
if_setmodellighting,257
if_settext,77
if_settextfont,143
if_settextalign,588
if_settextshadow,434
if_settextantimacro,816
if_setoutline,1251
if_setgraphicshadow,556
if_setvflip,658
if_sethflip,1087
if_setscrollsize,304
if_setmodelzoom,779
if_setlinedirection,290
if_setmaxlines,1253
if_setparam_int,1095
if_setparam_string,851
if_setrecol,402
