// Incomplete, bruteforced from opcodes-870-1476.txt and opcodes-910-1730.txt
push_var,1115
pop_var,253
push_varbit,551
pop_varbit,1161
push_constant_string,959
branch,1006
branch_not,568
branch_equals,1188
branch_less_than,822
branch_greater_than,276
branch_less_than_or_equals,357
branch_greater_than_or_equals,661
push_int_local,107
pop_int_local,375
push_string_local,1261
pop_string_local,485
join_string,1151
pop_int_discard,1255
pop_string_discard,988
gosub_with_params,989
define_array,773
push_array_int,680
pop_array_int,249
switch,840
push_long_local,179
long_branch_not,359
cc_create,86
cc_delete,707
cc_deleteall,875
if_sendtofront,668
if_sendtoback,1227
cc_sendtofront,804
cc_sendtoback,1005
if_resume_pausebutton,444
cc_resume_pausebutton,349
baseidkit,167
basecolour,377
setobj,666
cc_setposition,983
cc_setsize,235
cc_sethide,414
cc_setaspect,71
cc_setnoclickthrough,978
cc_setscrollpos,1099
cc_setcolour,609
cc_setfill,1018
cc_settrans,703
cc_setlinewid,918
cc_setgraphic,90
cc_set2dangle,149
cc_settiling,809
cc_setmodel,1045
cc_setmodelangle,298
cc_setmodelanim,1226
cc_settext,72
cc_settextfont,131
cc_settextalign,984
cc_settextshadow,912
cc_setoutline,860
cc_setgraphicshadow,589
cc_setvflip,878
cc_sethflip,968
cc_setscrollsize,498
cc_setalpha,136
cc_setmodelzoom,719
cc_setlinedirection,145
cc_setmaxlines,231
cc_setparam_int,1106
cc_setparam_string,451
cc_setretex,6
cc_setparam,794
cc_setclickmask,895
cc_setobject,193
cc_setnpchead,174
cc_setplayerhead_self,521
cc_setnpcmodel,1211
cc_setobject_nonum,1138
cc_setlinkfriend,1233
cc_setlinkfriendchat,396
cc_setlinkplayergroup,823
cc_setlinkactiveclanchannel,657
cc_resetlinkplayer,88
cc_setobject_wearcol,175
cc_setplayermodel_self,457
cc_setobject_alwaysnum,57
cc_setop,961
cc_setdraggable,283
cc_setdragrenderbehaviour,1062
cc_setdragdeadzone,1015
cc_setdragdeadtime,200
cc_setopbase,579
cc_settargetverb,275
cc_clearops,385
cc_settargetcursors,553
cc_setopcursor,477
cc_setpausetext,322
cc_settargetopcursor,271
cc_setopkey,1235
cc_setoptkey,718
cc_setopkeyrate,456
cc_setopkeyignoreheld,1214
cc_setoptkeyignoreheld,920
cc_setmouseovercursor,761
cc_setonclick,23
cc_setonhold,506
cc_setonrelease,242
cc_setonmouseover,893
cc_setonmouseleave,982
cc_setondrag,1077
cc_setontargetleave,1199
cc_setonvartransmit,730
cc_setontimer,1149
cc_setonop,735
cc_setondragcomplete,592
cc_setonclickrepeat,1072
cc_setonmouserepeat,687
cc_setoninvtransmit,839
cc_setonstattransmit,565
cc_setontargetenter,1179
cc_setonscrollwheel,20
cc_setonmisctransmit,173
cc_setonvarctransmit,1012
cc_setonvarcstrtransmit,652
cc_clearscripthooks,1201
if_setposition,769
if_setsize,1026
if_sethide,1076
if_setnoclickthrough,654
if_setscrollpos,947
if_setcolour,812
if_setfill,1260
if_settrans,1082
if_setgraphic,892
if_set2dangle,775
if_settiling,692
if_setmodel,26
if_setmodelangle,233
if_setmodelanim,151
if_setmodelorthog,887
if_setmodeltint,1256
if_setmodellighting,1258
if_settext,1207
if_settextfont,558
if_settextalign,1183
if_settextshadow,570
if_settextantimacro,533
if_setoutline,964
if_setgraphicshadow,762
if_setvflip,1130
if_sethflip,776
if_setscrollsize,1242
if_setmodelzoom,11
if_setlinedirection,800
if_setmaxlines,1110
if_setparam_int,1098
if_setparam_string,772
if_setrecol,672
if_setretex,69
if_setclickmask,301
if_setobject,515
if_setnpchead,746
if_setnpcmodel,305
if_setobject_nonum,1000
if_setplayermodel_self,222
if_setobject_alwaysnum,863
if_setop,503
if_setdraggable,940
if_setdragrenderbehaviour,1187
if_setdragdeadzone,1129
if_setdragdeadtime,1213
if_setopbase,745
if_settargetverb,615
if_clearops,434
if_settargetcursors,723
if_setopcursor,583
if_setpausetext,1254
if_setopkey,284
if_setoptkey,487
if_setopkeyrate,393
if_setmouseovercursor,814
if_setonclick,836
if_setonhold,714
if_setonrelease,319
if_setonmouseover,297
if_setonmouseleave,328
if_setondrag,91
if_setontargetleave,392
if_setonvartransmit,425
if_setontimer,36
if_setonop,802
if_setondragcomplete,1094
if_setonclickrepeat,74
if_setonmouserepeat,763
if_setoninvtransmit,586
if_setonstattransmit,1066
if_setontargetenter,581
if_setonscrollwheel,960
if_setonchattransmit,123
if_setonkey,805
if_setongamepadbutton,613
if_setongamepadbuttonheld,1194
if_setongamepadaxis,1128
if_setongamepadtrigger,897
if_setonfriendtransmit,1035
if_setonclantransmit,438
if_setonmisctransmit,289
if_setondialogabort,807
if_setonsubchange,623
if_setonstocktransmit,1096
if_setoncamfinished,1087
if_setonresize,1004
if_setonvarctransmit,547
if_setonvarcstrtransmit,796
if_setonclansettingstransmit,348
if_setonclanchanneltransmit,1024
if_setonvarclantransmit,445
if_setonplayergrouptransmit,198
if_setonplayergroupvarptransmit,684
if_setoncameraupdatetransmit,221
if_clearscripthooks,868
if_callonresize,560
if_npc_setcustombodymodel,915
if_npc_setcustomrecol,1212
cc_npc_setcustomrecol,280
mes,1215
return,544
if_close,1112
resume_countdialog,699
resume_namedialog,2
resume_stringdialog,531
abort_dialog,258
opplayer,525
resume_objdialog,354
cc_dragpickup,480
if_opensubclient,1167
if_closesubclient,122
mes_typed,422
setup_messagebox,1003
resume_hsldialog,1218
resume_clanforumqfcdialog,838
sound_synth,404
sound_synth_volume,1158
sound_jingle_volume,343
sound_vorbis_volume,748
sound_speech_volume,891
sound_vorbis_rate,1103
email_validation_add_new_address,899
friend_setrank,35
friend_setnotes,1229
friend_add,339
friend_del,513
ignore_add,816
ignore_del,864
ignore_setnotes,427
clan_kickuser,62
clan_joinchat,828
clan_leavechat,77
ignore_add_temp,19
activeclanchannel_kickuser,1010
chat_setfilter,146
chat_sendabusereport,358
chat_setmode,27
chat_sendpublic,702
