// Incomplete, bruteforced from opcodes-722-305.txt and opcodes-723-306.txt and opcodes-724-307.txt
push_constant_int,417
push_var,931
pop_var,272
push_constant_string,483
branch,887
branch_not,779
branch_equals,311
branch_less_than,661
branch_greater_than,488
return,677
push_varbit,655
pop_varbit,564
branch_less_than_or_equals,719
branch_greater_than_or_equals,884
push_int_local,618
pop_int_local,747
push_string_local,312
pop_string_local,44
join_string,19
pop_int_discard,935
pop_string_discard,177
gosub_with_params,630
push_varc_int,396
pop_varc_int,106
define_array,831
push_array_int,338
pop_array_int,90
push_varc_string,261
pop_varc_string,445
switch,556
push_long_constant,185
push_long_local,116
long_branch_not,717
push_varclan,491
push_varclanbit,314
push_varclansetting,121
push_varclansettingbit,986
push_varclansetting_long,533
push_varclansetting_string,262
cc_create,35
cc_delete,89
cc_deleteall,3
cc_find,139
if_find,77
if_sendtofront,205
if_sendtoback,718
cc_sendtofront,943
cc_sendtoback,4
if_resume_pausebutton,587
baseidkit,970
basecolour,129
setgender,550
setobj,863
cc_setposition,720
cc_setsize,906
cc_sethide,280
cc_setaspect,830
cc_setnoclickthrough,410
cc_setscrollpos,418
cc_setcolour,240
cc_setfill,85
cc_settrans,859
cc_setlinewid,826
cc_setgraphic,608
cc_set2dangle,101
cc_settiling,480
cc_setmodel,469
cc_setmodelangle,133
cc_setmodelanim,664
cc_setmodelorthog,891
cc_settext,909
cc_settextfont,485
cc_settextalign,31
cc_settextshadow,557
cc_settextantimacro,733
cc_setoutline,823
cc_setgraphicshadow,5
cc_setvflip,938
cc_sethflip,187
cc_setscrollsize,127
cc_setalpha,391
cc_setmodelzoom,538
cc_setlinedirection,476
cc_setmaxlines,700
cc_setparam_int,394
cc_setparam_string,359
cc_setretex,42
cc_setclickmask,332
cc_setobject,494
cc_setnpchead,342
cc_setplayerhead_self,568
cc_setobject_nonum,789
cc_setobject_wearcol,509
cc_setplayermodel_self,429
cc_setobject_alwaysnum,877
cc_setop,975
cc_setdraggable,140
cc_setdragrenderbehaviour,269
cc_setdragdeadzone,921
cc_setdragdeadtime,87
cc_setopbase,955
cc_settargetverb,540
cc_clearops,599
cc_settargetcursors,695
cc_setopcursor,844
cc_setpausetext,933
cc_settargetopcursor,137
cc_setonclick,153
cc_setonhold,145
cc_setonrelease,732
cc_setonmouseover,274
cc_setonmouseleave,783
cc_setondrag,696
cc_setontargetleave,613
cc_setonvartransmit,328
cc_setontimer,551
cc_setonop,968
cc_setondragcomplete,471
cc_setonmouserepeat,643
cc_setoninvtransmit,9
