// Incomplete, bruteforced from opcodes-869-1415.txt
push_var,110
pop_var,886
push_varbit,1259
pop_varbit,328
push_constant_string,151
branch,104
branch_not,937
branch_equals,722
branch_less_than,681
branch_greater_than,1157
branch_less_than_or_equals,281
branch_greater_than_or_equals,282
push_int_local,1030
pop_int_local,222
push_string_local,480
pop_string_local,206
join_string,235
pop_int_discard,852
pop_string_discard,1194
gosub_with_params,748
define_array,1035
push_array_int,124
pop_array_int,691
switch,342
push_long_local,1051
long_branch_not,64
cc_create,444
cc_delete,498
cc_deleteall,687
if_sendtofront,1165
if_sendtoback,720
cc_sendtofront,308
cc_sendtoback,622
if_resume_pausebutton,276
cc_resume_pausebutton,1230
baseidkit,247
basecolour,710
setobj,177
cc_setposition,234
cc_setsize,217
cc_sethide,1183
cc_setaspect,118
cc_setnoclickthrough,210
cc_setscrollpos,48
cc_setcolour,305
cc_setfill,527
cc_settrans,306
cc_setlinewid,695
cc_setgraphic,144
cc_set2dangle,1248
cc_settiling,194
cc_setmodel,566
cc_setmodelangle,699
cc_setmodelanim,766
cc_settext,1155
cc_settextfont,1128
cc_settextalign,542
cc_settextshadow,673
cc_setoutline,632
cc_setgraphicshadow,499
cc_setvflip,671
cc_sethflip,515
cc_setscrollsize,449
cc_setalpha,438
cc_setmodelzoom,8
cc_setlinedirection,1025
cc_setmaxlines,512
cc_setparam_int,468
cc_setparam_string,753
cc_setretex,1059
cc_setparam,81
cc_setclickmask,732
cc_setobject,186
cc_setnpchead,316
cc_setplayerhead_self,684
cc_setnpcmodel,1196
cc_setobject_nonum,959
cc_setlinkfriend,596
cc_setlinkfriendchat,62
cc_setlinkplayergroup,660
cc_setlinkactiveclanchannel,17
cc_resetlinkplayer,117
cc_setobject_wearcol,250
cc_setplayermodel_self,1109
cc_setobject_alwaysnum,1003
cc_setop,932
cc_setdraggable,790
cc_setdragrenderbehaviour,1077
cc_setdragdeadzone,1060
cc_setdragdeadtime,1226
cc_setopbase,864
cc_settargetverb,212
cc_clearops,85
cc_settargetcursors,767
cc_setopcursor,708
cc_setpausetext,1008
cc_settargetopcursor,745
cc_setopkey,1212
cc_setoptkey,599
cc_setopkeyrate,1240
cc_setopkeyignoreheld,1050
cc_setoptkeyignoreheld,338
cc_setmouseovercursor,493
cc_setonclick,1258
cc_setonhold,588
cc_setonrelease,105
cc_setonmouseover,929
cc_setonmouseleave,876
cc_setondrag,122
cc_setontargetleave,82
cc_setonvartransmit,553
cc_setontimer,248
cc_setonop,871
cc_setondragcomplete,229
cc_setonclickrepeat,492
cc_setonmouserepeat,61
cc_setoninvtransmit,559
cc_setonstattransmit,88
cc_setontargetenter,275
cc_setonscrollwheel,818
cc_setonmisctransmit,259
cc_setonvarctransmit,907
cc_setonvarcstrtransmit,728
cc_clearscripthooks,190
if_setposition,268
if_setsize,595
if_sethide,784
if_setnoclickthrough,1235
if_setscrollpos,459
if_setcolour,143
if_setfill,789
if_settrans,378
if_setgraphic,233
if_set2dangle,536
if_settiling,1137
if_setmodel,271
if_setmodelangle,1070
if_setmodelanim,736
if_setmodelorthog,851
if_setmodeltint,517
if_setmodellighting,558
if_settext,171
if_settextfont,1252
if_settextalign,174
if_settextshadow,160
if_settextantimacro,1139
if_setoutline,1133
if_setgraphicshadow,889
if_setvflip,413
if_sethflip,31
if_setscrollsize,1040
if_setmodelzoom,1154
if_setlinedirection,168
if_setmaxlines,283
if_setparam_int,51
if_setparam_string,68
if_setrecol,741
if_setretex,796
if_setclickmask,680
if_setobject,193
if_setnpchead,793
if_setnpcmodel,662
if_setobject_nonum,453
if_setplayermodel_self,735
if_setobject_alwaysnum,72
if_setop,371
if_setdraggable,1020
if_setdragrenderbehaviour,805
if_setdragdeadzone,538
if_setdragdeadtime,1120
if_setopbase,657
if_settargetverb,483
if_clearops,126
if_settargetcursors,866
if_setopcursor,626
if_setpausetext,949
if_setopkey,982
if_setoptkey,465
if_setopkeyrate,476
if_setmouseovercursor,1144
if_setonclick,877
if_setonhold,261
if_setonrelease,791
if_setonmouseover,783
if_setonmouseleave,301
if_setondrag,37
if_setontargetleave,744
if_setonvartransmit,583
if_setontimer,435
if_setonop,1215
if_setondragcomplete,712
if_setonclickrepeat,284
if_setonmouserepeat,526
if_setoninvtransmit,556
if_setonstattransmit,934
if_setontargetenter,1142
if_setonscrollwheel,957
if_setonchattransmit,408
if_setonkey,1181
if_setongamepadbutton,285
if_setongamepadbuttonheld,1257
if_setongamepadaxis,220
if_setongamepadtrigger,1043
if_setonfriendtransmit,689
if_setonclantransmit,90
if_setonmisctransmit,1167
if_setondialogabort,952
if_setonsubchange,572
if_setonstocktransmit,26
if_setoncamfinished,184
if_setonresize,341
if_setonvarctransmit,910
if_setonvarcstrtransmit,1019
if_setonclansettingstransmit,830
if_setonclanchanneltransmit,894
if_setonvarclantransmit,896
if_setonplayergrouptransmit,1000
if_setonplayergroupvarptransmit,447
if_setoncameraupdatetransmit,1243
if_clearscripthooks,899
if_callonresize,953
if_npc_setcustombodymodel,1112
if_npc_setcustomrecol,417
cc_npc_setcustomrecol,159
mes,29
return,1260
if_close,288
resume_countdialog,1177
resume_namedialog,931
resume_stringdialog,330
abort_dialog,111
opplayer,702
resume_objdialog,539
cc_dragpickup,60
if_opensubclient,947
if_closesubclient,721
mes_typed,734
setup_messagebox,363
resume_hsldialog,933
resume_clanforumqfcdialog,119
sound_synth,707
sound_synth_volume,224
sound_jingle_volume,54
sound_vorbis_volume,1015
sound_speech_volume,649
sound_vorbis_rate,359
email_validation_add_new_address,401
friend_setrank,637
friend_setnotes,80
friend_add,130
friend_del,705
ignore_add,879
ignore_del,1214
ignore_setnotes,621
clan_kickuser,647
clan_joinchat,141
clan_leavechat,738
ignore_add_temp,1161
activeclanchannel_kickuser,1106
chat_setfilter,1091
chat_sendabusereport,683
chat_setmode,669
chat_sendpublic,582
chat_sendprivate,1090
activechatphrase_prepare,255
activechatphrase_send,1229
activechatphrase_sendprivate,924
activechatphrase_setdynamicint,1014
activechatphrase_setdynamicobj,273
worldmap_3dview_enable,429
worldmap_3dview_disable,540
worldmap_3dview_setloddistance,557
worldmap_setcategorypriority,232
worldmap_3dview_settextfont,239
worldmap_disabletextsize,479
worldmap_disabletype,385
worldmap_setzoom,998
worldmap_setmap,497
worldmap_jumptosourcecoord,425
worldmap_jumptodisplaycoord,491
worldmap_setmap_coord_override,914
worldmap_flashelementcategory,1013
worldmap_disableelementcategory,633
worldmap_closemap,500
setwindowmode,1067
setdefaultwindowmode,607
openurl,814
urlencode,1045
spline_new,5
spline_addpoint,823
quit,686
openurl_nologin,1148
formatminimenu,679
setdefaultcursors,472
sethardcodedopcursors,75
notify_accountcreated,1191
notify_accountcreatestarted,627
openurl_shim,781
cam_moveto,1164
cam_lookat,754
cam_movealong,412
cam_reset,1175
cam_forceangle,149
cam_inc_x,549
cam_dec_x,700
cam_inc_y,590
cam_dec_y,985
cam_followcoord,1032
cam_smoothreset,393
cam2_setlookatmode,23
cam2_setpositionmode,717
cam2_setdepthplanes,920
cam2_setfieldofview,1105
cam2_setlookatpoint_point,1116
cam2_setpositionpoint_point,1065
cam2_getpositionpoint_point,726
cam2_setlookatentity_player,1178
cam2_setlookatentity_npc,101
cam2_setpositionentity_player,965
cam2_setpositionentity_npc,1075
cam2_setfieldofviewscreen,653
cam2_removealleffects,760
cam2_setlookatacceleration_axis,185
cam2_setpositionacceleration_axis,21
cam2_setlookatmaxspeed_axis,1092
cam2_setpositionmaxspeed_axis,473
cam2_setcollisionmode,656
cam2_setpositionpointcollision,591
cam2_updateeffect_ztilt,52
cam2_setlinearmovementmode,278
cam2_setspringproperties,1110
cam2_setpositionangularinterpolation,57
cam2_enable,267
cam2_setsnapdistances,605
cam2_resetsnapdistances,917
cam2_setlookatorientation_vector,996
cam2_setlookatorientation_xrotation,663
cam2_setlookatorientation_yrotation,1009
cam2_setlookatorientation_xmovement,847
cam2_setlookatorientation_zmovement,1080
cam2_setlookatorientation_maxdistanceclamping,121
login_continue,844
login_resetreply,983
resend_uid_passport_request,49
create_availablerequest,594
create_name_availablerequest,761
create_suggest_name_request,926
create_createrequest,236
create_connectrequest,1156
create_step_reached,416
lobby_entergame,10
lobby_enterlobby,905
lobby_leavelobby,742
create_setunder13,1011
login_cancel,1222
lobby_enterlobby_social_network,56
viewport_setfov,44
viewport_setzoom,581
viewport_clampfov,320
worldlist_sort,950
worldlist_pingworlds,377
if_triggerop,776
force_interface_drag,944
cancel_interface_drag,951
targetmode_active,446
targetmode_cancel,352
autosetup_sethigh,849
autosetup_setmedium,486
autosetup_setlow,376
autosetup_setmin,1238
autosetup_setcustom,2
autosetup_blackflaglast,625
video_advert_force_remove,987
video_advert_allow_skip,1197
bug_report,113
array_sort,463
cc_find,348
if_find,535
cc_getx,33
cc_gety,315
cc_getwidth,1251
cc_getheight,508
cc_gethide,709
cc_getlayer,1176
cc_getparentlayer,537
cc_getcolour,1208
cc_getscrollx,457
cc_getscrolly,307
cc_gettext,155
cc_getmodelzoom,740
cc_getmodelangle_x,739
cc_getmodelangle_z,43
cc_getmodelangle_y,318
cc_gettrans,355
cc_getmodelxof,833
cc_getmodelyof,290
cc_getgraphic,404
cc_param,918
cc_get2dangle,179
cc_getmodel,227
cc_getgraphicdimensions,1029
cc_getfontmetrics,411
cc_getinvobject,188
cc_getinvcount,675
cc_getid,448
cc_gettargetmask,1055
cc_getop,584
cc_getopbase,123
if_getx,1064
if_gety,589
if_getwidth,50
if_getheight,296
if_gethide,358
if_getlayer,1219
if_getparentlayer,730
if_getcolour,780
if_getscrollx,546
if_getscrolly,161
if_gettext,1122
if_getscrollwidth,209
if_getscrollheight,1200
if_getmodelzoom,612
if_getmodelangle_x,696
if_getmodelangle_z,713
if_getmodelangle_y,505
if_gettrans,458
if_getmodelxof,884
if_getmodelyof,1126
if_getgraphic,1182
if_get2dangle,63
if_getmodel,203
if_getgraphicdimensions,172
if_getfontmetrics,260
if_getinvobject,749
if_getinvcount,1033
if_hassub,59
if_getnextsubid,368
if_hassubmodal,389
if_hassuboverlay,292
