// Incomplete, bruteforced from opcodes-869-1416.txt and opcodes-910-1730.txt
push_var,262
pop_var,1057
push_varbit,103
pop_varbit,924
push_constant_string,382
branch,1085
branch_not,980
branch_equals,762
branch_less_than,223
branch_greater_than,496
branch_less_than_or_equals,570
branch_greater_than_or_equals,157
push_int_local,1153
pop_int_local,760
push_string_local,753
pop_string_local,907
join_string,1107
pop_int_discard,84
pop_string_discard,130
gosub_with_params,1217
define_array,2
push_array_int,1008
pop_array_int,232
switch,53
push_long_local,1143
long_branch_not,824
cc_create,432
cc_delete,507
cc_deleteall,837
if_sendtofront,735
if_sendtoback,1169
cc_sendtofront,487
cc_sendtoback,1020
if_resume_pausebutton,1001
cc_resume_pausebutton,79
baseidkit,44
basecolour,1252
setobj,836
cc_setposition,533
cc_setsize,413
cc_sethide,457
cc_setaspect,1243
cc_setnoclickthrough,1034
cc_setscrollpos,954
cc_setcolour,973
cc_setfill,981
cc_settrans,93
cc_setlinewid,1004
cc_setgraphic,1047
cc_set2dangle,920
cc_settiling,880
cc_setmodel,1078
cc_setmodelangle,460
cc_setmodelanim,648
cc_settext,313
cc_settextfont,1154
cc_settextalign,250
cc_settextshadow,568
cc_setoutline,635
cc_setgraphicshadow,1136
cc_setvflip,258
cc_sethflip,983
cc_setscrollsize,629
cc_setalpha,785
cc_setmodelzoom,75
cc_setlinedirection,199
cc_setmaxlines,1161
cc_setparam_int,997
cc_setparam_string,1259
cc_setretex,135
cc_setparam,727
cc_setclickmask,314
cc_setobject,420
cc_setnpchead,930
cc_setplayerhead_self,13
cc_setnpcmodel,1006
cc_setobject_nonum,18
cc_setlinkfriend,429
cc_setlinkfriendchat,621
cc_setlinkplayergroup,482
cc_setlinkactiveclanchannel,866
cc_resetlinkplayer,224
cc_setobject_wearcol,121
cc_setplayermodel_self,664
cc_setobject_alwaysnum,1058
cc_setop,741
cc_setdraggable,357
cc_setdragrenderbehaviour,702
cc_setdragdeadzone,143
cc_setdragdeadtime,591
cc_setopbase,522
cc_settargetverb,289
cc_clearops,257
cc_settargetcursors,437
cc_setopcursor,731
cc_setpausetext,365
cc_settargetopcursor,149
cc_setopkey,1055
cc_setoptkey,431
cc_setopkeyrate,1074
cc_setopkeyignoreheld,598
cc_setoptkeyignoreheld,574
cc_setmouseovercursor,398
cc_setonclick,750
cc_setonhold,320
cc_setonrelease,60
cc_setonmouseover,789
cc_setonmouseleave,539
cc_setondrag,535
cc_setontargetleave,896
cc_setonvartransmit,778
cc_setontimer,953
cc_setonop,733
cc_setondragcomplete,694
cc_setonclickrepeat,334
cc_setonmouserepeat,37
cc_setoninvtransmit,810
cc_setonstattransmit,1105
cc_setontargetenter,1037
cc_setonscrollwheel,1081
cc_setonmisctransmit,46
cc_setonvarctransmit,1011
cc_setonvarcstrtransmit,1041
cc_clearscripthooks,41
if_setposition,606
if_setsize,935
if_sethide,945
if_setnoclickthrough,122
if_setscrollpos,282
if_setcolour,266
if_setfill,22
if_settrans,12
if_setgraphic,3
if_set2dangle,818
if_settiling,233
if_setmodel,730
if_setmodelangle,1087
if_setmodelanim,1024
if_setmodelorthog,833
if_setmodeltint,1194
if_setmodellighting,461
if_settext,201
if_settextfont,1112
if_settextalign,139
if_settextshadow,62
if_settextantimacro,76
if_setoutline,614
if_setgraphicshadow,1030
if_setvflip,1132
if_sethflip,813
if_setscrollsize,6
if_setmodelzoom,317
if_setlinedirection,1026
if_setmaxlines,56
if_setparam_int,292
if_setparam_string,424
if_setrecol,944
if_setretex,515
if_setclickmask,372
if_setobject,802
if_setnpchead,882
if_setnpcmodel,819
if_setobject_nonum,1230
if_setplayermodel_self,423
if_setobject_alwaysnum,655
if_setop,459
if_setdraggable,1134
if_setdragrenderbehaviour,297
if_setdragdeadzone,114
if_setdragdeadtime,1016
if_setopbase,166
if_settargetverb,587
if_clearops,145
if_settargetcursors,912
if_setopcursor,793
if_setpausetext,705
if_setopkey,863
if_setoptkey,1145
if_setopkeyrate,1258
if_setmouseovercursor,1203
if_setonclick,465
if_setonhold,59
if_setonrelease,916
if_setonmouseover,774
if_setonmouseleave,275
if_setondrag,109
if_setontargetleave,477
if_setonvartransmit,442
if_setontimer,846
if_setonop,1183
if_setondragcomplete,673
if_setonclickrepeat,322
if_setonmouserepeat,612
if_setoninvtransmit,1056
if_setonstattransmit,565
if_setontargetenter,967
if_setonscrollwheel,786
if_setonchattransmit,706
if_setonkey,508
if_setongamepadbutton,160
if_setongamepadbuttonheld,1133
if_setongamepadaxis,175
if_setongamepadtrigger,410
if_setonfriendtransmit,563
if_setonclantransmit,19
if_setonmisctransmit,310
if_setondialogabort,530
if_setonsubchange,388
if_setonstocktransmit,1245
if_setoncamfinished,764
if_setonresize,91
if_setonvarctransmit,1241
if_setonvarcstrtransmit,394
if_setonclansettingstransmit,237
if_setonclanchanneltransmit,551
if_setonvarclantransmit,1191
if_setonplayergrouptransmit,471
if_setonplayergroupvarptransmit,862
if_setoncameraupdatetransmit,274
if_clearscripthooks,446
if_callonresize,1065
if_npc_setcustombodymodel,1116
if_npc_setcustomrecol,615
cc_npc_setcustomrecol,1019
mes,254
return,829
if_close,683
resume_countdialog,38
resume_namedialog,1255
resume_stringdialog,32
abort_dialog,724
opplayer,979
resume_objdialog,1110
cc_dragpickup,527
if_opensubclient,261
if_closesubclient,356
mes_typed,645
setup_messagebox,107
resume_hsldialog,1098
resume_clanforumqfcdialog,719
sound_synth,901
sound_synth_volume,968
sound_jingle_volume,331
sound_vorbis_volume,1202
sound_speech_volume,278
sound_vorbis_rate,904
email_validation_add_new_address,1061
friend_setrank,1028
friend_setnotes,1139
friend_add,285
friend_del,520
ignore_add,211
ignore_del,854
ignore_setnotes,327
clan_kickuser,137
clan_joinchat,1010
clan_leavechat,1118
ignore_add_temp,739
activeclanchannel_kickuser,582
chat_setfilter,1232
chat_sendabusereport,1198
chat_setmode,1156
chat_sendpublic,550
chat_sendprivate,470
activechatphrase_prepare,1147
activechatphrase_send,835
activechatphrase_sendprivate,495
activechatphrase_setdynamicint,1229
activechatphrase_setdynamicobj,407
worldmap_3dview_enable,969
worldmap_3dview_disable,630
worldmap_3dview_setloddistance,43
worldmap_setcategorypriority,787
worldmap_3dview_settextfont,180
worldmap_disabletextsize,839
worldmap_disabletype,1115
worldmap_setzoom,436
