// Incomplete, bruteforced from opcodes-869-1415.txt
if_setscrollsize,838
if_setmodelzoom,55
if_setlinedirection,664
if_setmaxlines,1247
if_setparam_int,385
if_setparam_string,414
if_setrecol,586
if_setretex,719
if_setclickmask,1159
if_setobject,102
if_setnpchead,350
if_setnpcmodel,733
if_setobject_nonum,534
if_setplayermodel_self,1021
if_setobject_alwaysnum,272
if_setop,919
if_setdraggable,181
if_setdragrenderbehaviour,696
if_setdragdeadzone,1239
if_setdragdeadtime,396
if_setopbase,594
if_settargetverb,191
if_clearops,1047
if_settargetcursors,7
if_setopcursor,363
if_setpausetext,1066
if_setopkey,615
if_setoptkey,473
if_setopkeyrate,1057
if_setmouseovercursor,515
if_setonclick,416
if_setonhold,79
if_setonrelease,244
if_setonmouseover,842
if_setonmouseleave,1178
if_setondrag,1117
if_setontargetleave,148
if_setonvartransmit,923
if_setontimer,262
if_setonop,978
if_setondragcomplete,957
if_setonclickrepeat,1044
if_setonmouserepeat,960
if_setoninvtransmit,1075
if_setonstattransmit,377
if_setontargetenter,66
if_setonscrollwheel,252
if_setonchattransmit,369
if_setonkey,609
if_setongamepadbutton,450
if_setongamepadbuttonheld,28
if_setongamepadaxis,718
if_setongamepadtrigger,870
if_setonfriendtransmit,490
if_setonclantransmit,130
if_setonmisctransmit,57
if_setondialogabort,530
if_setonsubchange,725
if_setonstocktransmit,801
if_setoncamfinished,812
if_setonresize,459
if_setonvarctransmit,188
if_setonvarcstrtransmit,54
if_setonclansettingstransmit,344
if_setonclanchanneltransmit,367
if_setonvarclantransmit,113
if_setonplayergrouptransmit,286
if_setonplayergroupvarptransmit,1019
if_setoncameraupdatetransmit,1186
if_clearscripthooks,880
if_callonresize,672
if_npc_setcustombodymodel,39
if_npc_setcustomrecol,886
cc_npc_setcustomrecol,1229
mes,1150
return,391
if_close,1079
resume_countdialog,869
resume_namedialog,132
resume_stringdialog,742
abort_dialog,243
opplayer,15
resume_objdialog,488
cc_dragpickup,371
if_opensubclient,353
if_closesubclient,723
mes_typed,1114
setup_messagebox,610
resume_hsldialog,1124
resume_clanforumqfcdialog,621
sound_synth,1258
sound_synth_volume,495
sound_jingle_volume,616
sound_vorbis_volume,1107
sound_speech_volume,806
sound_vorbis_rate,852
email_validation_add_new_address,170
friend_setrank,139
friend_setnotes,796
friend_add,25
friend_del,863
ignore_add,808
ignore_del,1034
ignore_setnotes,375
clan_kickuser,757
clan_joinchat,600
clan_leavechat,983
ignore_add_temp,653
activeclanchannel_kickuser,238
chat_setfilter,1063
chat_sendabusereport,896
chat_setmode,81
chat_sendpublic,1032
chat_sendprivate,1236
activechatphrase_prepare,453
activechatphrase_send,1085
activechatphrase_sendprivate,289
activechatphrase_setdynamicint,82
activechatphrase_setdynamicobj,1000
worldmap_3dview_enable,966
worldmap_3dview_disable,533
worldmap_3dview_setloddistance,1140
worldmap_setcategorypriority,76
worldmap_3dview_settextfont,394
worldmap_disabletextsize,480
worldmap_disabletype,837
worldmap_setzoom,296
worldmap_setmap,209
worldmap_jumptosourcecoord,684
worldmap_jumptodisplaycoord,915
worldmap_setmap_coord_override,474
worldmap_flashelementcategory,824
worldmap_disableelementcategory,75
worldmap_closemap,668
setwindowmode,601
setdefaultwindowmode,193
openurl,248
urlencode,905
spline_new,1169
spline_addpoint,731
quit,585
openurl_nologin,1148
formatminimenu,8
setdefaultcursors,877
sethardcodedopcursors,1189
notify_accountcreated,1101
notify_accountcreatestarted,368
openurl_shim,703
cam_moveto,828
cam_lookat,1196
cam_movealong,43
cam_reset,1254
cam_forceangle,200
cam_inc_x,166
cam_dec_x,46
cam_inc_y,860
cam_dec_y,631
cam_followcoord,949
cam_smoothreset,143
cam2_setlookatmode,112
cam2_setpositionmode,1176
cam2_setdepthplanes,309
cam2_setfieldofview,526
cam2_setlookatpoint_point,747
cam2_setpositionpoint_point,504
cam2_getpositionpoint_point,537
cam2_setlookatentity_player,1192
cam2_setlookatentity_npc,1119
cam2_setpositionentity_player,106
cam2_setpositionentity_npc,567
cam2_setfieldofviewscreen,1104
cam2_removealleffects,642
cam2_setlookatacceleration_axis,340
cam2_setpositionacceleration_axis,1255
cam2_setlookatmaxspeed_axis,1048
cam2_setpositionmaxspeed_axis,711
cam2_setcollisionmode,274
cam2_setpositionpointcollision,845
cam2_updateeffect_ztilt,116
cam2_setlinearmovementmode,607
cam2_setspringproperties,140
cam2_setpositionangularinterpolation,647
cam2_enable,454
cam2_setsnapdistances,1231
cam2_resetsnapdistances,317
cam2_setlookatorientation_vector,152
cam2_setlookatorientation_xrotation,962
cam2_setlookatorientation_yrotation,182
cam2_setlookatorientation_xmovement,115
cam2_setlookatorientation_zmovement,125
cam2_setlookatorientation_maxdistanceclamping,836
login_continue,847
login_resetreply,951
resend_uid_passport_request,167
create_availablerequest,31
create_name_availablerequest,634
create_suggest_name_request,382
create_createrequest,122
create_connectrequest,14
create_step_reached,666
lobby_entergame,1069
lobby_enterlobby,129
lobby_leavelobby,854
create_setunder13,240
login_cancel,1261
lobby_enterlobby_social_network,498
viewport_setfov,1054
viewport_setzoom,1136
viewport_clampfov,793
worldlist_sort,648
worldlist_pingworlds,461
if_triggerop,944
force_interface_drag,552
cancel_interface_drag,644
targetmode_active,1161
targetmode_cancel,297
autosetup_sethigh,563
autosetup_setmedium,386
autosetup_setlow,538
autosetup_setmin,748
autosetup_setcustom,265
autosetup_blackflaglast,765
video_advert_force_remove,895
video_advert_allow_skip,791
bug_report,685
array_sort,1131
cc_find,1022
if_find,993
cc_getx,165
cc_gety,661
cc_getwidth,58
cc_getheight,1213
cc_gethide,749
cc_getlayer,620
cc_getparentlayer,781
cc_getcolour,1202
cc_getscrollx,669
cc_getscrolly,1015
cc_gettext,157
cc_getmodelzoom,674
cc_getmodelangle_x,1250
cc_getmodelangle_z,805
cc_getmodelangle_y,502
cc_gettrans,1029
cc_getmodelxof,693
cc_getmodelyof,26
cc_getgraphic,1094
cc_param,995
cc_get2dangle,387
cc_getmodel,694
cc_getgraphicdimensions,1018
cc_getfontmetrics,146
cc_getinvobject,761
cc_getinvcount,1074
cc_getid,144
cc_gettargetmask,745
cc_getop,574
cc_getopbase,901
if_getx,1095
if_gety,492
if_getwidth,833
if_getheight,823
if_gethide,1120
if_getlayer,1234
if_getparentlayer,971
if_getcolour,1126
if_getscrollx,429
if_getscrolly,1099
if_gettext,655
if_getscrollwidth,449
if_getscrollheight,1084
if_getmodelzoom,217
if_getmodelangle_x,1010
if_getmodelangle_z,1064
if_getmodelangle_y,846
if_gettrans,1195
if_getmodelxof,1170
if_getmodelyof,230
if_getgraphic,686
if_get2dangle,108
if_getmodel,1062
if_getgraphicdimensions,635
if_getfontmetrics,1221
if_getinvobject,517
if_getinvcount,676
if_hassub,413
if_getnextsubid,1046
if_hassubmodal,518
if_hassuboverlay,1039
if_gettargetmask,50
if_getop,497
if_getopbase,619
if_getcharindexatpos,1031
if_getcharposatindex,448
clientclock,522
inv_getobj,1207
inv_getnum,261
inv_total,285
inv_totalcat,471
inv_size,195
inv_stockbase,10
inv_getvar,279
stat,186
stat_base,308
stat_visible_xp,963
stat_base_actual,242
stat_visible_xp_actual,121
facing_fine,1137
coord,1011
coordx,189
coordy,834
coordz,64
coordx_fine,649
coordy_fine,1088
coordz_fine,830
coordlevel_fine,990
movecoord_fine,958
coord_gridtofine,876
map_members,727
map_preload,994
map_loadedpercent,1041
invother_getobj,213
invother_getnum,229
staffmodlevel,785
reboottimer,169
map_world,287
runenergy_visible,99
runweight_visible,1153
playermod,572
playermodlevel,850
playermember,316
comlevel_active,239
gender,11
map_quickchat,1223
inv_freespace,1228
inv_totalparam,5
map_lang,263
movecoord,743
applet_hasfocus,3
frombilling,1206
get_mousex,60
get_mousey,968
get_active_minimenu_entry,249
get_minimenu_length,795
npc_find_active_minimenu_entry,893
get_currentcursor,717
get_mousebuttons,1003
get_minimenu_target,873
enum_string,871
enum,652
enum_hasoutput,630
enum_getoutputcount,198
enum_getreversecount,542
enum_getreverseindex,83
friend_count,1199
friend_getname,332
friend_getworld,1156
friend_getrank,1222
friend_getnotes,1246
friend_getworldflags,1149
friend_test,820
friend_getworldname,300
clan_getchatdisplayname,1242
clan_getchatcount,973
clan_getchatusername,855
clan_getchatuserworld,1165
clan_getchatuserrank,662
clan_getchatminkick,885
clan_getchatrank,596
ignore_count,1219
ignore_getname,472
ignore_getnotes,48
ignore_test,950
clan_isself,539
clan_getchatownername,278
clan_getchatuserworldname,603
friend_platform,908
friend_getslotfromname,98
playercountry,1106
clan_getchatusername_unfiltered,996
ignore_getname_unfiltered,215
friend_is_referrer,370
friend_is_referred,821
activeclansettings_find_listened,486
activeclansettings_find_affined,468
activeclansettings_getclanname,36
activeclansettings_getallowunaffined,695
activeclansettings_getranktalk,561
activeclansettings_getrankkick,932
activeclansettings_getaffinedcount,868
activeclansettings_getaffineddisplayname,298
activeclansettings_getaffinedrank,444
activeclansettings_getbannedcount,595
activeclansettings_getbanneddisplayname,754
activeclansettings_getcurrentowner_slot,1043
activeclansettings_getaffinedslot,23
activeclansettings_getsortedaffinedslot,351
activeclanchannel_find_listened,411
activeclanchannel_find_affined,681
activeclanchannel_getclanname,150
activeclanchannel_getrankkick,924
activeclanchannel_getranktalk,1053
activeclanchannel_getusercount,179
activeclanchannel_getuserdisplayname,1091
activeclanchannel_getuserrank,476
activeclanchannel_getuserworld,658
activeclanchannel_getuserslot,294
activeclanchannel_getsorteduserslot,1260
clanprofile_find,465
stockmarket_getoffertype,1226
stockmarket_getofferitem,1212
stockmarket_getofferprice,1163
stockmarket_getoffercount,71
stockmarket_getoffercompletedcount,955
stockmarket_getoffercompletedgold,961
stockmarket_isofferempty,565
stockmarket_isofferfinished,500
stockmarket_isofferadding,512
add,887
sub,1052
multiply,40
divide,688
random,1098
randominc,403
interpolate,1109
addpercent,97
setbit,578
clearbit,523
testbit,641
modulo,527
pow,96
invpow,1002
and,582
or,131
min,218
max,555
scale,551
random_sound_pitch,439
hsvtorgb,1211
append_num,775
append,1248
append_signnum,221
get_col_tag,233
lowercase,817
fromdate,519
tostring,255
compare,1004
paraheight,1037
parawidth,629
paraline,393
text_switch,618
escape,767
append_char,982
char_isprintable,598
char_isalphanumeric,898
char_isnumeric,1253
string_length,336
substring,74
removetags,680
string_indexof_char,1068
string_indexof_string,1087
char_tolowercase,458
char_touppercase,856
tostring_localised,543
stringwidth,626
string_distance,736
format_datetime_from_minutes,1245
clanforumqfc_tostring,797
oc_name,766
oc_iop,862
oc_cost,734
oc_stackable,290
oc_category,1008
oc_hasvarobj,874
oc_cert,1102
oc_uncert,940
oc_wearpos,32
oc_wearpos2,665
oc_members,715
oc_param,93
oc_icursor,412
oc_find,107
oc_findnext,282
oc_minimenu_colour,1204
nc_param,1209
lc_param,372
struct_param,1017
seqlength,866
bas_getanim_ready,127
chat_getfilter_public,827
chat_gethistory_byuid,445
chat_lastuid,1141
chat_clear,840
chat_getfilter_private,506
chat_playername,72
chat_getfilter_trade,942
chat_getnextuid,779
chat_getprevuid,912
chat_playername_unfiltered,360
chatcat_getdesc,739
chatcat_getsubcatcount,482
chatcat_getsubcat,223
chatcat_getphrasecount,80
chatcat_getphrase,1220
chatphrase_gettext,258
chatphrase_getautoresponsecount,606
chatphrase_getautoresponse,1072
chatcat_getsubcatshortcut,257
chatphrase_getdynamiccommandcount,956
chatphrase_getdynamiccommand,632
chatphrase_getdynamiccommandparam_enum,814
chatphrase_find,207
chatphrase_findnext,752
keyheld_alt,366
keyheld_ctrl,68
keyheld_shift,907
fullscreen_enter,1083
fullscreen_modecount,553
fullscreen_getmode,329
fullscreen_lastmode,883
getwindowmode,1081
getdefaultwindowmode,1257
spline_length,646
minimenuopen,1214
getclipboard,318
has_html5,104
has_nxt,496
cam_getangle_xa,689
cam_getangle_ya,900
cam2_getcontrolmode,325
cam2_getlookatmode,570
cam2_getpositionmode,657
cam2_getpositionentity_angleoffsets,86
cam2_addeffect_shake,1090
cam2_addeffect_ztilt,1035
cam2_isenabled,260
login_reply,1089
login_hoptime,162
login_ban_duration,699
create_reply,49
create_email_validate_reply,650
create_name_validate_reply,580
create_suggest_name_reply,589
create_connect_reply,114
login_disallowresult,591
lobby_entergamereply,319
lobby_enterlobbyreply,1230
userflowflags,605
create_under13,1138
login_last_transfer_reply,163
login_inprogress,964
login_queue_position,701
login_disallowtrigger,1108
login_accountappeal,659
viewport_geteffectivesize,573
viewport_getzoom,825
date_minutes,999
date_runeday,349
date_runeday_fromdate,460
date_runeday_todate,954
date_minutes_fromruneday,633
worldlist_fetch,700
worldlist_start,640
worldlist_next,154
worldlist_switch,917
worldlist_specific,1177
worldlist_specific_thisworld,241
if_gettop,831
mec_text,716
mec_category,1262
mec_param,67
userdetail_quickchat,882
userdetail_lobby_membership,381
userdetail_lobby_unreadmessages,88
userdetail_lobby_lastloginday,1168
userdetail_lobby_emailstatus,952
userdetail_lobby_ccexpiry,333
userdetail_lobby_graceexpiry,283
userdetail_dob,974
userdetail_lobby_playage,1162
autosetup_dosetup,470
autosetup_getlevel,690
video_advert_play,1080
video_advert_has_finished,38
get_npc_vislevel,236
get_entity_screen_position,373
if_get_gamescreen,365
if_set_gamescreen_enabled,671
get_entity_overlay_height,421
get_npc_stat,858
is_npc_active,423
is_targeted_entity,1174
npc_type,417
get_loc_screen_position,147
get_obj_screen_position,670
get_loc_overlay_height,424
get_obj_overlay_height,149
get_loc_bounding_box,420
get_obj_bounding_box,894
get_entity_bounding_box,1235
quest_finished,612
sound_group_start,816
sound_group_stop,593
sound_vorbis_volume_rate_group,1059
preload_percent,928
shader_preload_throttle,73
fps_stats,266
runjavascript,713
worldmap_3dview_active,810
worldmap_3dview_getcoordfine,1012
worldmap_getmap,848
worldmap_getmapname,302
worldmap_getsize,891
worldmap_getdisplayposition,299
worldmap_getconfigorigin,811
worldmap_getconfigbounds,925
worldmap_listelement_start,691
worldmap_listelement_next,401
worldmap_coordinmap,799
worldmap_getconfigzoom,409
worldmap_isloaded,180
worldmap_getdisplaycoord,205
worldmap_getdisableelements,1118
worldmap_getcurrentmap,442
player_group_find,124
player_group_member_count,153
player_group_member_get_same_world_var,569
player_group_member_get_rank,6
player_group_member_get_team,232
player_group_member_get_last_seen_node_id,1005
player_group_member_get_status,433
player_group_member_is_online,89
player_group_member_get_displayname,1172
player_group_member_get_join_xp,485
player_group_member_is_owner,441
player_group_banned_count,1152
player_group_banned_get_displayname,698
player_group_get_displayname,305
player_group_get_max_size,475
player_group_get_overall_status,967
player_group_get_owner_slot,622
ttv_login,225
ttv_login_getstate,277
ttv_logout,1092
ttv_library_getstate,314
ttv_library_request,1130
ttv_stream_getstate,172
ttv_stream_start,379
ttv_stream_stop,935
ttv_stream_settitle,1198
ttv_stream_getviewers,128
ttv_stream_getquality,415
ttv_chat_sendmessage,91
ttv_webcam_supported,1139
ttv_webcam_getdevice_count,202
ttv_webcam_getdevice_byindex,37
ttv_webcam_getdevice_byuniquename,897
ttv_webcam_getcap_count,636
ttv_webcam_getcap_byindex,406
ttv_webcam_getcap_byuniqueid,383
ttv_webcam_start,972
ttv_webcam_stop,61
ttv_webcam_flip,904
ttv_livestreams_update,101
ttv_livestreams_getstream_start,889
ttv_livestreams_getstream_next,389
ttv_hasprerequisites,219
os_ismac,790
os_iswindows,1078
os_islinux,109
os_physicalmemorysize,1060
os_driver_outdated,1123
os_driver_vendor,251
telemetry_get_group_count,1146
telemetry_get_group_index,1182
telemetry_get_group_id,138
telemetry_get_row_count,288
telemetry_get_row_index,997
telemetry_get_row_id,77
telemetry_is_row_pinned,768
telemetry_get_column_count,532
telemetry_get_column_index,776
telemetry_get_column_id,562
telemetry_get_grid_value,611
db_find,466
db_find_with_count,1167
db_findnext,918
db_getfield,176
db_getfieldcount,384
detail_brightness,136
detail_removeroofs_option,1215
detail_grounddecor_on,815
detail_flickering_on,1179
detail_spotshadows_on,462
detail_hardshadows,256
detail_shadowquality,941
detail_lightdetail_high,171
detail_waterdetail_high,1151
detail_fog_on,464
detail_antialiasing,1238
detail_antialiasing_quality,270
detail_stereo,930
detail_soundvol,888
detail_musicvol,361
detail_bgsoundvol,509
detail_removeroofs_option_override,851
detail_particles,440
detail_antialiasing_default,330
detail_buildarea,556
detail_bloom,984
detail_customcursors,575
detail_idleanims,737
detail_groundblending,759
detail_toolkit,758
detail_toolkit_default,310
detail_cpuusage,599
detail_texturing,216
detail_maxscreensize,773
detail_speechvol,933
detail_loginvol,756
detail_loadingscreentype,451
detail_drawdistance,199
detail_skydetail,33
detailget_brightness,729
detailget_removeroofs_option,514
detailget_grounddecor_on,94
detailget_flickering_on,892
detailget_spotshadows_on,735
detailget_hardshadows,428
detailget_shadowquality,1232
detailget_lightdetail_high,528
detailget_waterdetail_high,682
detailget_fog_on,1030
detailget_antialiasing,110
detailget_antialiasing_quality,1147
detailget_stereo,326
detailget_soundvol,911
detailget_musicvol,770
detailget_bgsoundvol,813
detailget_particles,590
detailget_antialiasing_default,222
detailget_bloom,602
detailget_idleanims,135
detailget_groundblending,12
detailget_toolkit,362
detailget_toolkit_default,583
detailget_cpuusage,192
detailget_texturing,513
detailget_maxscreensize,63
detailget_speechvol,1076
detailget_loginvol,1122
detailget_safemode,992
detailget_canchoosesafemode,359
detailget_chosesafemode,929
detailget_skydetail,744
detailget_drawdistance,832
detailcanmod_grounddecor,1164
detailcanmod_spotshadows,712
detailcanmod_hardshadows,250
detailcanmod_shadowquality,628
detailcanmod_waterdetail,304
detailcanmod_antialiasing,399
detailcanmod_antialiasing_quality,254
detailcanmod_particles,175
detailcanmod_buildarea,1244
detailcanmod_bloom,1055
detailcanmod_groundblending,800
detailcanmod_texturing,536
detailcanmod_maxscreensize,1056
detailcanmod_toolkit_default,1175
detailcanmod_skydetail,355
detailcanset_hardshadows,639
detailcanset_shadowquality,29
detailcanset_waterdetail,9
detailcanset_antialiasing_quality,17
detailcanset_particles,937
detailcanset_buildarea,881
detailcanset_bloom,910
detailcanset_texturing,1183
detailcanset_maxscreensize,338
detailcanset_toolkit_default,174
detailcanset_skydetail,970
detail_lightingquality,187
detail_antialiasingmode,557
detail_ambientocclusion,1218
detail_reflections,558
detail_vsync,568
detailget_lightingquality,434
detailget_antialiasingmode,313
detailget_ambientocclusion,571
detailget_reflections,751
detailget_vsync,1180
detailcanmod_lightingquality,660
detailcanmod_antialiasingmode,467
detailcanmod_ambientocclusion,212
detailcanmod_reflections,380
detailcanmod_vsync,1061
detailcanset_lightingquality,998
detailcanset_antialiasingmode,906
detailcanset_ambientocclusion,227
detailcanset_reflections,1187
detailcanset_vsync,1142
autosetup_setultra,969
unknown_command_7,764
unknown_command_8,867
autosetup_dosetupstatus,228
