// Incomplete, bruteforced from opcodes-799-1515.txt and opcodes-800-572.txt
worldmap_getconfigbounds,740
worldmap_listelement_start,530
worldmap_listelement_next,862
worldmap_coordinmap,1126
worldmap_getconfigzoom,259
worldmap_isloaded,134
worldmap_getdisplaycoord,708
worldmap_getdisableelements,226
worldmap_getcurrentmap,928
fullscreen_enter,673
fullscreen_modecount,909
fullscreen_getmode,577
fullscreen_lastmode,825
getwindowmode,1135
getdefaultwindowmode,1115
spline_length,897
minimenuopen,750
getclipboard,722
java_version_supported,1109
has_html5,258
cam_getangle_xa,654
cam_getangle_ya,890
cam2_getcontrolmode,252
cam2_getlookatmode,345
cam2_getpositionmode,1112
cam2_getpositionentity_angleoffsets,542
cam2_addeffect_shake,1005
cam2_addeffect_ztilt,232
cam2_isenabled,634
login_hoptime,790
login_ban_duration,154
create_reply,840
create_email_validate_reply,694
create_name_validate_reply,946
create_suggest_name_reply,1127
create_connect_reply,1017
login_disallowresult,753
lobby_entergamereply,481
lobby_enterlobbyreply,1087
has_signonkey,83
userflowflags,983
create_under13,61
login_last_transfer_reply,658
login_inprogress,1071
login_queue_position,171
login_disallowtrigger,868
login_accountappeal,79
detailget_brightness,365
detailget_removeroofs_option,121
detailget_grounddecor_on,566
detailget_flickering_on,513
detailget_spotshadows_on,995
detailget_hardshadows,505
detailget_lightdetail_high,234
detailget_waterdetail_high,260
detailget_fog_on,588
detailget_antialiasing,621
detailget_antialiasing_quality,986
detailget_stereo,881
detailget_soundvol,191
detailget_musicvol,1049
detailget_bgsoundvol,474
detailget_particles,445
detailget_antialiasing_default,435
detailget_bloom,643
detailget_idleanims,502
detailget_groundblending,967
detailget_toolkit,144
detailget_toolkit_default,675
detailget_cpuusage,52
detailget_texturing,707
detailget_maxscreensize,595
detailget_speechvol,29
detailget_loginvol,455
detailget_safemode,700
detailget_canchoosesafemode,764
detailget_chosesafemode,214
detailget_skydetail,1129
detailget_drawdistance,451
viewport_geteffectivesize,570
date_minutes,810
date_runeday,582
date_runeday_fromdate,103
date_runeday_todate,877
date_minutes_fromruneday,787
worldlist_fetch,686
worldlist_start,293
worldlist_next,187
worldlist_switch,235
worldlist_specific,333
worldlist_specific_thisworld,76
mec_text,1131
userdetail_quickchat,861
userdetail_lobby_membership,174
userdetail_lobby_recoveryday,1058
userdetail_lobby_unreadmessages,486
userdetail_lobby_lastloginday,996
userdetail_lobby_emailstatus,562
userdetail_lobby_ccexpiry,415
userdetail_lobby_graceexpiry,1042
userdetail_dob,432
userdetail_lobby_playage,1051
autosetup_dosetup,1097
autosetup_getlevel,75
video_advert_play,219
video_advert_has_finished,369
boost_advert_exists,256
boost_advert_available,763
detailcanmod_grounddecor,953
detailcanmod_spotshadows,166
detailcanmod_hardshadows,599
detailcanmod_antialiasing,459
detailcanmod_antialiasing_quality,468
detailcanmod_particles,32
detailcanmod_buildarea,292
detailcanmod_bloom,1080
detailcanmod_groundblending,336
detailcanmod_texturing,1141
detailcanmod_maxscreensize,24
detailcanmod_toolkit_default,201
detailcanmod_skydetail,454
detailcanset_antialiasing_quality,682
detailcanset_particles,128
detailcanset_buildarea,139
detailcanset_maxscreensize,873
detailcanset_toolkit_default,611
detailcanset_skydetail,1096
get_npc_vislevel,216
get_entity_screen_position,800
if_get_gamescreen,124
if_set_gamescreen_enabled,264
get_entity_overlay_height,802
get_npc_stat,403
is_targeted_entity,639
npc_type,980
get_loc_screen_position,901
get_obj_screen_position,10
get_loc_overlay_height,765
get_obj_overlay_height,155
get_loc_bounding_box,806
get_obj_bounding_box,202
get_entity_bounding_box,911
quest_finished,923
sound_group_start,358
sound_group_stop,318
sound_vorbis_volume_rate_group,372
preload_percent,1094
shader_preload_throttle,47
fps_stats,535
runjavascript,647
