// Incomplete, bruteforced from opcodes-794-1233.txt and opcodes-796-1038.txt and opcodes-795-513.txt
push_var,259
pop_var,1051
push_varbit,752
pop_varbit,887
push_constant_string,366
branch,705
branch_not,1047
branch_equals,53
branch_less_than,210
branch_greater_than,690
branch_less_than_or_equals,256
branch_greater_than_or_equals,129
push_int_local,465
pop_int_local,451
push_string_local,455
pop_string_local,181
join_string,1006
pop_int_discard,442
pop_string_discard,562
gosub_with_params,863
define_array,854
push_array_int,767
pop_array_int,829
switch,497
push_long_local,338
long_branch_not,704
cc_create,1015
cc_delete,565
cc_deleteall,635
if_sendtofront,750
if_sendtoback,447
cc_sendtofront,780
cc_sendtoback,605
if_resume_pausebutton,586
baseidkit,499
basecolour,371
setobj,295
cc_setposition,592
cc_setsize,265
cc_sethide,963
cc_setaspect,745
cc_setnoclickthrough,1096
cc_setscrollpos,320
cc_setcolour,907
cc_setfill,645
cc_settrans,1098
cc_setlinewid,85
cc_setgraphic,157
cc_set2dangle,517
cc_settiling,1002
cc_setmodel,301
cc_setmodelangle,968
cc_setmodelanim,161
cc_setmodelorthog,725
cc_settext,939
cc_settextfont,37
cc_settextalign,1137
cc_settextshadow,972
cc_setoutline,925
cc_setgraphicshadow,941
cc_setvflip,200
cc_sethflip,81
cc_setscrollsize,712
cc_setalpha,773
cc_setmodelzoom,816
cc_setlinedirection,324
cc_setmaxlines,1085
cc_setparam_int,230
cc_setparam_string,589
cc_setretex,236
cc_setparam,109
cc_setclickmask,131
cc_setobject,182
cc_setnpchead,727
cc_setplayerhead_self,1109
cc_setnpcmodel,250
cc_setobject_nonum,311
cc_setlinkfriend,696
cc_setobject_wearcol,209
cc_setplayermodel_self,392
cc_setobject_alwaysnum,105
cc_setop,987
cc_setdraggable,751
cc_setdragrenderbehaviour,523
cc_setdragdeadzone,32
cc_setdragdeadtime,661
cc_setopbase,87
cc_settargetverb,64
cc_clearops,866
cc_settargetcursors,203
cc_setopcursor,709
cc_setpausetext,362
cc_settargetopcursor,1144
cc_setopkey,959
cc_setoptkey,983
cc_setopkeyignoreheld,521
cc_setoptkeyignoreheld,386
cc_setmouseovercursor,1001
cc_setonclick,347
cc_setonhold,656
cc_setonrelease,1056
cc_setonmouseover,343
cc_setonmouseleave,505
cc_setondrag,509
cc_setontargetleave,79
cc_setonvartransmit,573
cc_setontimer,1052
cc_setonop,832
cc_setondragcomplete,1095
cc_setonmouserepeat,377
cc_setoninvtransmit,189
cc_setonstattransmit,536
cc_setontargetenter,777
cc_setonscrollwheel,225
cc_setonmisctransmit,1007
cc_setonvarctransmit,117
cc_setonvarcstrtransmit,911
cc_clearscripthooks,1061
if_setposition,348
if_setsize,446
if_sethide,391
if_setnoclickthrough,51
if_setscrollpos,267
if_setcolour,741
