// Incomplete, bruteforced from opcodes-877-1518.txt
if_setobject_alwaysnum,1266
if_setop,750
if_setdraggable,1011
if_setdragrenderbehaviour,762
if_setdragdeadzone,490
if_setdragdeadtime,894
if_setopbase,86
if_settargetverb,1148
if_clearops,1065
if_settargetcursors,14
if_setopcursor,945
if_setpausetext,533
if_setopkey,882
if_setoptkey,454
if_setopkeyrate,377
if_setmouseovercursor,66
if_setonclick,972
if_setonhold,346
if_setonrelease,591
if_setonmouseover,1002
if_setonmouseleave,880
if_setondrag,994
if_setontargetleave,1015
if_setonvartransmit,966
if_setontimer,695
if_setonop,150
if_setondragcomplete,433
if_setonclickrepeat,749
if_setonmouserepeat,119
if_setoninvtransmit,691
if_setonstattransmit,554
if_setontargetenter,1238
if_setonscrollwheel,1207
if_setonchattransmit,857
if_setonkey,53
if_setongamepadbutton,891
if_setongamepadbuttonheld,875
if_setongamepadaxis,64
if_setongamepadtrigger,617
if_setonfriendtransmit,909
if_setonclantransmit,543
if_setonmisctransmit,774
if_setondialogabort,1122
if_setonsubchange,476
if_setonstocktransmit,1210
if_setoncamfinished,693
if_setonresize,144
if_setonvarctransmit,261
if_setonvarcstrtransmit,594
if_setonclansettingstransmit,1024
if_setonclanchanneltransmit,611
if_setonvarclantransmit,442
if_setonplayergrouptransmit,424
if_setonplayergroupvarptransmit,223
if_setoncameraupdatetransmit,470
if_clearscripthooks,360
if_callonresize,649
if_npc_setcustombodymodel,603
if_npc_setcustomrecol,743
cc_npc_setcustomrecol,82
mes,574
return,1239
if_close,192
resume_countdialog,534
resume_namedialog,735
resume_stringdialog,638
abort_dialog,1235
opplayer,141
resume_objdialog,452
cc_dragpickup,413
if_opensubclient,376
if_closesubclient,919
mes_typed,123
setup_messagebox,290
resume_hsldialog,443
resume_clanforumqfcdialog,927
sound_synth,365
sound_synth_volume,35
sound_jingle_volume,877
sound_vorbis_volume,816
sound_speech_volume,1145
sound_vorbis_rate,421
email_validation_add_new_address,568
friend_setrank,502
friend_setnotes,1252
friend_add,138
friend_del,565
ignore_add,381
ignore_del,477
ignore_setnotes,911
clan_kickuser,906
clan_joinchat,258
clan_leavechat,1076
ignore_add_temp,1045
activeclanchannel_kickuser,301
chat_setfilter,828
chat_sendabusereport,406
chat_setmode,1020
chat_sendpublic,1248
chat_sendprivate,968
activechatphrase_prepare,1107
activechatphrase_send,1245
activechatphrase_sendprivate,737
activechatphrase_setdynamicint,931
activechatphrase_setdynamicobj,973
worldmap_3dview_enable,497
worldmap_3dview_disable,989
worldmap_3dview_setloddistance,732
worldmap_setcategorypriority,888
worldmap_3dview_settextfont,63
worldmap_disabletextsize,27
worldmap_disabletype,527
worldmap_setzoom,753
worldmap_setmap,426
worldmap_jumptosourcecoord,1029
worldmap_jumptodisplaycoord,798
worldmap_setmap_coord_override,705
worldmap_flashelementcategory,45
worldmap_disableelementcategory,364
worldmap_closemap,703
setwindowmode,546
setdefaultwindowmode,881
openurl,34
urlencode,736
spline_new,353
spline_addpoint,814
quit,531
openurl_nologin,183
formatminimenu,429
setdefaultcursors,657
sethardcodedopcursors,254
notify_accountcreated,900
notify_accountcreatestarted,825
openurl_shim,536
cam_moveto,1071
cam_lookat,1244
cam_movealong,793
cam_reset,1186
cam_forceangle,942
cam_inc_x,506
cam_dec_x,387
cam_inc_y,1008
cam_dec_y,190
cam_followcoord,362
cam_smoothreset,845
cam2_setlookatmode,937
cam2_setpositionmode,1202
cam2_setdepthplanes,1215
cam2_setfieldofview,673
cam2_setlookatpoint_point,868
cam2_setpositionpoint_point,1037
cam2_getpositionpoint_point,50
cam2_setlookatentity_player,538
cam2_setlookatentity_npc,1041
cam2_setpositionentity_player,1030
cam2_setpositionentity_npc,835
cam2_setfieldofviewscreen,1134
cam2_removealleffects,794
cam2_setlookatacceleration_axis,281
cam2_setpositionacceleration_axis,289
cam2_setlookatmaxspeed_axis,1211
cam2_setpositionmaxspeed_axis,337
cam2_setcollisionmode,378
cam2_setpositionpointcollision,1237
cam2_updateeffect_ztilt,310
cam2_setlinearmovementmode,210
cam2_setspringproperties,1196
cam2_setpositionangularinterpolation,157
cam2_enable,1043
cam2_setsnapdistances,17
cam2_resetsnapdistances,1146
cam2_setlookatorientation_vector,167
cam2_setlookatorientation_xrotation,784
cam2_setlookatorientation_yrotation,540
cam2_setlookatorientation_xmovement,149
cam2_setlookatorientation_zmovement,761
cam2_setlookatorientation_maxdistanceclamping,467
login_continue,122
login_resetreply,781
resend_uid_passport_request,1121
create_availablerequest,321
create_name_availablerequest,721
create_suggest_name_request,923
create_createrequest,1110
create_connectrequest,922
create_step_reached,194
lobby_entergame,412
lobby_enterlobby,742
lobby_leavelobby,747
create_setunder13,586
login_cancel,1243
lobby_enterlobby_social_network,494
viewport_setfov,953
viewport_setzoom,813
viewport_clampfov,1166
worldlist_sort,962
worldlist_pingworlds,580
if_triggerop,369
force_interface_drag,739
cancel_interface_drag,566
targetmode_active,1032
targetmode_cancel,587
autosetup_sethigh,670
autosetup_setmedium,807
autosetup_setlow,1217
autosetup_setmin,782
autosetup_setcustom,103
autosetup_blackflaglast,175
video_advert_force_remove,1156
video_advert_allow_skip,230
bug_report,522
array_sort,440
cc_find,462
if_find,532
cc_getx,1216
cc_gety,1113
cc_getwidth,1223
cc_getheight,1171
cc_gethide,1053
cc_getlayer,897
cc_getparentlayer,415
cc_getcolour,205
cc_getscrollx,400
cc_getscrolly,29
cc_gettext,758
cc_getmodelzoom,460
cc_getmodelangle_x,980
cc_getmodelangle_z,361
cc_getmodelangle_y,1201
cc_gettrans,47
cc_getmodelxof,288
cc_getmodelyof,1147
cc_getgraphic,390
cc_param,987
cc_get2dangle,351
cc_getgraphicdimensions,79
cc_getfontmetrics,905
cc_getinvobject,509
cc_getinvcount,1214
cc_getid,244
cc_gettargetmask,602
cc_getop,956
cc_getopbase,623
if_getx,1240
if_gety,689
if_getwidth,1088
if_getheight,1086
if_gethide,349
if_getlayer,155
if_getparentlayer,132
if_getcolour,883
if_getscrollx,790
if_getscrolly,266
if_gettext,772
if_getscrollwidth,848
if_getscrollheight,686
if_getmodelzoom,815
if_getmodelangle_x,1018
if_getmodelangle_z,700
if_getmodelangle_y,1073
if_gettrans,129
if_getmodelxof,949
if_getmodelyof,285
if_getgraphic,1090
if_get2dangle,275
if_getmodel,445
if_getgraphicdimensions,826
if_getfontmetrics,67
if_getinvobject,575
if_getinvcount,334
if_hassub,1039
if_getnextsubid,933
if_hassubmodal,1218
if_hassuboverlay,55
if_gettargetmask,898
if_getop,801
if_getopbase,518
if_getcharindexatpos,606
if_getcharposatindex,10
clientclock,687
inv_getobj,697
inv_getnum,492
inv_total,817
inv_totalcat,925
inv_size,151
inv_stockbase,255
inv_getvar,598
stat,711
stat_base,688
stat_visible_xp,363
stat_base_actual,1059
stat_visible_xp_actual,423
facing_fine,614
coord,21
coordx,105
coordy,8
coordz,295
coordx_fine,726
coordy_fine,756
coordz_fine,70
coordlevel_fine,716
movecoord_fine,918
coord_gridtofine,724
map_members,860
map_preload,98
map_loadedpercent,1222
invother_getobj,211
invother_getnum,193
staffmodlevel,830
reboottimer,508
map_world,131
runenergy_visible,854
runweight_visible,984
playermod,1161
playermodlevel,62
playermember,366
comlevel_active,663
gender,954
map_quickchat,80
inv_freespace,1190
inv_totalparam,746
map_lang,627
movecoord,1181
applet_hasfocus,438
frombilling,1052
get_mousex,1150
get_mousey,1231
get_active_minimenu_entry,3
get_minimenu_length,20
npc_find_active_minimenu_entry,206
get_currentcursor,270
get_mousebuttons,309
get_minimenu_target,243
enum_string,18
enum,248
enum_hasoutput,329
enum_getoutputcount,458
enum_getreversecount,1089
enum_getreverseindex,513
friend_count,529
friend_getname,410
friend_getworld,315
friend_getrank,147
friend_getnotes,156
friend_getworldflags,997
friend_test,1012
friend_getworldname,1192
clan_getchatdisplayname,787
clan_getchatcount,537
clan_getchatusername,392
clan_getchatuserworld,779
clan_getchatuserrank,827
clan_getchatminkick,702
clan_getchatrank,154
ignore_count,582
ignore_getname,947
ignore_getnotes,200
ignore_test,1136
clan_isself,718
clan_getchatownername,847
clan_getchatuserworldname,1063
friend_platform,1067
friend_getslotfromname,767
playercountry,965
clan_getchatusername_unfiltered,1212
ignore_getname_unfiltered,46
friend_is_referrer,165
friend_is_referred,303
activeclansettings_find_listened,114
activeclansettings_find_affined,298
activeclansettings_getclanname,455
activeclansettings_getallowunaffined,910
activeclansettings_getranktalk,512
activeclansettings_getrankkick,118
activeclansettings_getaffinedcount,394
activeclansettings_getaffineddisplayname,887
activeclansettings_getaffinedrank,419
activeclansettings_getbannedcount,720
activeclansettings_getbanneddisplayname,296
activeclansettings_getcurrentowner_slot,246
activeclansettings_getaffinedslot,759
activeclansettings_getsortedaffinedslot,422
activeclanchannel_find_listened,373
activeclanchannel_find_affined,1230
activeclanchannel_getclanname,1070
activeclanchannel_getrankkick,1169
activeclanchannel_getranktalk,172
activeclanchannel_getusercount,696
activeclanchannel_getuserdisplayname,109
activeclanchannel_getuserrank,54
activeclanchannel_getuserworld,461
activeclanchannel_getuserslot,43
activeclanchannel_getsorteduserslot,996
clanprofile_find,135
stockmarket_getoffertype,914
stockmarket_getofferitem,1111
stockmarket_getofferprice,1229
stockmarket_getoffercount,280
stockmarket_getoffercompletedcount,1139
stockmarket_getoffercompletedgold,655
stockmarket_isofferempty,1182
stockmarket_isofferfinished,958
stockmarket_isofferadding,804
add,1009
sub,514
multiply,1273
divide,1068
random,1265
randominc,584
interpolate,457
addpercent,640
setbit,577
clearbit,19
testbit,220
modulo,221
pow,1035
invpow,681
and,26
or,948
min,647
max,719
scale,319
random_sound_pitch,148
hsvtorgb,685
append_num,560
append,902
append_signnum,612
get_col_tag,207
lowercase,1010
fromdate,983
tostring,28
compare,832
paraheight,1083
parawidth,38
paraline,409
text_switch,541
escape,249
append_char,500
char_isprintable,912
char_isalphanumeric,37
char_isnumeric,61
string_length,1183
substring,780
removetags,340
string_indexof_char,624
string_indexof_string,855
char_tolowercase,287
char_touppercase,1140
tostring_localised,68
stringwidth,861
string_distance,1087
format_datetime_from_minutes,1253
clanforumqfc_tostring,201
oc_name,938
oc_iop,974
oc_cost,152
oc_stackable,805
oc_category,642
oc_hasvarobj,895
oc_cert,1057
oc_uncert,515
oc_wearpos,464
oc_wearpos2,395
oc_members,1104
oc_param,483
oc_icursor,294
oc_find,58
oc_findnext,618
oc_minimenu_colour,104
nc_param,932
lc_param,1184
struct_param,1213
seqlength,282
bas_getanim_ready,140
chat_getfilter_public,727
chat_gethistory_byuid,520
chat_lastuid,276
chat_clear,664
chat_getfilter_private,712
chat_playername,115
chat_getfilter_trade,1165
chat_getnextuid,485
chat_getprevuid,1159
chat_playername_unfiltered,1269
chatcat_getdesc,1194
chatcat_getsubcatcount,116
chatcat_getsubcat,1102
chatcat_getphrasecount,345
chatcat_getphrase,336
chatphrase_gettext,1185
chatphrase_getautoresponsecount,871
chatphrase_getautoresponse,308
chatcat_getsubcatshortcut,416
chatphrase_getdynamiccommandcount,1141
chatphrase_getdynamiccommand,447
chatphrase_getdynamiccommandparam_enum,675
chatphrase_find,557
chatphrase_findnext,76
keyheld_alt,48
keyheld_ctrl,316
keyheld_shift,379
fullscreen_enter,800
fullscreen_modecount,1187
fullscreen_getmode,1271
fullscreen_lastmode,1209
getwindowmode,988
getdefaultwindowmode,886
spline_length,160
minimenuopen,1109
getclipboard,469
has_html5,471
has_nxt,977
cam_getangle_xa,293
cam_getangle_ya,318
cam2_getcontrolmode,188
cam2_getlookatmode,420
cam2_getpositionmode,824
cam2_getpositionentity_angleoffsets,729
cam2_addeffect_shake,823
cam2_addeffect_ztilt,709
cam2_isenabled,317
login_reply,121
login_hoptime,234
login_ban_duration,24
create_reply,202
create_email_validate_reply,31
create_name_validate_reply,352
create_suggest_name_reply,239
create_connect_reply,327
login_disallowresult,1013
lobby_entergamereply,242
lobby_enterlobbyreply,643
userflowflags,127
create_under13,542
login_last_transfer_reply,651
login_inprogress,570
login_queue_position,77
login_disallowtrigger,1044
login_accountappeal,819
viewport_geteffectivesize,539
viewport_getzoom,2
date_minutes,112
date_runeday,493
date_runeday_fromdate,976
date_runeday_todate,733
date_minutes_fromruneday,71
worldlist_fetch,486
worldlist_start,436
worldlist_next,993
worldlist_switch,588
worldlist_specific,1180
worldlist_specific_thisworld,1257
if_gettop,1168
mec_text,1093
mec_category,615
mec_param,846
userdetail_quickchat,52
userdetail_lobby_membership,204
userdetail_lobby_unreadmessages,1099
userdetail_lobby_lastloginday,95
userdetail_lobby_emailstatus,776
userdetail_lobby_ccexpiry,862
userdetail_lobby_graceexpiry,1072
userdetail_dob,325
userdetail_lobby_playage,371
autosetup_dosetup,707
autosetup_getlevel,917
video_advert_play,291
video_advert_has_finished,605
get_npc_vislevel,203
get_entity_screen_position,81
if_get_gamescreen,1014
if_set_gamescreen_enabled,1155
get_entity_overlay_height,1234
get_npc_stat,232
is_npc_active,496
is_targeted_entity,304
npc_type,939
get_loc_screen_position,1254
get_obj_screen_position,83
get_loc_overlay_height,791
get_obj_overlay_height,844
get_loc_bounding_box,1274
get_obj_bounding_box,427
get_entity_bounding_box,108
quest_finished,1176
sound_group_start,1130
sound_group_stop,1233
sound_vorbis_volume_rate_group,1069
preload_percent,1135
shader_preload_throttle,963
fps_stats,489
runjavascript,969
worldmap_3dview_active,864
worldmap_3dview_getcoordfine,985
worldmap_getmap,834
worldmap_getmapname,579
worldmap_getsize,341
worldmap_getdisplayposition,1078
worldmap_getconfigorigin,101
worldmap_getconfigbounds,453
worldmap_listelement_start,778
worldmap_listelement_next,995
worldmap_coordinmap,177
worldmap_getconfigzoom,632
worldmap_isloaded,561
worldmap_getdisplaycoord,142
worldmap_getdisableelements,1219
worldmap_getcurrentmap,344
player_group_find,120
player_group_member_count,1049
player_group_member_get_same_world_var,748
player_group_member_get_rank,1060
player_group_member_get_team,1137
player_group_member_get_last_seen_node_id,1094
player_group_member_get_status,552
player_group_member_is_online,752
player_group_member_get_displayname,1173
player_group_member_get_join_xp,769
player_group_member_is_owner,662
player_group_banned_count,569
player_group_banned_get_displayname,370
player_group_get_displayname,391
player_group_get_max_size,199
player_group_get_overall_status,1118
player_group_get_owner_slot,330
ttv_login,926
ttv_login_getstate,314
ttv_logout,1096
ttv_library_getstate,1138
ttv_library_request,544
ttv_stream_getstate,1189
ttv_stream_start,480
ttv_stream_stop,328
ttv_stream_settitle,179
ttv_stream_getviewers,694
ttv_stream_getquality,463
ttv_chat_sendmessage,495
ttv_webcam_supported,653
ttv_webcam_getdevice_count,754
ttv_webcam_getdevice_byindex,998
ttv_webcam_getdevice_byuniquename,441
ttv_webcam_getcap_count,209
ttv_webcam_getcap_byindex,1019
ttv_webcam_getcap_byuniqueid,227
ttv_webcam_start,838
ttv_webcam_stop,609
ttv_webcam_flip,878
ttv_livestreams_update,885
ttv_livestreams_getstream_start,940
ttv_livestreams_getstream_next,683
ttv_hasprerequisites,620
os_ismac,143
os_iswindows,1077
os_islinux,94
os_physicalmemorysize,233
os_driver_outdated,684
os_driver_vendor,1114
telemetry_get_group_count,1123
telemetry_get_group_index,530
telemetry_get_group_id,1051
telemetry_get_row_count,526
telemetry_get_row_index,812
telemetry_get_row_id,41
telemetry_is_row_pinned,252
telemetry_get_column_count,161
telemetry_get_column_index,1221
telemetry_get_column_id,959
telemetry_get_grid_value,482
db_find,273
db_find_with_count,128
db_findnext,654
db_getfield,1036
db_getfieldcount,1258
detail_brightness,722
detail_removeroofs_option,907
detail_grounddecor_on,837
detail_flickering_on,1023
detail_spotshadows_on,88
detail_hardshadows,1263
detail_shadowquality,585
detail_lightdetail_high,755
detail_waterdetail_high,269
detail_fog_on,59
detail_antialiasing,126
detail_antialiasing_quality,1178
detail_stereo,1251
detail_soundvol,386
detail_musicvol,971
detail_bgsoundvol,214
detail_removeroofs_option_override,590
detail_particles,1261
detail_antialiasing_default,583
detail_buildarea,677
detail_bloom,411
detail_customcursors,1264
detail_idleanims,795
detail_groundblending,1241
detail_toolkit,928
detail_toolkit_default,1006
detail_cpuusage,382
detail_texturing,32
detail_maxscreensize,130
detail_speechvol,1026
detail_loginvol,1017
detail_loadingscreentype,90
detail_drawdistance,491
detail_skydetail,198
detailget_brightness,292
detailget_removeroofs_option,811
detailget_grounddecor_on,626
detailget_flickering_on,730
detailget_spotshadows_on,448
detailget_hardshadows,231
detailget_shadowquality,418
detailget_lightdetail_high,630
detailget_waterdetail_high,879
detailget_fog_on,704
detailget_antialiasing,628
detailget_antialiasing_quality,952
detailget_stereo,208
detailget_soundvol,218
detailget_musicvol,934
detailget_bgsoundvol,1152
detailget_particles,829
detailget_antialiasing_default,929
detailget_bloom,863
detailget_idleanims,1232
detailget_groundblending,1075
detailget_toolkit,65
detailget_toolkit_default,715
detailget_cpuusage,713
detailget_texturing,1129
detailget_maxscreensize,44
detailget_speechvol,690
detailget_loginvol,313
detailget_safemode,498
detailget_canchoosesafemode,1177
detailget_chosesafemode,1100
detailget_skydetail,1085
detailget_drawdistance,15
detailcanmod_grounddecor,343
detailcanmod_spotshadows,604
detailcanmod_hardshadows,185
detailcanmod_shadowquality,597
detailcanmod_waterdetail,936
detailcanmod_antialiasing,717
detailcanmod_antialiasing_quality,1162
detailcanmod_particles,472
detailcanmod_buildarea,136
detailcanmod_bloom,841
detailcanmod_groundblending,389
detailcanmod_texturing,990
detailcanmod_maxscreensize,125
detailcanmod_toolkit_default,893
detailcanmod_skydetail,271
detailcanset_hardshadows,1028
detailcanset_shadowquality,468
detailcanset_waterdetail,1027
detailcanset_antialiasing_quality,820
detailcanset_particles,354
detailcanset_buildarea,796
detailcanset_bloom,573
detailcanset_texturing,93
detailcanset_maxscreensize,1259
detailcanset_toolkit_default,899
detailcanset_skydetail,212
detail_lightingquality,1197
detail_antialiasingmode,1058
detail_ambientocclusion,920
detail_reflections,556
detail_vsync,173
detail_anisotropicfiltering,451
detail_volumetriclighting,915
detailget_lightingquality,501
detailget_antialiasingmode,404
detailget_ambientocclusion,641
detailget_reflections,874
detailget_vsync,818
detailget_anisotropicfiltering,176
detailget_volumetriclighting,1025
detailcanmod_lightingquality,549
detailcanmod_antialiasingmode,474
detailcanmod_ambientocclusion,431
detailcanmod_reflections,836
detailcanmod_vsync,84
detailcanmod_anisotropicfiltering,723
detailcanmod_volumetriclighting,449
detailcanset_lightingquality,504
detailcanset_antialiasingmode,1004
detailcanset_ambientocclusion,679
detailcanset_reflections,1174
detailcanset_vsync,558
detailcanset_anisotropicfiltering,9
detailcanset_volumetriclighting,36
autosetup_setultra,1200
unknown_command_7,1003
unknown_command_8,884
autosetup_dosetupstatus,1115
