// Incomplete, bruteforced from opcodes-871-1156.txt and opcodes-910-1730.txt
push_var,413
pop_var,730
push_varbit,60
pop_varbit,1087
push_constant_string,109
branch,690
branch_not,446
branch_equals,564
branch_less_than,1065
branch_greater_than,235
branch_less_than_or_equals,325
branch_greater_than_or_equals,393
push_int_local,1185
pop_int_local,259
push_string_local,106
pop_string_local,180
join_string,1100
pop_int_discard,1123
pop_string_discard,646
gosub_with_params,577
define_array,637
push_array_int,578
pop_array_int,81
switch,286
push_long_local,1068
long_branch_not,134
cc_create,1127
cc_delete,1149
cc_deleteall,332
if_sendtofront,1195
if_sendtoback,985
cc_sendtofront,250
cc_sendtoback,989
if_resume_pausebutton,496
cc_resume_pausebutton,753
baseidkit,1241
basecolour,247
setobj,21
cc_setposition,1191
cc_setsize,454
cc_sethide,724
cc_setaspect,1034
cc_setnoclickthrough,1202
cc_setscrollpos,684
cc_setcolour,245
cc_setfill,152
cc_settrans,872
cc_setlinewid,405
cc_setgraphic,249
cc_set2dangle,572
cc_settiling,3
cc_setmodel,299
cc_setmodelangle,689
cc_setmodelanim,663
cc_settext,314
cc_settextfont,691
cc_settextalign,355
cc_settextshadow,1236
cc_setoutline,432
cc_setgraphicshadow,194
cc_setvflip,1109
cc_sethflip,846
cc_setscrollsize,291
cc_setalpha,600
cc_setmodelzoom,574
cc_setlinedirection,873
cc_setmaxlines,1162
cc_setparam_int,644
cc_setparam_string,505
cc_setretex,1152
cc_setparam,465
cc_setclickmask,350
cc_setobject,1145
cc_setnpchead,782
cc_setplayerhead_self,218
cc_setnpcmodel,1234
cc_setobject_nonum,1111
cc_setlinkfriend,425
cc_setlinkfriendchat,536
cc_setlinkplayergroup,450
cc_setlinkactiveclanchannel,1203
cc_resetlinkplayer,1018
cc_setobject_wearcol,858
cc_setplayermodel_self,619
cc_setobject_alwaysnum,647
cc_setop,381
cc_setdraggable,554
cc_setdragrenderbehaviour,1211
cc_setdragdeadzone,915
cc_setdragdeadtime,479
cc_setopbase,1250
cc_settargetverb,504
cc_clearops,1148
cc_settargetcursors,1228
cc_setopcursor,59
cc_setpausetext,742
cc_settargetopcursor,173
cc_setopkey,758
cc_setoptkey,1237
cc_setopkeyrate,584
cc_setopkeyignoreheld,133
cc_setoptkeyignoreheld,1181
cc_setmouseovercursor,136
cc_setonclick,958
cc_setonhold,1099
cc_setonrelease,1061
cc_setonmouseover,623
cc_setonmouseleave,752
cc_setondrag,1200
cc_setontargetleave,890
cc_setonvartransmit,154
cc_setontimer,455
cc_setonop,1231
cc_setondragcomplete,906
cc_setonclickrepeat,302
cc_setonmouserepeat,974
cc_setoninvtransmit,1076
cc_setonstattransmit,284
cc_setontargetenter,120
cc_setonscrollwheel,1209
cc_setonmisctransmit,1227
cc_setonvarctransmit,482
cc_setonvarcstrtransmit,633
cc_clearscripthooks,94
if_setposition,326
if_setsize,1172
if_sethide,290
if_setnoclickthrough,665
if_setscrollpos,1064
if_setcolour,965
if_setfill,1188
if_settrans,1047
if_setgraphic,639
if_set2dangle,781
if_settiling,19
if_setmodel,1221
if_setmodelangle,331
if_setmodelanim,601
if_setmodelorthog,573
if_setmodeltint,832
if_setmodellighting,387
if_settext,642
if_settextfont,481
if_settextalign,168
if_settextshadow,206
if_settextantimacro,196
if_setoutline,842
if_setgraphicshadow,171
if_setvflip,1077
if_sethflip,1104
if_setscrollsize,773
if_setmodelzoom,222
if_setlinedirection,1114
if_setmaxlines,571
if_setparam_int,260
if_setparam_string,847
if_setrecol,193
if_setretex,28
if_setclickmask,775
if_setobject,1190
if_setnpchead,716
if_setnpcmodel,400
if_setobject_nonum,917
if_setplayermodel_self,1214
if_setobject_alwaysnum,553
if_setop,399
if_setdraggable,510
if_setdragrenderbehaviour,518
if_setdragdeadzone,489
if_setdragdeadtime,560
if_setopbase,722
if_settargetverb,702
if_clearops,428
if_settargetcursors,1137
if_setopcursor,1049
if_setpausetext,468
if_setopkey,612
if_setoptkey,1216
if_setopkeyrate,1193
if_setmouseovercursor,335
if_setonclick,118
if_setonhold,509
if_setonrelease,549
if_setonmouseover,71
if_setonmouseleave,555
if_setondrag,8
if_setontargetleave,278
if_setonvartransmit,73
if_setontimer,1010
if_setonop,606
if_setondragcomplete,869
if_setonclickrepeat,148
if_setonmouserepeat,1013
if_setoninvtransmit,911
if_setonstattransmit,979
if_setontargetenter,566
if_setonscrollwheel,1154
if_setonchattransmit,964
if_setonkey,1143
if_setongamepadbutton,217
if_setongamepadbuttonheld,231
if_setongamepadaxis,113
if_setongamepadtrigger,1
if_setonfriendtransmit,271
if_setonclantransmit,1235
if_setonmisctransmit,1041
if_setondialogabort,520
if_setonsubchange,319
if_setonstocktransmit,901
if_setoncamfinished,939
if_setonresize,255
if_setonvarctransmit,1177
if_setonvarcstrtransmit,140
if_setonclansettingstransmit,354
if_setonclanchanneltransmit,269
if_setonvarclantransmit,419
if_setonplayergrouptransmit,1260
if_setonplayergroupvarptransmit,1011
if_setoncameraupdatetransmit,449
if_clearscripthooks,1056
if_callonresize,596
if_npc_setcustombodymodel,48
if_npc_setcustomrecol,1070
cc_npc_setcustomrecol,220
mes,551
return,1086
if_close,680
resume_countdialog,353
resume_namedialog,957
resume_stringdialog,463
abort_dialog,614
opplayer,905
resume_objdialog,50
cc_dragpickup,205
if_opensubclient,593
if_closesubclient,931
mes_typed,671
setup_messagebox,1029
resume_hsldialog,1031
resume_clanforumqfcdialog,652
sound_synth,311
sound_synth_volume,361
sound_jingle_volume,1229
sound_vorbis_volume,253
sound_speech_volume,1242
sound_vorbis_rate,379
email_validation_add_new_address,970
friend_setrank,216
friend_setnotes,474
friend_add,968
friend_del,150
ignore_add,728
ignore_del,165
ignore_setnotes,591
clan_kickuser,1025
clan_joinchat,1136
clan_leavechat,1166
ignore_add_temp,310
activeclanchannel_kickuser,103
chat_setfilter,1044
chat_sendabusereport,414
chat_setmode,64
chat_sendpublic,617
chat_sendprivate,772
activechatphrase_prepare,661
activechatphrase_send,388
activechatphrase_sendprivate,1081
activechatphrase_setdynamicint,882
activechatphrase_setdynamicobj,796
worldmap_3dview_enable,561
worldmap_3dview_disable,816
worldmap_3dview_setloddistance,918
worldmap_setcategorypriority,242
worldmap_3dview_settextfont,501
worldmap_disabletextsize,301
worldmap_disabletype,1138
worldmap_setzoom,1038
worldmap_setmap,203
worldmap_jumptosourcecoord,422
worldmap_jumptodisplaycoord,298
worldmap_setmap_coord_override,80
worldmap_flashelementcategory,285
worldmap_disableelementcategory,1085
worldmap_closemap,1020
setwindowmode,807
setdefaultwindowmode,1253
openurl,1244
urlencode,348
spline_new,987
spline_addpoint,483
quit,492
openurl_nologin,18
formatminimenu,950
setdefaultcursors,491
sethardcodedopcursors,575
notify_accountcreated,398
notify_accountcreatestarted,761
openurl_shim,875
cam_moveto,274
cam_lookat,1002
cam_movealong,277
cam_reset,1251
cam_forceangle,749
cam_inc_x,557
cam_dec_x,111
cam_inc_y,462
cam_dec_y,281
cam_followcoord,176
cam_smoothreset,296
cam2_setlookatmode,1055
cam2_setpositionmode,92
cam2_setdepthplanes,962
cam2_setfieldofview,1246
cam2_setlookatpoint_point,764
cam2_setpositionpoint_point,550
cam2_getpositionpoint_point,1147
cam2_setlookatentity_player,535
cam2_setlookatentity_npc,1205
cam2_setpositionentity_player,227
cam2_setpositionentity_npc,977
cam2_setfieldofviewscreen,160
cam2_removealleffects,141
cam2_setlookatacceleration_axis,823
cam2_setpositionacceleration_axis,334
cam2_setlookatmaxspeed_axis,408
cam2_setpositionmaxspeed_axis,755
cam2_setcollisionmode,329
cam2_setpositionpointcollision,161
cam2_updateeffect_ztilt,841
cam2_setlinearmovementmode,1219
cam2_setspringproperties,581
cam2_setpositionangularinterpolation,1158
cam2_enable,183
cam2_setsnapdistances,597
cam2_resetsnapdistances,1180
cam2_setlookatorientation_vector,1009
cam2_setlookatorientation_xrotation,175
cam2_setlookatorientation_yrotation,580
cam2_setlookatorientation_xmovement,605
cam2_setlookatorientation_zmovement,961
cam2_setlookatorientation_maxdistanceclamping,1173
login_continue,848
login_resetreply,767
resend_uid_passport_request,838
create_availablerequest,948
create_name_availablerequest,475
create_suggest_name_request,417
create_createrequest,634
create_connectrequest,620
create_step_reached,316
lobby_entergame,1105
lobby_enterlobby,266
lobby_leavelobby,718
create_setunder13,307
login_cancel,1098
lobby_enterlobby_social_network,1198
viewport_setfov,675
viewport_setzoom,919
viewport_clampfov,155
worldlist_sort,729
worldlist_pingworlds,392
if_triggerop,1215
force_interface_drag,889
cancel_interface_drag,321
targetmode_active,1252
targetmode_cancel,587
autosetup_sethigh,427
autosetup_setmedium,96
autosetup_setlow,36
autosetup_setmin,741
autosetup_setcustom,885
autosetup_blackflaglast,811
video_advert_force_remove,908
video_advert_allow_skip,179
bug_report,1164
array_sort,464
cc_find,944
if_find,699
cc_getx,123
cc_gety,420
cc_getwidth,975
cc_getheight,416
cc_gethide,1218
cc_getlayer,878
cc_getparentlayer,1131
cc_getcolour,1095
cc_getscrollx,169
cc_getscrolly,932
cc_gettext,541
cc_getmodelzoom,651
cc_getmodelangle_x,1141
cc_getmodelangle_z,1040
cc_getmodelangle_y,252
cc_gettrans,799
cc_getmodelxof,1048
cc_getmodelyof,1074
cc_getgraphic,1208
cc_param,618
cc_get2dangle,1106
cc_getmodel,107
cc_getgraphicdimensions,641
cc_getfontmetrics,670
cc_getinvobject,52
cc_getinvcount,795
cc_getid,223
cc_gettargetmask,677
cc_getop,293
cc_getopbase,621
if_getx,122
if_gety,863
if_getwidth,825
if_getheight,1259
if_gethide,544
if_getlayer,854
if_getparentlayer,914
if_getcolour,1001
if_getscrollx,679
if_getscrolly,576
if_gettext,1247
if_getscrollwidth,1094
if_getscrollheight,131
if_getmodelzoom,627
if_getmodelangle_x,603
if_getmodelangle_z,142
if_getmodelangle_y,44
if_gettrans,1004
if_getmodelxof,478
if_getmodelyof,921
if_getgraphic,519
if_get2dangle,1014
if_getmodel,638
if_getgraphicdimensions,683
if_getfontmetrics,244
if_getinvobject,337
if_getinvcount,1233
if_hassub,727
if_getnextsubid,442
if_hassubmodal,604
if_hassuboverlay,784
if_gettargetmask,362
if_getop,423
if_getopbase,1140
if_getcharindexatpos,114
if_getcharposatindex,662
clientclock,1128
inv_getobj,452
inv_getnum,164
inv_total,1028
inv_totalcat,318
inv_size,840
inv_stockbase,410
inv_getvar,687
stat,248
stat_base,1261
stat_visible_xp,899
stat_base_actual,91
stat_visible_xp_actual,771
facing_fine,526
coord,695
coordx,516
coordy,145
coordz,760
coordx_fine,556
coordy_fine,1073
coordz_fine,159
coordlevel_fine,110
movecoord_fine,792
coord_gridtofine,819
map_members,30
map_preload,852
map_loadedpercent,801
invother_getobj,697
invother_getnum,352
staffmodlevel,705
reboottimer,765
map_world,1186
runenergy_visible,681
runweight_visible,1240
playermod,97
playermodlevel,221
playermember,1155
comlevel_active,949
gender,694
map_quickchat,1016
inv_freespace,102
inv_totalparam,517
map_lang,653
movecoord,1248
applet_hasfocus,780
frombilling,853
get_mousex,947
get_mousey,522
get_active_minimenu_entry,988
get_minimenu_length,676
npc_find_active_minimenu_entry,243
get_currentcursor,376
get_mousebuttons,562
get_minimenu_target,793
enum_string,629
enum,312
enum_hasoutput,1194
enum_getoutputcount,74
enum_getreversecount,226
enum_getreverseindex,234
friend_count,886
friend_getname,995
friend_getworld,750
friend_getrank,794
friend_getnotes,1139
friend_getworldflags,1196
friend_test,54
friend_getworldname,1201
clan_getchatdisplayname,883
clan_getchatcount,1089
clan_getchatusername,935
clan_getchatuserworld,525
clan_getchatuserrank,224
clan_getchatminkick,880
clan_getchatrank,835
ignore_count,1050
ignore_getname,389
ignore_getnotes,236
ignore_test,213
clan_isself,511
clan_getchatownername,375
clan_getchatuserworldname,743
friend_platform,830
friend_getslotfromname,272
playercountry,941
clan_getchatusername_unfiltered,357
ignore_getname_unfiltered,485
friend_is_referrer,24
friend_is_referred,636
activeclansettings_find_listened,893
activeclansettings_find_affined,282
activeclansettings_getclanname,117
activeclansettings_getallowunaffined,859
activeclansettings_getranktalk,992
activeclansettings_getrankkick,374
activeclansettings_getaffinedcount,403
activeclansettings_getaffineddisplayname,182
activeclansettings_getaffinedrank,1107
activeclansettings_getbannedcount,162
activeclansettings_getbanneddisplayname,1075
activeclansettings_getcurrentowner_slot,37
activeclansettings_getaffinedslot,1134
activeclansettings_getsortedaffinedslot,1135
activeclanchannel_find_listened,421
activeclanchannel_find_affined,1115
activeclanchannel_getclanname,831
activeclanchannel_getrankkick,186
activeclanchannel_getranktalk,445
activeclanchannel_getusercount,834
activeclanchannel_getuserdisplayname,436
activeclanchannel_getuserrank,451
activeclanchannel_getuserworld,187
activeclanchannel_getuserslot,27
activeclanchannel_getsorteduserslot,923
clanprofile_find,358
stockmarket_getoffertype,818
stockmarket_getofferitem,98
stockmarket_getofferprice,857
stockmarket_getoffercount,700
stockmarket_getoffercompletedcount,916
stockmarket_getoffercompletedgold,862
stockmarket_isofferempty,990
stockmarket_isofferfinished,953
stockmarket_isofferadding,1256
add,101
sub,471
multiply,402
divide,444
random,1080
randominc,219
interpolate,228
addpercent,1170
setbit,163
clearbit,364
testbit,210
modulo,1082
pow,87
invpow,211
and,394
or,871
min,324
max,787
scale,547
random_sound_pitch,437
hsvtorgb,404
append_num,512
append,426
append_signnum,49
get_col_tag,626
lowercase,616
fromdate,370
tostring,45
compare,55
paraheight,401
parawidth,62
paraline,207
text_switch,867
escape,843
append_char,723
char_isprintable,710
char_isalphanumeric,839
char_isnumeric,747
string_length,1021
substring,524
removetags,433
string_indexof_char,586
string_indexof_string,548
char_tolowercase,942
char_touppercase,850
tostring_localised,693
stringwidth,924
string_distance,26
format_datetime_from_minutes,585
clanforumqfc_tostring,860
oc_name,797
oc_iop,237
oc_cost,779
oc_stackable,214
oc_category,315
oc_hasvarobj,359
oc_cert,367
oc_uncert,11
oc_wearpos,412
oc_wearpos2,345
oc_members,972
oc_param,346
oc_icursor,588
oc_find,438
oc_findnext,257
oc_minimenu_colour,534
nc_param,306
lc_param,502
struct_param,53
seqlength,447
bas_getanim_ready,366
chat_getfilter_public,360
chat_gethistory_byuid,185
chat_lastuid,667
chat_clear,815
chat_getfilter_private,1096
chat_playername,104
chat_getfilter_trade,994
chat_getnextuid,590
chat_getprevuid,378
chat_playername_unfiltered,61
chatcat_getdesc,785
chatcat_getsubcatcount,736
chatcat_getsubcat,2
chatcat_getphrasecount,1005
chatcat_getphrase,268
chatphrase_gettext,199
chatphrase_getautoresponsecount,295
chatphrase_getautoresponse,130
chatcat_getsubcatshortcut,1103
chatphrase_getdynamiccommandcount,1083
chatphrase_getdynamiccommand,1072
chatphrase_getdynamiccommandparam_enum,928
chatphrase_find,625
chatphrase_findnext,983
keyheld_alt,1042
keyheld_ctrl,640
keyheld_shift,430
fullscreen_enter,812
fullscreen_modecount,1003
fullscreen_getmode,900
fullscreen_lastmode,1161
getwindowmode,144
getdefaultwindowmode,342
spline_length,1036
minimenuopen,650
getclipboard,1146
has_html5,189
has_nxt,810
cam_getangle_xa,696
cam_getangle_ya,57
cam2_getcontrolmode,711
cam2_getlookatmode,999
cam2_getpositionmode,973
cam2_getpositionentity_angleoffsets,1008
cam2_addeffect_shake,112
cam2_addeffect_ztilt,204
cam2_isenabled,115
login_reply,708
login_hoptime,85
login_ban_duration,1124
create_reply,907
create_email_validate_reply,777
create_name_validate_reply,65
create_suggest_name_reply,208
create_connect_reply,609
login_disallowresult,229
lobby_entergamereply,490
lobby_enterlobbyreply,789
userflowflags,545
create_under13,673
login_last_transfer_reply,732
login_inprogress,503
login_queue_position,494
login_disallowtrigger,418
login_accountappeal,748
viewport_geteffectivesize,879
viewport_getzoom,89
date_minutes,887
date_runeday,383
date_runeday_fromdate,344
date_runeday_todate,1239
date_minutes_fromruneday,1178
worldlist_fetch,559
worldlist_start,270
worldlist_next,303
worldlist_switch,313
worldlist_specific,356
worldlist_specific_thisworld,1255
if_gettop,895
mec_text,515
mec_category,66
mec_param,83
userdetail_quickchat,632
userdetail_lobby_membership,304
userdetail_lobby_unreadmessages,682
userdetail_lobby_lastloginday,1054
userdetail_lobby_emailstatus,476
userdetail_lobby_ccexpiry,978
userdetail_lobby_graceexpiry,384
userdetail_dob,685
userdetail_lobby_playage,265
autosetup_dosetup,458
autosetup_getlevel,308
video_advert_play,22
video_advert_has_finished,17
get_npc_vislevel,33
get_entity_screen_position,817
if_get_gamescreen,615
if_set_gamescreen_enabled,151
get_entity_overlay_height,1232
get_npc_stat,320
is_npc_active,1058
is_targeted_entity,76
npc_type,1057
get_loc_screen_position,594
get_obj_screen_position,12
get_loc_overlay_height,499
get_obj_overlay_height,960
get_loc_bounding_box,725
get_obj_bounding_box,1051
get_entity_bounding_box,933
quest_finished,1037
sound_group_start,459
sound_group_stop,945
sound_vorbis_volume_rate_group,46
preload_percent,1168
shader_preload_throttle,119
fps_stats,1007
runjavascript,648
worldmap_3dview_active,1066
worldmap_3dview_getcoordfine,763
worldmap_getmap,149
worldmap_getmapname,480
worldmap_getsize,79
worldmap_getdisplayposition,934
worldmap_getconfigorigin,1052
worldmap_getconfigbounds,363
worldmap_listelement_start,1121
worldmap_listelement_next,280
worldmap_coordinmap,870
worldmap_getconfigzoom,9
worldmap_isloaded,397
worldmap_getdisplaycoord,822
worldmap_getdisableelements,453
worldmap_getcurrentmap,283
player_group_find,341
player_group_member_count,552
player_group_member_get_same_world_var,656
player_group_member_get_rank,1144
player_group_member_get_team,1093
player_group_member_get_last_seen_node_id,903
player_group_member_get_status,998
player_group_member_is_online,279
player_group_member_get_displayname,1153
player_group_member_get_join_xp,826
player_group_member_is_owner,382
player_group_banned_count,126
player_group_banned_get_displayname,959
player_group_get_displayname,1204
player_group_get_max_size,971
player_group_get_overall_status,943
player_group_get_owner_slot,936
ttv_login,40
ttv_login_getstate,514
ttv_logout,993
ttv_library_getstate,976
ttv_library_request,849
ttv_stream_getstate,167
ttv_stream_start,1122
ttv_stream_stop,275
ttv_stream_settitle,1132
ttv_stream_getviewers,669
ttv_stream_getquality,824
ttv_chat_sendmessage,435
ttv_webcam_supported,774
ttv_webcam_getdevice_count,567
ttv_webcam_getdevice_byindex,926
