// Incomplete, bruteforced from opcodes-791-1583.txt and opcodes-793-1527.txt and opcodes-793-1469.txt
push_var,915
pop_var,435
push_varbit,632
pop_varbit,708
push_constant_string,301
branch,173
branch_not,266
branch_equals,362
branch_less_than,1029
branch_greater_than,1072
branch_less_than_or_equals,1120
branch_greater_than_or_equals,253
push_int_local,82
pop_int_local,242
push_string_local,629
pop_string_local,138
join_string,617
pop_int_discard,734
pop_string_discard,335
gosub_with_params,111
define_array,854
push_array_int,537
pop_array_int,483
switch,127
push_long_local,0
long_branch_not,861
cc_create,30
cc_delete,961
cc_deleteall,8
if_sendtofront,156
if_sendtoback,938
cc_sendtofront,594
cc_sendtoback,655
if_resume_pausebutton,656
baseidkit,299
basecolour,476
setobj,640
cc_setposition,876
cc_setsize,1095
cc_sethide,771
cc_setaspect,1114
cc_setnoclickthrough,822
cc_setscrollpos,398
cc_setcolour,338
cc_setfill,981
cc_settrans,31
cc_setlinewid,50
cc_setgraphic,955
cc_set2dangle,187
cc_settiling,405
cc_setmodel,60
cc_setmodelangle,750
cc_setmodelanim,174
cc_setmodelorthog,278
cc_settext,166
cc_settextfont,90
cc_settextalign,933
cc_settextshadow,532
cc_setoutline,705
cc_setgraphicshadow,1130
cc_setvflip,458
cc_sethflip,700
cc_setscrollsize,664
cc_setalpha,77
cc_setmodelzoom,772
cc_setlinedirection,1061
cc_setmaxlines,160
cc_setparam_int,996
cc_setparam_string,479
cc_setretex,1011
cc_setparam,952
cc_setclickmask,848
cc_setobject,731
cc_setnpchead,259
cc_setplayerhead_self,886
cc_setnpcmodel,971
cc_setobject_nonum,956
cc_setlinkfriend,345
cc_setobject_wearcol,741
cc_setplayermodel_self,680
cc_setobject_alwaysnum,721
cc_setop,223
cc_setdraggable,385
cc_setdragrenderbehaviour,604
cc_setdragdeadzone,598
cc_setdragdeadtime,10
cc_setopbase,120
cc_settargetverb,306
cc_clearops,551
cc_settargetcursors,311
cc_setopcursor,730
cc_setpausetext,969
cc_settargetopcursor,834
cc_setopkey,408
cc_setoptkey,634
cc_setopkeyignoreheld,819
cc_setoptkeyignoreheld,552
cc_setmouseovercursor,958
cc_setonclick,753
cc_setonhold,459
cc_setonrelease,777
cc_setonmouseover,671
cc_setonmouseleave,620
cc_setondrag,19
cc_setontargetleave,366
cc_setonvartransmit,386
cc_setontimer,678
cc_setonop,434
cc_setondragcomplete,668
cc_setonmouserepeat,992
cc_setoninvtransmit,723
cc_setonstattransmit,51
cc_setontargetenter,334
cc_setonscrollwheel,105
cc_setonmisctransmit,694
cc_setonvarctransmit,597
cc_setonvarcstrtransmit,527
cc_clearscripthooks,118
if_setposition,839
if_setsize,99
if_sethide,1085
if_setnoclickthrough,336
if_setscrollpos,1134
if_setcolour,122
if_setfill,517
if_settrans,1065
if_setgraphic,960
if_set2dangle,108
if_settiling,371
if_setmodel,602
if_setmodelangle,944
if_setmodelanim,511
if_setmodeltint,635
if_settext,415
if_settextfont,170
if_settextalign,487
if_settextshadow,702
if_settextantimacro,1110
if_setoutline,976
if_setgraphicshadow,182
if_setvflip,920
if_sethflip,283
if_setscrollsize,58
if_setmodelzoom,990
if_setlinedirection,71
if_setmaxlines,1103
if_setparam_int,165
if_setrecol,185
if_setretex,518
if_setclickmask,351
if_setobject,146
if_setnpchead,873
if_setnpcmodel,369
if_setobject_nonum,488
if_setplayermodel_self,501
if_setobject_alwaysnum,329
if_setop,997
if_setdraggable,5
if_setdragrenderbehaviour,590
if_setopbase,929
if_settargetverb,279
if_clearops,917
if_settargetcursors,514
if_setopcursor,1012
if_setpausetext,115
if_setopchar,270
if_setopkey,257
if_setoptkey,725
if_setopkeyrate,879
if_setmouseovercursor,205
if_setonclick,811
if_setonhold,308
if_setonrelease,609
if_setonmouseover,869
if_setonmouseleave,573
if_setondrag,11
if_setontargetleave,1093
if_setonvartransmit,911
if_setontimer,271
if_setonop,463
if_setondragcomplete,1066
if_setonclickrepeat,529
if_setonmouserepeat,729
if_setoninvtransmit,830
if_setonstattransmit,582
if_setontargetenter,157
if_setonscrollwheel,419
if_setonchattransmit,618
if_setonkey,32
if_setonfriendtransmit,64
if_setonclantransmit,962
if_setonmisctransmit,333
if_setondialogabort,1101
if_setonsubchange,796
if_setonstocktransmit,437
if_setoncamfinished,1004
if_setonresize,307
if_setonvarctransmit,583
if_setonvarcstrtransmit,805
if_setonclansettingstransmit,147
if_setonclanchanneltransmit,637
if_setonvarclantransmit,689
if_clearscripthooks,566
if_callonresize,831
