// Incomplete, bruteforced from opcodes-795-513.txt and opcodes-796-1038.txt and opcodes-797-539.txt
push_var,288
pop_var,1123
push_varbit,184
pop_varbit,430
push_constant_string,375
branch,1067
branch_not,575
branch_equals,1098
branch_less_than,85
branch_greater_than,6
branch_less_than_or_equals,1112
branch_greater_than_or_equals,1107
push_int_local,669
pop_int_local,1001
push_string_local,557
pop_string_local,1052
join_string,210
pop_int_discard,670
pop_string_discard,213
gosub_with_params,964
define_array,141
push_array_int,576
pop_array_int,841
switch,1094
push_long_local,981
long_branch_not,17
cc_create,893
cc_delete,270
cc_deleteall,516
if_sendtofront,1024
if_sendtoback,15
cc_sendtofront,282
cc_sendtoback,408
if_resume_pausebutton,908
baseidkit,973
basecolour,602
setobj,990
cc_setposition,568
cc_setsize,1028
cc_sethide,523
cc_setaspect,419
cc_setnoclickthrough,718
cc_setscrollpos,978
cc_setcolour,387
cc_setfill,187
cc_settrans,606
cc_setlinewid,993
cc_setgraphic,376
cc_set2dangle,737
cc_settiling,1096
cc_setmodel,328
cc_setmodelangle,9
cc_setmodelanim,396
cc_setmodelorthog,155
cc_settext,604
cc_settextfont,762
cc_settextalign,225
cc_settextshadow,1040
cc_setoutline,1089
cc_setgraphicshadow,538
cc_setvflip,609
cc_sethflip,614
cc_setscrollsize,475
cc_setalpha,1035
cc_setmodelzoom,818
cc_setlinedirection,552
cc_setmaxlines,530
cc_setparam_int,26
cc_setparam_string,1077
cc_setretex,12
cc_setparam,433
cc_setclickmask,844
cc_setobject,216
cc_setnpchead,331
cc_setplayerhead_self,301
cc_setnpcmodel,236
cc_setobject_nonum,525
cc_setlinkfriend,712
cc_setobject_wearcol,1090
cc_setplayermodel_self,573
cc_setobject_alwaysnum,487
cc_setop,275
cc_setdraggable,152
cc_setdragrenderbehaviour,754
cc_setdragdeadzone,474
cc_setdragdeadtime,961
cc_setopbase,190
cc_settargetverb,201
cc_clearops,339
cc_settargetcursors,680
cc_setopcursor,105
cc_setpausetext,309
cc_settargetopcursor,585
cc_setopkey,314
cc_setoptkey,855
cc_setopkeyrate,369
cc_setopkeyignoreheld,620
cc_setoptkeyignoreheld,243
cc_setmouseovercursor,232
cc_setonclick,269
cc_setonhold,1129
cc_setonrelease,777
cc_setonmouseover,639
cc_setonmouseleave,808
cc_setondrag,982
cc_setontargetleave,875
cc_setonvartransmit,717
