// Incomplete, bruteforced from opcodes-776-608.txt and opcodes-777-2001.txt and opcodes-742-544.txt
push_var,550
pop_var,558
push_varbit,735
pop_varbit,786
push_constant_string,923
branch,707
branch_not,769
branch_equals,815
branch_less_than,383
branch_greater_than,1078
branch_less_than_or_equals,598
branch_greater_than_or_equals,352
push_int_local,0
pop_int_local,249
push_string_local,824
pop_string_local,876
join_string,78
pop_int_discard,831
pop_string_discard,561
gosub_with_params,960
define_array,143
push_array_int,691
pop_array_int,468
switch,382
push_long_local,339
long_branch_not,6
cc_create,968
cc_delete,937
cc_deleteall,661
if_sendtofront,184
if_sendtoback,914
cc_sendtofront,242
cc_sendtoback,743
if_resume_pausebutton,42
baseidkit,442
basecolour,481
setobj,753
cc_setposition,789
cc_setsize,651
cc_sethide,328
cc_setaspect,73
cc_setnoclickthrough,501
cc_setscrollpos,458
cc_setcolour,387
cc_setfill,949
cc_settrans,312
cc_setlinewid,933
cc_setgraphic,164
cc_set2dangle,118
cc_settiling,21
cc_setmodel,446
cc_setmodelangle,990
cc_setmodelanim,695
cc_setmodelorthog,874
cc_settext,779
cc_settextfont,1009
cc_settextalign,1010
cc_settextshadow,733
cc_setoutline,8
cc_setgraphicshadow,280
cc_setvflip,62
cc_sethflip,833
cc_setscrollsize,554
cc_setalpha,530
cc_setmodelzoom,574
cc_setlinedirection,436
cc_setmaxlines,1021
cc_setparam_int,619
cc_setparam_string,347
cc_setretex,957
cc_setparam,66
cc_setclickmask,622
cc_setobject,215
cc_setnpchead,38
cc_setplayerhead_self,585
cc_setnpcmodel,853
cc_setobject_nonum,998
cc_setlinkfriend,288
cc_setobject_wearcol,106
cc_setplayermodel_self,731
cc_setobject_alwaysnum,213
cc_setop,726
cc_setdraggable,1071
cc_setdragrenderbehaviour,567
cc_setdragdeadzone,11
cc_setdragdeadtime,701
cc_setopbase,88
cc_settargetverb,705
cc_clearops,970
cc_settargetcursors,827
cc_setopcursor,764
cc_setpausetext,343
cc_settargetopcursor,793
cc_setopkey,904
cc_setoptkey,194
cc_setopkeyignoreheld,781
cc_setoptkeyignoreheld,685
cc_setmouseovercursor,229
cc_setonclick,176
cc_setonhold,263
cc_setonrelease,361
cc_setonmouseover,188
cc_setonmouseleave,478
cc_setondrag,951
cc_setontargetleave,91
cc_setonvartransmit,891
cc_setontimer,159
cc_setonop,428
cc_setondragcomplete,1001
cc_setonmouserepeat,304
cc_setoninvtransmit,309
cc_setonstattransmit,479
cc_setontargetenter,37
cc_setonscrollwheel,320
cc_setonmisctransmit,484
cc_setonvarctransmit,581
cc_setonvarcstrtransmit,908
cc_clearscripthooks,763
if_setposition,744
if_setsize,302
if_sethide,601
if_setnoclickthrough,774
if_setscrollpos,714
if_setcolour,14
if_setfill,219
if_settrans,572
if_setgraphic,608
if_set2dangle,825
if_settiling,1017
if_setmodel,921
if_setmodelangle,1006
if_setmodelanim,1018
if_setmodeltint,560
if_settext,618
if_settextfont,161
if_settextalign,122
if_settextshadow,578
if_settextantimacro,965
if_setoutline,595
if_setgraphicshadow,642
if_setvflip,591
if_sethflip,917
if_setscrollsize,693
if_setmodelzoom,24
if_setlinedirection,1080
if_setmaxlines,216
if_setparam_int,765
if_setrecol,440
if_setretex,469
if_setclickmask,543
if_setobject,682
if_setnpchead,710
if_setplayerhead_self,659
if_setnpcmodel,47
if_setobject_nonum,942
if_setplayermodel_self,881
if_setobject_alwaysnum,686
if_setop,154
if_setdraggable,39
if_setopbase,929
if_settargetverb,130
if_clearops,127
if_settargetcursors,770
if_setopcursor,431
if_setpausetext,319
if_setopchar,89
if_setopkey,801
if_setopkeyrate,956
if_setmouseovercursor,750
if_setonclick,757
if_setonhold,121
if_setonrelease,981
if_setonmouseover,205
if_setonmouseleave,725
if_setondrag,1116
if_setontargetleave,96
if_setonvartransmit,406
if_setontimer,848
if_setonop,1016
if_setondragcomplete,4
if_setonclickrepeat,648
if_setonmouserepeat,239
if_setoninvtransmit,996
if_setonstattransmit,868
if_setontargetenter,1004
if_setonscrollwheel,842
if_setonchattransmit,226
if_setonkey,673
if_setonfriendtransmit,983
if_setonclantransmit,293
if_setonmisctransmit,1102
if_setondialogabort,829
if_setonsubchange,515
if_setonstocktransmit,886
if_setoncamfinished,564
if_setonresize,531
if_setonvarctransmit,777
if_setonvarcstrtransmit,706
if_setonclansettingstransmit,938
if_setonclanchanneltransmit,1070
if_setonvarclantransmit,699
if_clearscripthooks,311
if_callonresize,98
if_npc_setcustombodymodel,190
cc_npc_setcustomrecol,1023
mes,559
return,571
if_close,267
resume_countdialog,860
resume_namedialog,715
resume_stringdialog,645
opplayer,811
resume_objdialog,883
cc_dragpickup,513
if_opensubclient,523
if_closesubclient,821
mes_typed,413
setup_messagebox,751
resume_hsldialog,136
resume_clanforumqfcdialog,845
sound_synth,316
sound_jingle,1059
sound_vorbis_volume,1035
sound_vorbis_rate,503
email_validation_add_new_address,635
friend_setrank,909
friend_add,783
friend_del,447
ignore_add,641
ignore_del,1100
clan_kickuser,689
clan_joinchat,1108
clan_leavechat,838
ignore_add_temp,429
activeclanchannel_kickuser,283
chat_setfilter,100
chat_sendabusereport,739
chat_setmode,1046
chat_sendpublic,1087
chat_sendprivate,426
activechatphrase_prepare,510
activechatphrase_send,964
activechatphrase_sendprivate,849
activechatphrase_sendclan,629
activechatphrase_setdynamicint,654
activechatphrase_setdynamicobj,3
activechatphrase_sendclanchannel_affined,761
activechatphrase_sendclanchannel_listened,911
worldmap_3dview_enable,684
worldmap_3dview_setloddistance,890
worldmap_setcategorypriority,854
worldmap_3dview_settextfont,1047
worldmap_disabletextsize,250
worldmap_disabletype,775
worldmap_setzoom,93
worldmap_setmap,508
worldmap_jumptosourcecoord,1121
worldmap_jumptodisplaycoord,1003
worldmap_setmap_coord_override,675
worldmap_flashelementcategory,355
worldmap_disableelementcategory,470
worldmap_closemap,535
setwindowmode,203
setdefaultwindowmode,609
openurl,132
spline_new,174
spline_addpoint,417
quit,167
openurl_nologin,18
writeconsole,766
formatminimenu,486
setdefaultcursors,599
sethardcodedopcursors,451
notify_accountcreatestarted,723
openurl_shim,639
cam_moveto,945
cam_lookat,70
cam_movealong,71
cam_reset,155
cam_forceangle,357
cam_inc_x,331
cam_dec_x,955
cam_inc_y,755
cam_dec_y,452
cam_followcoord,668
cam_smoothreset,1099
cam2_setlookatmode,621
cam2_setpositionmode,237
cam2_setdepthplanes,285
cam2_setlookatpoint_point,297
cam2_setpositionpoint_point,526
cam2_setlookatentity_player,238
cam2_setpositionentity_player,1077
cam2_setfieldofviewscreen,335
cam2_removealleffects,351
cam2_setlookatacceleration_axis,742
cam2_setpositionacceleration_axis,826
cam2_setlookatmaxspeed_axis,330
cam2_setpositionmaxspeed_axis,370
cam2_setcollisionmode,210
cam2_setlinearmovementmode,170
cam2_setspringproperties,665
cam2_setpositionangularinterpolation,427
cam2_enable,816
cam2_setsnapdistances,1109
cam2_resetsnapdistances,189
login_continue,858
login_resetreply,664
resend_uid_passport_request,716
create_availablerequest,785
create_name_availablerequest,366
create_suggest_name_request,489
create_createrequest,245
create_connectrequest,56
create_step_reached,620
lobby_entergame,284
lobby_enterlobby,53
lobby_leavelobby,493
create_setunder13,527
login_cancel,244
lobby_enterlobby_social_network,60
detail_brightness,7
detail_removeroofs_option,959
detail_grounddecor_on,125
detail_flickering_on,828
detail_spotshadows_on,138
detail_hardshadows,1101
detail_lightdetail_high,365
detail_waterdetail_high,27
detail_fog_on,590
detail_antialiasing,1082
detail_antialiasing_quality,491
detail_stereo,943
detail_soundvol,466
detail_musicvol,416
detail_bgsoundvol,555
detail_particles,913
detail_antialiasing_default,977
detail_bloom,198
detail_customcursors,782
detail_idleanims,437
detail_groundblending,808
detail_toolkit,834
detail_toolkit_default,612
detail_cpuusage,157
detail_texturing,882
detail_maxscreensize,252
detail_speechvol,492
detail_loginvol,522
detail_loadingscreentype,580
detail_drawdistance,1090
detail_skydetail,103
viewport_setfov,505
viewport_setzoom,345
viewport_clampfov,392
worldlist_sort,202
worldlist_pingworlds,327
force_interface_drag,232
cancel_interface_drag,754
autosetup_sethigh,344
autosetup_setmedium,214
autosetup_setlow,129
autosetup_setmin,346
autosetup_setcustom,759
autosetup_blackflaglast,982
video_advert_force_remove,221
video_advert_allow_skip,150
boost_advert_launch,57
bug_report,952
array_sort,927
cc_find,734
if_find,652
cc_getx,563
cc_gety,919
cc_getwidth,1093
cc_getheight,647
cc_gethide,256
cc_getlayer,855
cc_getparentlayer,269
cc_getcolour,179
cc_getscrolly,54
cc_gettext,487
cc_getmodelzoom,46
cc_getmodelangle_x,907
cc_getmodelangle_z,433
cc_getmodelangle_y,85
cc_gettrans,905
cc_getmodelxof,893
cc_getmodelyof,546
cc_getgraphic,873
cc_param,86
cc_get2dangle,1042
cc_getgraphicdimensions,1063
cc_getfontmetrics,610
cc_getinvobject,741
cc_getinvcount,887
cc_getid,994
cc_gettargetmask,1111
cc_getop,488
cc_getopbase,108
if_getx,217
if_gety,760
if_getwidth,900
if_getheight,810
if_gethide,922
if_getlayer,718
if_getparentlayer,697
if_getcolour,153
if_getscrollx,186
if_getscrolly,313
if_gettext,193
if_getscrollwidth,992
if_getscrollheight,300
if_getmodelzoom,984
if_getmodelangle_x,1
if_getmodelangle_z,1002
if_getmodelangle_y,49
if_gettrans,616
if_getmodelxof,151
if_getmodelyof,305
if_getgraphic,802
if_get2dangle,289
if_getmodel,562
if_getgraphicdimensions,738
if_getfontmetrics,354
if_getinvobject,410
if_hassub,867
if_getnextsubid,934
if_hassubmodal,1044
if_hassuboverlay,1092
if_gettargetmask,40
if_getop,133
if_getopbase,299
if_getcharindexatpos,64
if_getcharposatindex,187
clientclock,1104
