// Incomplete, bruteforced from opcodes-873-1052.txt and opcodes-910-1730.txt
push_var,333
pop_var,132
push_varbit,11
pop_varbit,679
push_constant_string,356
branch,958
branch_not,1064
branch_equals,105
branch_less_than,1059
branch_greater_than,334
branch_less_than_or_equals,179
branch_greater_than_or_equals,552
push_int_local,444
pop_int_local,811
push_string_local,262
pop_string_local,293
join_string,331
pop_int_discard,561
pop_string_discard,749
gosub_with_params,1086
define_array,357
push_array_int,557
pop_array_int,976
switch,182
push_long_local,214
long_branch_not,1253
cc_create,1138
cc_delete,980
cc_deleteall,988
if_sendtofront,468
if_sendtoback,77
cc_sendtofront,922
cc_sendtoback,996
if_resume_pausebutton,740
cc_resume_pausebutton,744
baseidkit,818
basecolour,686
setobj,184
cc_setposition,743
cc_setsize,699
cc_sethide,721
cc_setaspect,1227
cc_setnoclickthrough,894
cc_setscrollpos,1167
cc_setcolour,909
cc_setfill,828
cc_settrans,1248
cc_setlinewid,576
cc_setgraphic,68
cc_set2dangle,685
cc_settiling,445
cc_setmodel,574
cc_setmodelangle,935
cc_setmodelanim,1055
cc_settext,513
cc_settextfont,645
cc_settextalign,366
cc_settextshadow,25
cc_setoutline,788
cc_setgraphicshadow,28
cc_setvflip,35
cc_sethflip,1012
cc_setscrollsize,180
cc_setalpha,563
cc_setmodelzoom,553
cc_setlinedirection,1143
cc_setmaxlines,165
cc_setparam_int,1004
cc_setparam_string,1060
cc_setretex,778
cc_setfontmono,408
cc_setparam,1020
cc_setclickmask,1146
cc_setobject,135
cc_setnpchead,239
cc_setplayerhead_self,64
cc_setnpcmodel,903
cc_setobject_nonum,550
cc_setlinkfriend,765
cc_setlinkfriendchat,754
cc_setlinkplayergroup,1096
cc_setlinkactiveclanchannel,228
cc_resetlinkplayer,201
cc_setobject_wearcol,275
cc_setplayermodel_self,1258
cc_setobject_alwaysnum,375
cc_setop,320
cc_setdraggable,794
cc_setdragrenderbehaviour,571
cc_setdragdeadzone,1124
cc_setdragdeadtime,108
cc_setopbase,1185
cc_settargetverb,171
cc_clearops,92
cc_settargetcursors,1114
cc_setopcursor,98
cc_setpausetext,1121
cc_settargetopcursor,1197
cc_setopkey,1112
cc_setoptkey,793
cc_setopkeyrate,899
cc_setopkeyignoreheld,742
cc_setoptkeyignoreheld,384
cc_setmouseovercursor,276
cc_setonclick,801
cc_setonhold,484
cc_setonrelease,343
cc_setonmouseover,719
cc_setonmouseleave,538
cc_setondrag,923
cc_setontargetleave,1111
cc_setonvartransmit,1056
cc_setontimer,837
cc_setonop,354
cc_setondragcomplete,186
cc_setonclickrepeat,1251
cc_setonmouserepeat,49
cc_setoninvtransmit,410
cc_setonstattransmit,925
cc_setontargetenter,624
cc_setonscrollwheel,146
cc_setonmisctransmit,1130
cc_setonvarctransmit,411
cc_setonvarcstrtransmit,969
cc_clearscripthooks,596
if_setposition,800
if_setsize,962
if_sethide,1065
if_setnoclickthrough,597
if_setscrollpos,832
if_setcolour,405
if_setfill,974
if_settrans,508
if_setgraphic,1171
if_set2dangle,349
if_settiling,47
if_setmodel,792
if_setmodelangle,537
if_setmodelanim,176
if_setmodelorthog,611
if_setmodeltint,190
if_setmodellighting,490
if_settext,497
if_settextfont,365
if_settextalign,9
if_settextshadow,1219
if_settextantimacro,389
if_setoutline,912
if_setgraphicshadow,857
if_setvflip,382
if_sethflip,187
if_setscrollsize,1075
if_setmodelzoom,637
if_setlinedirection,705
if_setmaxlines,1224
if_setparam_int,924
if_setparam_string,1082
if_setrecol,1244
if_setretex,755
if_setclickmask,989
if_setobject,134
if_setnpchead,896
if_setnpcmodel,209
if_setobject_nonum,447
if_setplayermodel_self,554
if_setobject_alwaysnum,764
if_setop,820
if_setdraggable,1061
if_setdragrenderbehaviour,300
if_setdragdeadzone,1187
if_setdragdeadtime,80
if_setopbase,865
if_settargetverb,921
if_clearops,1133
if_settargetcursors,717
if_setopcursor,323
if_setpausetext,213
if_setopkey,1036
if_setoptkey,1189
if_setopkeyrate,616
if_setmouseovercursor,439
if_setonclick,1230
if_setonhold,346
if_setonrelease,478
if_setonmouseover,177
if_setonmouseleave,289
if_setondrag,1053
if_setontargetleave,149
if_setonvartransmit,402
if_setontimer,1140
if_setonop,758
if_setondragcomplete,635
if_setonclickrepeat,299
if_setonmouserepeat,151
if_setoninvtransmit,514
if_setonstattransmit,1141
if_setontargetenter,1118
if_setonscrollwheel,138
if_setonchattransmit,1188
if_setonkey,21
if_setongamepadbutton,734
if_setongamepadbuttonheld,237
if_setongamepadaxis,595
if_setongamepadtrigger,963
if_setonfriendtransmit,243
if_setonclantransmit,901
if_setonmisctransmit,233
if_setondialogabort,1194
if_setonsubchange,657
if_setonstocktransmit,1193
if_setoncamfinished,378
if_setonresize,140
if_setonvarctransmit,536
if_setonvarcstrtransmit,1257
if_setonclansettingstransmit,103
if_setonclanchanneltransmit,1074
if_setonvarclantransmit,779
if_setonplayergrouptransmit,360
if_setonplayergroupvarptransmit,281
if_setoncameraupdatetransmit,714
if_clearscripthooks,459
if_callonresize,978
