// Incomplete, bruteforced from opcodes-800-572.txt and opcodes-803-509.txt and opcodes-803-318.txt
push_var,114
pop_var,964
push_varbit,702
pop_varbit,632
push_constant_string,887
branch,1133
branch_not,675
branch_equals,1058
branch_less_than,200
branch_greater_than,149
branch_less_than_or_equals,724
branch_greater_than_or_equals,1001
push_int_local,2
pop_int_local,1
push_string_local,843
pop_string_local,668
join_string,891
pop_int_discard,1071
pop_string_discard,1065
gosub_with_params,1108
define_array,470
push_array_int,48
pop_array_int,246
switch,511
push_long_local,720
long_branch_not,566
cc_create,180
cc_delete,269
cc_deleteall,1140
if_sendtofront,26
if_sendtoback,1030
cc_sendtofront,526
cc_sendtoback,351
if_resume_pausebutton,1087
baseidkit,1122
basecolour,1135
setobj,445
cc_setposition,417
cc_setsize,952
cc_sethide,547
cc_setaspect,855
cc_setnoclickthrough,659
cc_setscrollpos,670
cc_setcolour,972
cc_setfill,663
cc_settrans,697
cc_setlinewid,488
cc_setgraphic,1041
cc_set2dangle,880
cc_settiling,490
cc_setmodel,74
cc_setmodelangle,414
cc_setmodelanim,476
cc_setmodelorthog,794
cc_settext,80
cc_settextfont,830
cc_settextalign,601
cc_settextshadow,1024
cc_setoutline,1132
cc_setgraphicshadow,90
cc_setvflip,1117
cc_sethflip,1015
cc_setscrollsize,671
cc_setalpha,923
cc_setmodelzoom,569
cc_setlinedirection,222
cc_setmaxlines,1131
cc_setparam_int,136
cc_setparam_string,912
cc_setretex,146
cc_setparam,306
cc_setclickmask,287
cc_setobject,957
cc_setnpchead,9
cc_setplayerhead_self,202
cc_setnpcmodel,865
cc_setobject_nonum,786
cc_setlinkfriend,474
cc_setobject_wearcol,967
cc_setplayermodel_self,654
cc_setobject_alwaysnum,139
cc_setop,731
cc_setdraggable,192
cc_setdragrenderbehaviour,1070
cc_setdragdeadzone,836
cc_setdragdeadtime,290
cc_setopbase,973
cc_settargetverb,884
cc_clearops,695
cc_settargetcursors,838
cc_setopcursor,916
cc_setpausetext,672
cc_settargetopcursor,753
cc_setopkey,1039
cc_setoptkey,905
cc_setopkeyrate,612
cc_setopkeyignoreheld,829
cc_setoptkeyignoreheld,882
cc_setmouseovercursor,303
cc_setonclick,1102
cc_setonhold,1068
cc_setonrelease,355
cc_setonmouseover,885
cc_setonmouseleave,261
cc_setondrag,27
cc_setontargetleave,55
cc_setonvartransmit,335
cc_setontimer,711
cc_setonop,103
cc_setondragcomplete,519
cc_setonmouserepeat,822
cc_setoninvtransmit,646
cc_setonstattransmit,929
cc_setontargetenter,370
cc_setonscrollwheel,1125
cc_setonmisctransmit,1066
cc_setonvarctransmit,125
cc_setonvarcstrtransmit,660
cc_clearscripthooks,931
if_setposition,658
if_setsize,1017
if_sethide,403
if_setnoclickthrough,75
if_setscrollpos,909
if_setcolour,374
if_setfill,325
if_settrans,940
if_setgraphic,507
if_set2dangle,809
if_settiling,322
if_setmodel,442
if_setmodelangle,339
if_setmodelanim,426
if_setmodeltint,789
if_setmodellighting,577
if_settext,572
if_settextfont,304
if_settextalign,890
if_settextshadow,235
if_settextantimacro,752
if_setoutline,650
if_setgraphicshadow,1143
if_setvflip,428
if_sethflip,147
if_setscrollsize,188
if_setmodelzoom,746
if_setlinedirection,150
if_setmaxlines,737
if_setparam_int,429
if_setrecol,241
if_setretex,31
if_setclickmask,739
if_setobject,988
if_setnpchead,799
if_setnpcmodel,989
if_setobject_nonum,424
if_setplayermodel_self,661
if_setobject_alwaysnum,925
if_setop,881
if_setdraggable,62
if_setdragrenderbehaviour,121
if_setopbase,475
if_settargetverb,871
if_clearops,1044
if_settargetcursors,28
if_setopcursor,1052
if_setpausetext,242
