// Incomplete, bruteforced from opcodes-791-1583.txt and opcodes-793-1527.txt and opcodes-793-1469.txt
push_var,835
pop_var,62
push_varbit,279
pop_varbit,517
push_constant_string,304
branch,502
branch_not,838
branch_equals,780
branch_less_than,366
branch_greater_than,323
branch_less_than_or_equals,122
branch_greater_than_or_equals,1056
push_int_local,98
pop_int_local,795
push_string_local,241
pop_string_local,1102
join_string,559
pop_int_discard,228
pop_string_discard,946
gosub_with_params,103
define_array,277
push_array_int,812
pop_array_int,720
switch,1103
push_long_local,388
long_branch_not,922
cc_create,339
cc_delete,276
cc_deleteall,431
if_sendtofront,908
if_sendtoback,671
cc_sendtofront,887
cc_sendtoback,496
if_resume_pausebutton,133
baseidkit,570
basecolour,155
setobj,967
cc_setposition,754
cc_setsize,450
cc_sethide,1010
cc_setaspect,1037
cc_setnoclickthrough,880
cc_setscrollpos,590
cc_setcolour,1081
cc_setfill,769
cc_settrans,865
cc_setlinewid,536
cc_setgraphic,515
cc_set2dangle,1014
cc_settiling,314
cc_setmodel,1007
cc_setmodelangle,393
cc_setmodelanim,634
cc_setmodelorthog,657
cc_settext,184
cc_settextfont,896
cc_settextalign,692
cc_settextshadow,367
cc_setoutline,58
cc_setgraphicshadow,804
cc_setvflip,73
cc_sethflip,135
cc_setscrollsize,718
cc_setalpha,249
cc_setmodelzoom,59
cc_setlinedirection,489
cc_setmaxlines,799
cc_setparam_int,742
cc_setparam_string,580
cc_setretex,648
cc_setparam,818
cc_setclickmask,923
cc_setobject,516
cc_setnpchead,54
cc_setplayerhead_self,581
cc_setnpcmodel,4
cc_setobject_nonum,768
cc_setlinkfriend,5
cc_setobject_wearcol,191
cc_setplayermodel_self,511
cc_setobject_alwaysnum,223
cc_setop,788
cc_setdraggable,850
cc_setdragrenderbehaviour,1012
cc_setdragdeadzone,476
cc_setdragdeadtime,709
cc_setopbase,616
cc_settargetverb,357
cc_clearops,774
cc_settargetcursors,1051
cc_setopcursor,107
cc_setpausetext,1087
cc_settargetopcursor,625
cc_setopkey,583
cc_setoptkey,111
cc_setopkeyignoreheld,455
cc_setoptkeyignoreheld,95
cc_setmouseovercursor,572
cc_setonclick,284
cc_setonhold,1008
cc_setonrelease,1104
cc_setonmouseover,412
cc_setonmouseleave,156
cc_setondrag,183
cc_setontargetleave,534
cc_setonvartransmit,552
cc_setontimer,852
cc_setonop,348
cc_setondragcomplete,266
cc_setonmouserepeat,508
cc_setoninvtransmit,732
cc_setonstattransmit,125
cc_setontargetenter,291
cc_setonscrollwheel,230
cc_setonmisctransmit,844
cc_setonvarctransmit,869
cc_setonvarcstrtransmit,1112
cc_clearscripthooks,409
if_setposition,109
if_setsize,82
if_sethide,507
if_setnoclickthrough,400
if_setscrollpos,650
if_setcolour,829
if_setfill,731
if_settrans,751
if_setgraphic,1016
if_set2dangle,1125
if_settiling,364
if_setmodel,1023
if_setmodelangle,222
if_setmodelanim,224
if_setmodeltint,636
if_settext,210
if_settextfont,356
if_settextalign,1024
if_settextshadow,173
if_settextantimacro,131
if_setoutline,714
if_setgraphicshadow,530
if_setvflip,404
if_sethflip,872
