// Incomplete, bruteforced from opcodes-873-969.txt and opcodes-910-1730.txt
push_var,675
pop_var,45
push_varbit,1127
pop_varbit,248
push_constant_string,1065
branch,823
branch_not,273
branch_equals,461
branch_less_than,717
branch_greater_than,518
branch_less_than_or_equals,484
branch_greater_than_or_equals,306
push_int_local,862
pop_int_local,1156
push_string_local,138
pop_string_local,233
join_string,375
pop_int_discard,509
pop_string_discard,751
gosub_with_params,893
define_array,594
push_array_int,452
pop_array_int,935
switch,1084
push_long_local,1204
long_branch_not,1051
cc_create,894
cc_delete,878
cc_deleteall,575
if_sendtofront,1089
if_sendtoback,263
cc_sendtofront,882
cc_sendtoback,1073
if_resume_pausebutton,897
cc_resume_pausebutton,1183
baseidkit,345
basecolour,501
setobj,957
cc_setposition,524
cc_setsize,323
cc_sethide,122
cc_setaspect,253
cc_setnoclickthrough,1033
cc_setscrollpos,275
cc_setcolour,380
cc_setfill,411
cc_settrans,827
cc_setlinewid,1028
cc_setgraphic,57
cc_set2dangle,721
cc_settiling,1120
cc_setmodel,728
cc_setmodelangle,940
cc_setmodelanim,635
cc_settext,298
cc_settextfont,627
cc_settextalign,78
cc_settextshadow,725
cc_setoutline,949
cc_setgraphicshadow,1132
cc_setvflip,848
cc_sethflip,528
cc_setscrollsize,1015
cc_setalpha,658
cc_setmodelzoom,16
cc_setlinedirection,348
cc_setmaxlines,1234
cc_setparam_int,142
cc_setparam_string,589
cc_setretex,915
cc_setparam,722
cc_setclickmask,1130
cc_setobject,634
cc_setnpchead,531
cc_setplayerhead_self,1110
cc_setnpcmodel,800
cc_setobject_nonum,456
cc_setlinkfriend,565
cc_setlinkfriendchat,556
cc_setlinkplayergroup,1129
cc_setlinkactiveclanchannel,1238
cc_resetlinkplayer,1054
cc_setobject_wearcol,702
cc_setplayermodel_self,1136
cc_setobject_alwaysnum,1101
cc_setop,1171
cc_setdraggable,661
cc_setdragrenderbehaviour,951
cc_setdragdeadzone,1053
cc_setdragdeadtime,271
cc_setopbase,342
cc_settargetverb,763
cc_clearops,161
cc_settargetcursors,6
cc_setopcursor,1200
cc_setpausetext,639
cc_settargetopcursor,961
cc_setopkey,109
cc_setoptkey,1163
cc_setopkeyrate,234
cc_setopkeyignoreheld,655
cc_setoptkeyignoreheld,1178
cc_setmouseovercursor,328
cc_setonclick,1228
cc_setonhold,934
cc_setonrelease,1220
cc_setonmouseover,1052
cc_setonmouseleave,364
cc_setondrag,729
cc_setontargetleave,969
cc_setonvartransmit,585
cc_setontimer,965
cc_setonop,548
cc_setondragcomplete,1203
cc_setonclickrepeat,184
cc_setonmouserepeat,581
cc_setoninvtransmit,435
cc_setonstattransmit,277
cc_setontargetenter,324
cc_setonscrollwheel,63
cc_setonmisctransmit,370
cc_setonvarctransmit,532
cc_setonvarcstrtransmit,1221
cc_clearscripthooks,145
if_setposition,120
if_setsize,1189
if_sethide,27
if_setnoclickthrough,747
if_setscrollpos,706
if_setcolour,666
if_setfill,904
if_settrans,974
if_setgraphic,859
if_set2dangle,390
if_settiling,363
if_setmodel,687
if_setmodelangle,1173
if_setmodelanim,492
if_setmodelorthog,1247
if_setmodeltint,182
if_setmodellighting,1205
if_settext,29
if_settextfont,578
if_settextalign,858
if_settextshadow,1048
if_settextantimacro,331
if_setoutline,460
if_setgraphicshadow,114
if_setvflip,570
if_sethflip,131
if_setscrollsize,947
if_setmodelzoom,139
if_setlinedirection,281
if_setmaxlines,973
