// Incomplete, bruteforced from opcodes-798-1525.txt and opcodes-799-1515.txt and opcodes-798-467.txt
push_var,749
pop_var,64
push_varbit,1112
pop_varbit,770
push_constant_string,711
branch,25
branch_not,607
branch_equals,36
branch_less_than,1127
branch_greater_than,647
branch_less_than_or_equals,977
branch_greater_than_or_equals,1072
push_int_local,240
pop_int_local,1082
push_string_local,366
pop_string_local,793
join_string,291
pop_int_discard,325
pop_string_discard,901
gosub_with_params,425
define_array,283
push_array_int,936
pop_array_int,559
switch,846
push_long_local,491
long_branch_not,627
cc_create,783
cc_delete,511
cc_deleteall,802
if_sendtofront,192
if_sendtoback,553
cc_sendtofront,832
cc_sendtoback,499
if_resume_pausebutton,650
baseidkit,554
basecolour,93
setobj,963
cc_setposition,515
cc_setsize,945
cc_sethide,984
cc_setaspect,591
cc_setnoclickthrough,90
cc_setscrollpos,136
cc_setcolour,439
cc_setfill,956
cc_settrans,83
cc_setlinewid,902
cc_setgraphic,413
cc_set2dangle,209
cc_settiling,241
cc_setmodel,2
cc_setmodelangle,889
cc_setmodelanim,667
cc_setmodelorthog,671
cc_settext,898
cc_settextfont,550
cc_settextalign,41
cc_settextshadow,914
cc_setoutline,142
cc_setgraphicshadow,63
cc_setvflip,575
cc_sethflip,44
cc_setscrollsize,649
cc_setalpha,804
cc_setmodelzoom,692
cc_setlinedirection,133
cc_setmaxlines,356
cc_setparam_int,329
cc_setparam_string,239
cc_setretex,198
cc_setparam,132
cc_setclickmask,254
cc_setobject,296
cc_setnpchead,3
cc_setplayerhead_self,398
cc_setnpcmodel,718
cc_setobject_nonum,527
cc_setlinkfriend,1092
cc_setobject_wearcol,587
cc_setplayermodel_self,1005
cc_setobject_alwaysnum,969
cc_setop,1002
cc_setdraggable,822
cc_setdragrenderbehaviour,65
cc_setdragdeadzone,17
cc_setdragdeadtime,384
cc_setopbase,760
cc_settargetverb,596
cc_clearops,574
cc_settargetcursors,145
cc_setopcursor,716
cc_setpausetext,293
cc_settargetopcursor,826
cc_setopkey,489
cc_setoptkey,8
cc_setopkeyrate,563
cc_setopkeyignoreheld,751
cc_setoptkeyignoreheld,568
cc_setmouseovercursor,149
cc_setonclick,32
cc_setonhold,388
cc_setonrelease,1084
cc_setonmouseover,885
cc_setonmouseleave,428
cc_setondrag,52
cc_setontargetleave,824
cc_setonvartransmit,951
cc_setontimer,785
cc_setonop,938
cc_setondragcomplete,128
cc_setonmouserepeat,152
cc_setoninvtransmit,1128
cc_setonstattransmit,678
cc_setontargetenter,921
cc_setonscrollwheel,70
cc_setonmisctransmit,841
cc_setonvarctransmit,1015
cc_setonvarcstrtransmit,284
cc_clearscripthooks,648
if_setposition,835
if_setsize,916
if_sethide,1143
if_setnoclickthrough,100
if_setscrollpos,741
if_setcolour,341
if_setfill,5
if_settrans,909
if_setgraphic,50
if_set2dangle,1046
if_settiling,248
if_setmodel,106
if_setmodelangle,314
if_setmodelanim,896
if_setmodeltint,335
if_setmodellighting,323
if_settext,702
if_settextfont,118
if_settextalign,1033
if_settextshadow,206
if_settextantimacro,633
if_setoutline,244
if_setgraphicshadow,564
if_setvflip,462
if_sethflip,1138
if_setscrollsize,987
if_setmodelzoom,345
if_setlinedirection,583
if_setmaxlines,561
if_setparam_int,190
if_setrecol,679
if_setretex,422
if_setclickmask,273
if_setobject,1053
if_setnpchead,625
if_setnpcmodel,234
if_setobject_nonum,80
if_setplayermodel_self,92
if_setobject_alwaysnum,801
if_setop,640
if_setdraggable,983
if_setdragrenderbehaviour,220
if_setopbase,182
if_settargetverb,724
if_clearops,392
if_settargetcursors,229
if_setopcursor,438
if_setpausetext,796
if_setopchar,779
if_setopkey,510
if_setoptkey,327
if_setopkeyrate,473
if_setmouseovercursor,915
if_setonclick,483
if_setonhold,120
if_setonrelease,270
if_setonmouseover,917
if_setonmouseleave,1044
if_setondrag,799
if_setontargetleave,697
if_setonvartransmit,754
if_setontimer,542
if_setonop,747
if_setondragcomplete,195
if_setonclickrepeat,631
if_setonmouserepeat,920
if_setoninvtransmit,1054
if_setonstattransmit,56
if_setontargetenter,480
if_setonscrollwheel,115
if_setonchattransmit,978
if_setonkey,458
if_setonfriendtransmit,999
if_setonclantransmit,788
if_setonmisctransmit,662
if_setondialogabort,965
if_setonsubchange,269
if_setonstocktransmit,814
if_setoncamfinished,653
if_setonresize,530
if_setonvarctransmit,526
if_setonvarcstrtransmit,536
if_setonclansettingstransmit,219
if_setonclanchanneltransmit,1126
if_setonvarclantransmit,429
if_clearscripthooks,610
if_callonresize,734
if_npc_setcustombodymodel,495
cc_npc_setcustomrecol,856
mes,1114
return,681
if_close,691
resume_countdialog,566
resume_namedialog,158
resume_stringdialog,602
abort_dialog,333
opplayer,833
resume_objdialog,111
cc_dragpickup,860
if_opensubclient,467
if_closesubclient,989
mes_typed,10
setup_messagebox,212
resume_hsldialog,266
resume_clanforumqfcdialog,904
sound_synth,338
sound_jingle,60
sound_vorbis_volume,786
sound_speech_volume,690
sound_vorbis_rate,110
email_validation_add_new_address,493
friend_setrank,698
friend_setnotes,1079
friend_add,684
friend_del,726
ignore_add,712
ignore_del,1021
ignore_setnotes,875
clan_kickuser,351
clan_joinchat,905
clan_leavechat,223
ignore_add_temp,253
activeclanchannel_kickuser,202
chat_setfilter,513
chat_sendabusereport,387
chat_setmode,430
chat_sendpublic,125
chat_sendprivate,1085
activechatphrase_prepare,54
activechatphrase_send,414
activechatphrase_sendprivate,843
activechatphrase_sendclan,672
activechatphrase_setdynamicint,43
activechatphrase_setdynamicobj,1095
activechatphrase_sendclanchannel_affined,186
activechatphrase_sendclanchannel_listened,328
worldmap_3dview_enable,869
worldmap_3dview_disable,146
worldmap_3dview_setloddistance,1007
worldmap_setcategorypriority,720
worldmap_3dview_settextfont,1096
worldmap_disabletextsize,849
worldmap_disabletype,271
worldmap_setzoom,475
worldmap_setmap,21
worldmap_jumptosourcecoord,503
worldmap_jumptodisplaycoord,643
worldmap_setmap_coord_override,1045
worldmap_flashelementcategory,1008
worldmap_disableelementcategory,498
worldmap_closemap,546
setwindowmode,710
setdefaultwindowmode,652
openurl,646
spline_new,85
spline_addpoint,853
quit,311
openurl_nologin,410
writeconsole,565
formatminimenu,1026
setdefaultcursors,746
sethardcodedopcursors,235
notify_accountcreated,1142
notify_accountcreatestarted,962
openurl_shim,777
cam_moveto,668
cam_lookat,154
cam_movealong,569
cam_reset,844
cam_forceangle,811
cam_inc_x,1086
cam_dec_x,753
cam_inc_y,451
cam_dec_y,906
cam_followcoord,748
cam_smoothreset,62
cam2_setlookatmode,1069
cam2_setpositionmode,930
