// Incomplete, bruteforced from opcodes-776-608.txt and opcodes-777-2001.txt and opcodes-742-544.txt
push_var,625
pop_var,527
push_varbit,33
pop_varbit,466
push_constant_string,408
branch,971
branch_not,511
branch_equals,137
branch_less_than,502
branch_greater_than,729
branch_less_than_or_equals,730
branch_greater_than_or_equals,643
push_int_local,503
pop_int_local,858
push_string_local,1038
pop_string_local,1089
join_string,579
pop_int_discard,648
pop_string_discard,984
gosub_with_params,1075
define_array,776
push_array_int,581
pop_array_int,955
switch,180
push_long_local,362
long_branch_not,781
cc_create,832
cc_delete,553
cc_deleteall,447
if_sendtofront,645
if_sendtoback,994
cc_sendtofront,1048
cc_sendtoback,227
if_resume_pausebutton,866
baseidkit,893
basecolour,622
setobj,1022
cc_setposition,728
cc_setsize,649
cc_sethide,1033
cc_setaspect,8
cc_setnoclickthrough,138
cc_setscrollpos,950
cc_setcolour,845
cc_setfill,660
cc_settrans,1082
cc_setlinewid,726
cc_setgraphic,369
cc_set2dangle,740
cc_settiling,658
cc_setmodel,198
cc_setmodelangle,4
cc_setmodelanim,616
cc_setmodelorthog,788
cc_settext,654
cc_settextfont,352
cc_settextalign,833
cc_settextshadow,507
cc_setoutline,475
cc_setgraphicshadow,485
cc_setvflip,431
cc_sethflip,829
cc_setscrollsize,987
cc_setalpha,39
cc_setmodelzoom,291
cc_setlinedirection,116
cc_setmaxlines,982
cc_setparam_int,141
cc_setparam_string,216
cc_setretex,144
cc_setparam,1011
cc_setclickmask,954
cc_setobject,1007
cc_setnpchead,794
cc_setplayerhead_self,963
cc_setnpcmodel,1012
cc_setobject_nonum,114
cc_setlinkfriend,520
cc_setobject_wearcol,476
cc_setplayermodel_self,9
cc_setobject_alwaysnum,977
cc_setop,969
cc_setdraggable,576
cc_setdragrenderbehaviour,570
cc_setdragdeadzone,973
cc_setdragdeadtime,989
cc_setopbase,1041
cc_settargetverb,976
cc_clearops,126
cc_settargetcursors,546
cc_setopcursor,610
cc_setpausetext,565
cc_settargetopcursor,612
cc_setopkey,594
cc_setoptkey,133
cc_setopkeyignoreheld,174
cc_setoptkeyignoreheld,20
cc_setmouseovercursor,844
cc_setonclick,554
cc_setonhold,43
cc_setonrelease,1006
cc_setonmouseover,80
cc_setonmouseleave,831
cc_setondrag,644
cc_setontargetleave,523
cc_setonvartransmit,1084
cc_setontimer,778
cc_setonop,203
cc_setondragcomplete,607
cc_setonmouserepeat,605
cc_setoninvtransmit,490
cc_setonstattransmit,700
cc_setontargetenter,768
cc_setonscrollwheel,1015
cc_setonmisctransmit,800
cc_setonvarctransmit,596
cc_setonvarcstrtransmit,967
cc_clearscripthooks,575
if_setposition,150
if_setsize,601
if_sethide,28
if_setnoclickthrough,725
if_setscrollpos,602
if_setcolour,92
if_setfill,708
if_settrans,836
if_setgraphic,628
if_set2dangle,918
if_settiling,604
if_setmodel,1005
if_setmodelangle,401
if_setmodelanim,457
if_setmodeltint,530
if_settext,212
if_settextfont,196
if_settextalign,341
if_settextshadow,1115
if_settextantimacro,49
if_setoutline,992
if_setgraphicshadow,960
if_setvflip,1018
if_sethflip,1108
if_setscrollsize,154
if_setmodelzoom,936
if_setlinedirection,938
if_setmaxlines,902
if_setparam_int,671
if_setrecol,335
if_setretex,869
if_setclickmask,409
if_setobject,7
if_setnpchead,1004
if_setplayerhead_self,375
if_setnpcmodel,164
if_setobject_nonum,147
if_setplayermodel_self,923
if_setobject_alwaysnum,188
if_setop,838
if_setdraggable,471
if_setopbase,165
if_settargetverb,1049
if_clearops,121
if_settargetcursors,339
if_setopcursor,41
if_setpausetext,1078
if_setopchar,55
if_setopkey,758
if_setopkeyrate,867
if_setmouseovercursor,136
if_setonclick,74
if_setonhold,145
if_setonrelease,422
if_setonmouseover,404
if_setonmouseleave,569
if_setondrag,297
if_setontargetleave,332
if_setonvartransmit,549
if_setontimer,176
if_setonop,736
if_setondragcomplete,105
if_setonclickrepeat,323
if_setonmouserepeat,770
if_setoninvtransmit,395
if_setonstattransmit,251
if_setontargetenter,442
if_setonscrollwheel,113
if_setonchattransmit,46
if_setonkey,460
if_setonfriendtransmit,139
if_setonclantransmit,271
if_setonmisctransmit,443
if_setondialogabort,988
if_setonsubchange,865
if_setonstocktransmit,31
if_setoncamfinished,12
if_setonresize,246
if_setonvarctransmit,1035
if_setonvarcstrtransmit,1021
if_setonclansettingstransmit,1014
if_setonclanchanneltransmit,289
if_setonvarclantransmit,593
if_clearscripthooks,720
if_callonresize,326
if_npc_setcustombodymodel,1081
cc_npc_setcustomrecol,1069
mes,1034
return,878
if_close,34
resume_countdialog,115
resume_namedialog,438
resume_stringdialog,551
opplayer,779
resume_objdialog,347
cc_dragpickup,617
if_opensubclient,11
if_closesubclient,666
mes_typed,585
setup_messagebox,975
resume_hsldialog,535
resume_clanforumqfcdialog,1094
sound_synth,187
sound_jingle,792
sound_vorbis_volume,1086
sound_vorbis_rate,240
email_validation_add_new_address,785
friend_setrank,528
friend_add,245
friend_del,981
ignore_add,101
ignore_del,370
clan_kickuser,436
clan_joinchat,270
clan_leavechat,54
ignore_add_temp,889
activeclanchannel_kickuser,351
chat_setfilter,155
chat_sendabusereport,599
chat_setmode,1055
chat_sendpublic,373
chat_sendprivate,171
activechatphrase_prepare,741
activechatphrase_send,760
activechatphrase_sendprivate,191
activechatphrase_sendclan,317
activechatphrase_setdynamicint,687
activechatphrase_setdynamicobj,182
activechatphrase_sendclanchannel_affined,441
activechatphrase_sendclanchannel_listened,965
worldmap_3dview_enable,972
worldmap_3dview_setloddistance,686
worldmap_setcategorypriority,286
worldmap_3dview_settextfont,978
worldmap_disabletextsize,1019
worldmap_disabletype,330
worldmap_setzoom,267
worldmap_setmap,42
worldmap_jumptosourcecoord,1031
worldmap_jumptodisplaycoord,597
worldmap_setmap_coord_override,651
worldmap_flashelementcategory,1000
worldmap_disableelementcategory,548
worldmap_closemap,633
setwindowmode,753
setdefaultwindowmode,672
openurl,742
spline_new,847
spline_addpoint,695
quit,860
openurl_nologin,1003
writeconsole,506
formatminimenu,149
setdefaultcursors,875
sethardcodedopcursors,143
notify_accountcreatestarted,1044
openurl_shim,228
cam_moveto,895
cam_lookat,674
cam_movealong,217
cam_reset,544
cam_forceangle,290
cam_inc_x,655
cam_dec_x,789
cam_inc_y,63
cam_dec_y,167
cam_followcoord,927
cam_smoothreset,1103
cam2_setlookatmode,170
cam2_setpositionmode,757
cam2_setdepthplanes,879
cam2_setlookatpoint_point,872
cam2_setpositionpoint_point,185
cam2_setlookatentity_player,914
cam2_setpositionentity_player,510
cam2_setfieldofviewscreen,363
cam2_removealleffects,600
cam2_setlookatacceleration_axis,458
cam2_setpositionacceleration_axis,744
cam2_setlookatmaxspeed_axis,1072
cam2_setpositionmaxspeed_axis,158
cam2_setcollisionmode,491
cam2_setlinearmovementmode,459
cam2_setspringproperties,37
cam2_setpositionangularinterpolation,951
cam2_enable,896
cam2_setsnapdistances,542
cam2_resetsnapdistances,344
login_continue,853
login_resetreply,935
resend_uid_passport_request,709
create_availablerequest,486
create_name_availablerequest,152
create_suggest_name_request,305
create_createrequest,719
create_connectrequest,298
create_step_reached,412
lobby_entergame,374
lobby_enterlobby,560
lobby_leavelobby,166
create_setunder13,732
login_cancel,738
lobby_enterlobby_social_network,318
detail_brightness,840
detail_removeroofs_option,827
detail_grounddecor_on,735
detail_flickering_on,313
detail_spotshadows_on,1042
detail_hardshadows,913
detail_lightdetail_high,1065
detail_waterdetail_high,261
detail_fog_on,58
detail_antialiasing,958
detail_antialiasing_quality,348
detail_stereo,383
detail_soundvol,321
detail_musicvol,584
detail_bgsoundvol,1024
detail_particles,1095
detail_antialiasing_default,536
detail_bloom,1109
detail_customcursors,1068
detail_idleanims,657
detail_groundblending,803
detail_toolkit,680
detail_toolkit_default,684
detail_cpuusage,107
detail_texturing,1050
detail_maxscreensize,1053
detail_speechvol,5
detail_loginvol,445
detail_loadingscreentype,901
detail_drawdistance,424
detail_skydetail,557
viewport_setfov,230
viewport_setzoom,1117
viewport_clampfov,915
worldlist_sort,521
worldlist_pingworlds,903
force_interface_drag,810
cancel_interface_drag,897
autosetup_sethigh,446
autosetup_setmedium,819
autosetup_setlow,1025
autosetup_setmin,774
autosetup_setcustom,513
autosetup_blackflaglast,444
video_advert_force_remove,974
video_advert_allow_skip,52
boost_advert_launch,724
bug_report,151
array_sort,706
cc_find,839
if_find,40
cc_getx,282
cc_gety,986
cc_getwidth,88
cc_getheight,78
cc_gethide,529
cc_getlayer,258
cc_getparentlayer,175
cc_getcolour,429
cc_getscrolly,353
cc_gettext,226
cc_getmodelzoom,1062
cc_getmodelangle_x,1043
cc_getmodelangle_z,618
cc_getmodelangle_y,90
cc_gettrans,411
cc_getmodelxof,562
cc_getmodelyof,1118
cc_getgraphic,900
cc_param,24
cc_get2dangle,859
cc_getgraphicdimensions,556
cc_getfontmetrics,100
cc_getinvobject,882
cc_getinvcount,329
cc_getid,505
cc_gettargetmask,980
cc_getop,283
cc_getopbase,822
if_getx,120
if_gety,112
if_getwidth,211
if_getheight,870
if_gethide,817
if_getlayer,1111
if_getparentlayer,861
if_getcolour,1091
if_getscrollx,241
if_getscrolly,461
if_gettext,1113
if_getscrollwidth,274
if_getscrollheight,21
if_getmodelzoom,630
if_getmodelangle_x,1002
if_getmodelangle_z,468
if_getmodelangle_y,496
if_gettrans,522
if_getmodelxof,81
if_getmodelyof,59
if_getgraphic,944
if_get2dangle,1112
if_getmodel,300
if_getgraphicdimensions,418
if_getfontmetrics,821
if_getinvobject,519
if_hassub,487
if_getnextsubid,434
if_hassubmodal,1017
if_hassuboverlay,169
if_gettargetmask,287
if_getop,463
if_getopbase,864
if_getcharindexatpos,615
if_getcharposatindex,256
clientclock,1063
inv_getobj,583
inv_getnum,603
inv_total,812
inv_size,127
inv_stockbase,456
stat,1010
stat_base,587
stat_visible_xp,428
stat_base_actual,802
stat_visible_xp_actual,637
